DEPTH,ROP,RPM,SWOB,TQA,HKLD,GRR
974.903,15.249144,140.55,3.3384398432,8.62300215138771,94.0705216143,35.2
974.906,,,,,,
974.921,,,,,,
974.942,,,,,,
974.964,,,,,,
974.988,,,,,,
975.009,,,,,,
975.031,,,,,,
975.052,,,,,,
975.055,14.923008,140.5,3.5425564097,8.37895492068806,94.120416775,44.16
975.07,,,,,,
975.089,,,,,,
975.116,,,,,,
975.134,,,,,,
975.195,,,,,,
975.208,14.807184,140.7,3.3021524536,8.66367668983765,94.1340245461,
975.214,,,,,,
975.238,,,,,,
975.256,,,,,,
975.278,,,,,,
975.302,,,,,,
975.32,,,,,,
975.342,,,,,,
975.36,14.968728,140.49,3.3202961484,8.2298149463716,94.1521682409,32.64
975.363,,,,,,
975.384,,,,,,
975.409,,,,,,
975.427,,,,,,
975.451,,,,,,
975.512,15.11808,140.44,3.3021524536,7.95865135670532,94.1567041646,32.64
975.515,,,,,,
975.534,,,,,,
975.555,,,,,,
975.579,,,,,,
975.598,,,,,,
975.619,,,,,,
975.643,,,,,,
975.662,,,,,,
975.665,15.243048,140.25,3.265865064,8.5145367155212,94.1430963935,39.68
975.683,,,,,,
975.707,,,,,,
975.729,,,,,,
975.75,,,,,,
975.775,,,,,,
975.817,15.71244,140.54,3.1887543611,8.01288407463858,94.1793837831,37.12
975.823,,,,,,
975.845,,,,,,
975.866,,,,,,
975.89,,,,,,
975.912,,,,,,
975.936,,,,,,
975.957,,,,,,
975.97,16.050768,140.5,3.3520476143,8.28404766430486,94.2202070964,23.04
975.979,,,,,,
976.003,,,,,,
976.046,,,,,,
976.07,,,,,,
976.088,,,,,,
976.122,15.74292,140.25,3.356583538,8.78570030518748,94.1249526987,
976.131,,,,,,
976.152,,,,,,
976.174,,,,,,
976.22,,,,,,
976.241,,,,,,
976.265,,,,,,
976.274,15.642336,140.35,3.3520476143,8.9077239205373,94.1340245461,
976.287,,,,,,
976.308,,,,,,
976.326,,,,,,
976.372,,,,,,
976.393,,,,,,
976.418,,,,,,
976.427,15.556992,140.36,3.3202961484,8.86704938208736,94.1884556305,
976.436,,,,,,
976.457,,,,,,
976.479,,,,,,
976.497,,,,,,
976.518,,,,,,
976.543,,,,,,
976.561,,,,,,
976.579,15.124176,140.11,3.2840087588,8.85349120260405,94.1839197068,
976.582,,,,,,
976.607,,,,,,
976.643,,,,,,
976.686,,,,,,
976.71,,,,,,
976.729,,,,,,
976.732,14.859,140.32,3.2159699033,9.23312022813684,94.2292789438,
976.75,,,,,,
976.771,,,,,,
976.793,,,,,,
976.814,,,,,,
976.835,,,,,,
976.854,,,,,,
976.875,,,,,,
976.884,14.834616,140.37,3.2840087588,9.24667840762015,94.2746381808,
976.893,,,,,,
976.954,,,,,,
976.997,,,,,,
977.018,,,,,,
977.036,14.84376,140.51,3.1343232767,9.30091112555341,94.3562848074,38.08
977.042,,,,,,
977.103,,,,,,
977.125,,,,,,
977.149,,,,,,
977.167,,,,,,
977.189,14.90472,140.32,3.0708203449,9.24667840762015,94.4333955103,
977.213,,,,,,
977.274,,,,,,
977.292,,,,,,
977.314,,,,,,
977.341,15.032736,140.25,2.9438144813,9.08398025382038,94.4787547473,
977.353,,,,,,
977.399,,,,,,
977.42,,,,,,
977.445,,,,,,
977.46,,,,,,
977.484,,,,,,
977.494,14.910816,140.53,2.9619581761,9.02974753588713,94.5422576791,
977.503,,,,,,
977.524,,,,,,
977.567,,,,,,
977.585,,,,,,
977.606,,,,,,
977.625,,,,,,
977.646,14.715744,140.19,2.7623775333,9.12465479227033,94.5876169161,40.96
977.667,,,,,,
977.71,,,,,,
977.731,,,,,,
977.756,,,,,,
977.774,,,,,,
977.795,,,,,,
977.798,14.788896,140.52,2.902991168,8.74502576673753,94.6465839242,
977.817,,,,,,
977.832,,,,,,
977.875,,,,,,
977.896,,,,,,
977.917,,,,,,
977.942,,,,,,
977.951,14.926056,140.31,2.993709642,8.36539674120474,94.6375120768,
977.96,,,,,,
977.981,,,,,,
978.048,,,,,,
978.067,,,,,,
978.091,,,,,,
978.103,14.898624,140.11,2.8032008466,8.86704938208736,94.664727619,
978.109,,,,,,
978.131,,,,,,
978.155,,,,,,
978.173,,,,,,
978.192,,,,,,
978.216,,,,,,
978.256,14.926056,140.34,2.7623775333,8.3247222027548,94.6239043057,
978.371,,,,,,
978.393,,,,,,
978.408,14.868144,140.49,2.8258804651,8.70435122828759,94.6692635427,
978.414,,,,,,
978.438,,,,,,
978.457,,,,,,
978.502,,,,,,
978.524,,,,,,
978.545,,,,,,
978.56,15.069312,140.85,2.8440241599,9.15177115123695,94.6737994664,39.68
978.566,,,,,,
978.585,,,,,,
978.606,,,,,,
978.673,,,,,,
978.695,,,,,,
978.713,15.462504,140.5,2.766913457,8.50097853603788,94.7010150086,
978.716,,,,,,
978.74,,,,,,
978.765,,,,,,
978.789,,,,,,
978.81,,,,,,
978.832,,,,,,
978.856,,,,,,
978.865,15.71244,140.39,2.8213445414,8.44674581810463,94.7010150086,
978.874,,,,,,
978.896,,,,,,
978.92,,,,,,
978.938,,,,,,
979.002,,,,,,
979.018,15.663672,140.62,2.7578416096,8.93484027950393,94.6737994664,
979.024,,,,,,
979.048,,,,,,
979.066,,,,,,
979.088,,,,,,
979.112,,,,,,
979.13,,,,,,
979.155,,,,,,
979.17,15.4686,140.54,2.8258804651,8.83993302312073,94.6828713138,
979.176,,,,,,
979.2,,,,,,
979.222,,,,,,
979.243,,,,,,
979.268,,,,,,
979.322,15.43812,140.51,2.8667037784,9.12465479227033,94.6556557716,
979.332,,,,,,
979.35,,,,,,
979.371,,,,,,
979.396,,,,,,
979.414,,,,,,
979.432,,,,,,
979.457,,,,,,
979.475,15.22476,140.37,2.8848474732,9.15177115123695,94.6284402294,
979.496,,,,,,
979.521,,,,,,
979.539,,,,,,
979.557,,,,,,
979.581,,,,,,
979.627,15.05712,140.52,2.8757756258,9.24667840762015,94.619368382,32.0
979.649,,,,,,
979.673,,,,,,
979.691,,,,,,
979.713,,,,,,
979.737,,,,,,
979.755,,,,,,
979.777,,,,,,
979.78,15.3162,140.49,2.8757756258,9.40937656141992,94.5785450687,
979.801,,,,,,
979.819,,,,,,
979.841,,,,,,
979.868,,,,,,
979.886,,,,,,
979.914,,,,,,
979.932,15.627096,140.41,2.9891737183,9.34158566400335,94.5694732213,
979.959,,,,,,
979.978,,,,,,
979.999,,,,,,
980.023,,,,,,
980.042,,,,,,
980.066,,,,,,
980.084,15.709392,140.37,2.8304163888,9.50428381780312,94.6239043057,
980.09,,,,,,
980.109,,,,,,
980.13,,,,,,
980.173,,,,,,
980.197,,,,,,
980.219,,,,,,
980.237,15.602712,140.25,2.6580512882,9.63986561263626,94.6420480005,33.92
980.261,,,,,,
980.304,,,,,,
980.325,,,,,,
980.35,,,,,,
980.371,,,,,,
980.389,15.569184,140.4,2.6126920512,9.30091112555341,94.6828713138,
980.395,,,,,,
980.414,,,,,,
980.456,,,,,,
980.502,,,,,,
980.52,,,,,,
980.542,15.553944,140.49,2.8712397021,9.53140017676975,94.7373023982,
980.545,,,,,,
980.612,,,,,,
980.636,,,,,,
980.654,,,,,,
980.679,,,,,,
980.694,15.806928,140.43,2.9846377946,9.47716745883649,94.5921528398,
980.703,,,,,,
980.724,,,,,,
980.792,,,,,,
980.837,,,,,,
980.846,16.029432,140.36,3.0209251842,9.27379476658678,94.5513295265,
980.862,,,,,,
980.883,,,,,,
980.947,,,,,,
980.968,,,,,,
980.99,,,,,,
980.999,15.624048,140.31,3.0118533368,8.86704938208736,94.5467936028,
981.011,,,,,,
981.032,,,,,,
981.057,,,,,,
981.075,,,,,,
981.096,,,,,,
981.118,,,,,,
981.151,15.398496,140.25,3.0481407264,9.1924456896869,94.5422576791,
981.16,,,,,,
981.203,,,,,,
981.291,,,,,,
981.304,15.37716,140.61,2.9755659472,8.54165307448782,94.5558654502,
981.313,,,,,,
981.337,,,,,,
981.358,,,,,,
981.38,,,,,,
981.404,,,,,,
981.422,,,,,,
981.441,,,,,,
981.456,15.474696,140.65,2.8667037784,8.40607127965468,94.4968984421,
981.468,,,,,,
981.486,,,,,,
981.508,,,,,,
981.535,,,,,,
981.599,,,,,,
981.608,15.767304,140.78,3.0027814894,8.56876943345445,94.5195780606,
981.618,,,,,,
981.642,,,,,,
981.685,,,,,,
981.706,,,,,,
981.727,,,,,,
981.752,,,,,,
981.761,15.694152,140.59,3.0436048027,8.83993302312073,94.5604013739,28.8
981.773,,,,,,
981.794,,,,,,
981.819,,,,,,
981.837,,,,,,
981.858,,,,,,
981.913,15.40764,140.1,2.7986649229,8.54165307448782,94.6148324583,
981.925,,,,,,
981.95,,,,,,
981.968,,,,,,
981.989,,,,,,
982.014,,,,,,
982.035,,,,,,
982.056,,,,,,
982.066,15.59052,140.3,2.8712397021,8.79925848467079,94.6375120768,
982.081,,,,,,
982.099,,,,,,
982.142,,,,,,
982.169,,,,,,
982.188,,,,,,
982.218,15.870936,140.33,2.7124823726,8.77214212570416,94.6692635427,
982.242,,,,,,
982.264,,,,,,
982.288,,,,,,
982.312,,,,,,
982.331,,,,,,
982.352,,,,,,
982.37,16.187928,140.42,2.8667037784,9.40937656141992,94.7191587034,
982.376,,,,,,
982.398,,,,,,
982.444,,,,,,
982.465,,,,,,
982.486,,,,,,
982.511,,,,,,
982.523,16.206216,140.29,2.6807309067,9.17888751020358,94.6828713138,
982.529,,,,,,
982.581,,,,,,
982.602,,,,,,
982.626,,,,,,
982.648,,,,,,
982.675,16.318992,140.38,2.7895930755,8.85349120260405,94.7236946271,
982.697,,,,,,
982.767,,,,,,
982.788,,,,,,
982.812,,,,,,
982.828,16.696944,140.38,2.7578416096,8.82637484363742,94.755446093,
982.837,,,,,,
982.861,,,,,,
982.889,,,,,,
982.956,,,,,,
982.974,,,,,,
982.98,16.654272,140.23,2.7986649229,8.46030399758794,94.6012246872,24.96
982.995,,,,,,
983.041,,,,,,
983.062,,,,,,
983.087,,,,,,
983.108,,,,,,
983.132,16.27632,140.2,2.8712397021,8.71790940777091,94.664727619,
983.135,,,,,,
983.154,,,,,,
983.181,,,,,,
983.199,,,,,,
983.218,,,,,,
983.285,15.889224,140.49,2.8803115495,8.28404766430486,94.6919431612,
983.288,,,,,,
983.309,,,,,,
983.334,,,,,,
983.358,,,,,,
983.382,,,,,,
983.404,,,,,,
983.428,,,,,,
983.437,16.349472,140.4,2.8440241599,8.9077239205373,94.6737994664,
983.452,,,,,,
983.474,,,,,,
983.495,,,,,,
983.547,,,,,,
983.574,,,,,,
983.59,17.041368,134.95,2.9846377946,8.56876943345445,94.619368382,
983.599,,,,,,
983.62,,,,,,
983.644,,,,,,
983.666,,,,,,
983.69,,,,,,
983.712,,,,,,
983.736,,,,,,
983.742,16.693896,134.68,2.9438144813,8.83993302312073,94.6874072375,
983.76,,,,,,
983.779,,,,,,
983.803,,,,,,
983.827,,,,,,
983.852,,,,,,
983.876,,,,,,
983.894,16.629888,134.33,3.2250417507,9.05686389485376,94.6012246872,
983.9,,,,,,
983.922,,,,,,
983.971,,,,,,
983.995,,,,,,
984.019,,,,,,
984.047,17.154144,134.59,2.993709642,8.93484027950393,94.5921528398,
984.068,,,,,,
984.093,,,,,,
984.114,,,,,,
984.138,,,,,,
984.166,,,,,,
984.199,17.111472,134.85,2.902991168,9.07042207433707,94.6329761531,10.24
984.217,,,,,,
984.239,,,,,,
984.263,,,,,,
984.288,,,,,,
984.352,16.971264,134.68,2.9075270917,8.56876943345445,94.619368382,
984.358,,,,,,
984.376,,,,,,
984.397,,,,,,
984.422,,,,,,
984.446,,,,,,
984.467,,,,,,
984.498,,,,,,
984.504,16.858488,134.51,2.9846377946,8.86704938208736,94.6692635427,
984.519,,,,,,
984.562,,,,,,
984.605,,,,,,
984.656,9.881616,139.48,2.4766143402,8.9077239205373,95.6399512145,
984.678,,,,,,
984.693,,,,,,
984.775,,,,,,
984.781,,,,,,
984.809,9.336024,140.38,2.5310454246,8.31116402327149,94.9323471173,
984.873,,,,,,
984.897,,,,,,
984.925,,,,,,
984.958,,,,,,
984.961,16.828008,140.46,3.2840087588,8.50097853603788,94.3744285022,12.16
984.986,,,,,,
985.016,,,,,,
985.047,,,,,,
985.074,,,,,,
985.104,,,,,,
985.114,21.253704,140.14,3.3792631565,8.16202404895503,94.0932012328,
985.135,,,,,,
985.159,,,,,,
985.193,,,,,,
985.223,,,,,,
985.254,,,,,,
985.266,20.81784,140.51,3.311224301,8.1349076899884,94.2202070964,
985.278,,,,,,
985.333,,,,,,
985.357,,,,,,
985.385,,,,,,
985.415,,,,,,
985.418,19.833336,140.68,3.1660747426,8.73146758725422,94.3199974178,
985.443,,,,,,
985.467,,,,,,
985.498,,,,,,
985.525,,,,,,
985.571,19.601688,140.13,3.265865064,8.73146758725422,94.3063896467,
985.58,,,,,,
985.607,,,,,,
985.632,,,,,,
985.665,,,,,,
985.72,,,,,,
985.723,19.778472,140.4,3.1161795819,8.73146758725422,94.2701022571,8.96
985.751,,,,,,
985.781,,,,,,
985.805,,,,,,
985.833,,,,,,
985.863,,,,,,
985.876,19.891248,140.56,3.2522572929,8.98907299743719,94.3063896467,
985.888,,,,,,
985.915,,,,,,
985.946,,,,,,
985.998,,,,,,
986.028,19.876008,140.4,3.0980358871,8.47386217707125,94.3562848074,
986.052,,,,,,
986.135,,,,,,
986.162,,,,,,
986.18,19.732752,140.54,3.2114339796,8.65011851035434,94.3426770363,
986.193,,,,,,
986.22,,,,,,
986.251,,,,,,
986.278,,,,,,
986.308,,,,,,
986.333,19.824192,140.49,3.1615388189,8.44674581810463,94.3245333415,
986.36,,,,,,
986.415,,,,,,
986.443,,,,,,
986.473,,,,,,
986.485,19.824192,140.5,3.1207155056,8.3247222027548,94.2882459519,8.96
986.497,,,,,,
986.525,,,,,,
986.555,,,,,,
986.58,,,,,,
986.607,,,,,,
986.638,19.64436,140.54,3.1932902848,8.75858394622085,94.3290692652,
986.662,,,,,,
986.686,,,,,,
986.741,,,,,,
986.769,,,,,,
986.79,19.580352,140.37,3.1207155056,8.44674581810463,94.3381411126,
986.799,,,,,,
986.827,,,,,,
986.857,,,,,,
986.884,,,,,,
986.942,19.7358,140.51,3.2386495218,8.31116402327149,94.2882459519,
986.967,,,,,,
986.997,,,,,,
987.025,,,,,,
987.052,,,,,,
987.083,,,,,,
987.095,19.909536,140.51,3.2341135981,8.3247222027548,94.2383507912,
987.107,,,,,,
987.134,,,,,,
987.165,,,,,,
987.189,,,,,,
987.247,19.97964,140.36,3.2431854455,8.44674581810463,94.2973177993,
987.275,,,,,,
987.302,,,,,,
987.384,,,,,,
987.4,20.034504,140.33,3.1842184374,8.27048948482154,94.2973177993,10.24
987.415,,,,,,
987.442,,,,,,
987.473,,,,,,
987.497,,,,,,
987.531,,,,,,
987.552,19.87296,140.24,3.1932902848,8.71790940777091,94.3789644259,
987.555,,,,,,
987.579,,,,,,
987.61,,,,,,
987.634,,,,,,
987.662,,,,,,
987.692,,,,,,
987.704,19.406616,140.72,3.0617484975,8.65011851035434,94.437931434,
987.714,,,,,,
987.771,,,,,,
987.796,,,,,,
987.823,,,,,,
987.854,,,,,,
987.857,19.345656,140.61,3.2295776744,8.97551481795387,94.3789644259,
987.878,,,,,,
987.906,,,,,,
987.96,,,,,,
987.988,,,,,,
988.009,19.693128,141.0,3.220505827,9.20600386917021,94.2837100282,
988.018,,,,,,
988.046,,,,,,
988.073,,,,,,
988.101,,,,,,
988.131,,,,,,
988.162,19.485864,140.21,3.2885446825,9.05686389485376,94.2791741045,
988.18,,,,,,
988.204,,,,,,
988.229,,,,,,
988.256,,,,,,
988.287,,,,,,
988.311,,,,,,
988.314,19.00428,147.46,3.1252514293,8.86704938208736,94.3971081207,8.96
988.335,,,,,,
988.363,,,,,,
988.384,,,,,,
988.412,,,,,,
988.442,,,,,,
988.466,18.72996,141.08,3.3293679958,8.97551481795387,94.4152518155,
988.491,,,,,,
988.543,,,,,,
988.594,,,,,,
988.619,18.33372,141.05,2.9120630154,9.0026311769205,94.4424673577,
988.622,,,,,,
988.646,,,,,,
988.674,,,,,,
988.701,,,,,,
988.722,,,,,,
988.75,,,,,,
988.771,18.291048,140.57,3.1025718108,8.77214212570416,94.437931434,
988.777,,,,,,
988.805,,,,,,
988.829,,,,,,
988.857,,,,,,
988.878,,,,,,
988.905,,,,,,
988.924,18.586704,140.93,3.3021524536,8.85349120260405,94.4424673577,
988.933,,,,,,
988.957,,,,,,
989.012,,,,,,
989.076,18.428208,140.67,3.4200864698,8.60944397190439,94.2655663334,
989.085,,,,,,
989.134,,,,,,
989.228,17.864328,140.76,3.2840087588,8.56876943345445,94.2701022571,8.96
989.234,,,,,,
989.381,17.727168,140.74,3.3611194617,8.47386217707125,94.1748478594,
989.384,,,,,,
989.533,17.955768,140.24,3.5425564097,8.79925848467079,94.1294886224,
989.558,,,,,,
989.609,,,,,,
989.686,17.705832,140.27,3.2976165299,8.31116402327149,94.120416775,
989.71,,,,,,
989.838,17.425416,140.84,3.3293679958,8.33828038223811,94.029698301,
989.85,,,,,,
989.99,17.187672,140.32,3.6695622733,8.24337312585492,93.9616594455,
989.993,,,,,,
990.07,,,,,,
990.143,16.834104,140.44,3.6468826548,8.33828038223811,93.9616594455,10.24
990.158,,,,,,
990.295,16.70304,140.46,3.3339039195,8.46030399758794,94.0115546062,
990.301,,,,,,
990.371,,,,,,
990.448,16.843248,140.55,3.5607001045,8.8128166641541,93.9208361322,
990.466,,,,,,
990.6,16.910304,140.26,3.6559545022,8.97551481795387,93.9525875981,
990.609,,,,,,
990.752,16.93164,140.32,3.538020486,9.12465479227033,93.9798031403,
990.777,,,,,,
990.823,,,,,,
990.905,17.071848,140.55,3.6650263496,8.71790940777091,93.8800128189,
990.92,,,,,,
991.057,17.135856,140.39,3.8827506872,8.33828038223811,93.8527972767,
991.063,,,,,,
991.094,,,,,,
991.21,17.17548,140.47,3.6151311889,8.5145367155212,93.8890846663,10.24
991.237,,,,,,
991.28,,,,,,
991.362,17.151096,140.64,3.3928709276,8.96195663847056,93.8845487426,
991.377,,,,,,
991.423,,,,,,
991.514,17.020032,140.2,3.6604904259,8.9077239205373,93.8890846663,
991.52,,,,,,
991.569,,,,,,
991.667,17.080992,140.46,3.674098197,8.86704938208736,93.8618691241,
991.691,,,,,,
991.734,,,,,,
991.819,17.166336,140.69,3.5470923334,8.62300215138771,93.9344439033,
991.834,,,,,,
991.853,,,,,,
991.972,17.05356,141.52,3.8147118317,8.47386217707125,93.848261353,
991.975,,,,,,
992.054,,,,,,
992.124,17.544288,147.38,3.9371817716,8.56876943345445,93.6895040235,
992.13,,,,,,
992.276,18.156936,145.18,3.8373914502,8.93484027950393,93.7212554894,10.24
992.279,,,,,,
992.31,,,,,,
992.429,18.129504,140.67,3.7738885184,8.52809489500451,93.6758962524,
992.432,,,,,,
992.459,,,,,,
992.49,,,,,,
992.581,18.45564,140.57,3.8646069924,8.98907299743719,93.6441447865,
992.593,,,,,,
992.618,,,,,,
992.648,,,,,,
992.67,,,,,,
992.734,18.583656,140.33,3.8464632976,8.74502576673753,93.666824405,
992.746,,,,,,
992.77,,,,,,
992.801,,,,,,
992.825,,,,,,
992.849,,,,,,
992.88,,,,,,
992.886,18.537936,140.29,3.7466729762,8.69079304880428,93.6849680998,
992.904,,,,,,
992.932,,,,,,
992.959,,,,,,
992.99,,,,,,
993.017,,,,,,
993.038,19.028664,140.63,3.8827506872,8.70435122828759,93.5942496258,
993.041,,,,,,
993.072,,,,,,
993.148,,,,,,
993.173,,,,,,
993.191,18.9738,140.25,4.1140827959,8.59588579242108,93.5942496258,
993.197,,,,,,
993.227,,,,,,
993.249,,,,,,
993.27,,,,,,
993.301,,,,,,
993.322,,,,,,
993.343,18.403824,140.35,3.8328555265,8.58232761293777,93.5806418547,10.88
993.349,,,,,,
993.38,,,,,,
993.404,,,,,,
993.432,,,,,,
993.462,,,,,,
993.496,18.787872,140.3,4.0505798641,8.46030399758794,93.4899233807,
993.517,,,,,,
993.541,,,,,,
993.572,,,,,,
993.596,,,,,,
993.624,,,,,,
993.648,19.366992,140.18,4.0279002456,9.02974753588713,93.4989952281,
993.654,,,,,,
993.675,,,,,,
993.703,,,,,,
993.733,,,,,,
993.755,,,,,,
993.782,,,,,,
993.8,19.007328,140.48,3.6831700444,8.5145367155212,93.5806418547,
993.81,,,,,,
993.834,,,,,,
993.861,,,,,,
993.941,,,,,,
993.953,18.967704,140.68,4.0324361693,8.62300215138771,93.5443544651,
993.992,,,,,,
994.02,,,,,,
994.047,,,,,,
994.081,,,,,,
994.105,19.174968,140.33,4.1639779566,8.43318763862131,93.4491000674,
994.133,,,,,,
994.16,,,,,,
994.184,,,,,,
994.212,,,,,,
994.242,,,,,,
994.258,19.214592,140.72,3.9326458479,8.67723486932096,93.4627078385,
994.267,,,,,,
994.325,,,,,,
994.349,,,,,,
994.376,,,,,,
994.404,,,,,,
994.41,19.379184,140.58,4.0233643219,8.60944397190439,93.4581719148,10.24
994.428,,,,,,
994.456,,,,,,
994.532,,,,,,
994.559,,,,,,
994.562,19.037808,140.47,4.0777954063,8.73146758725422,93.4989952281,
994.587,,,,,,
994.611,,,,,,
994.636,,,,,,
994.663,,,,,,
994.715,17.839944,140.0,4.8307587405,8.79925848467079,93.3130223564,
994.724,,,,,,
994.736,,,,,,
994.739,,,,,,
994.742,,,,,,
994.745,,,,,,
994.748,,,,,,
994.751,,,,,,
994.754,,,,,,
994.757,,,,,,
994.761,,,,,,
994.764,,,,,,
994.821,,,,,,
994.828,,,,,,
994.867,1.240536,140.71,6.2958620956,9.20600386917021,91.3580392417,
994.87,,,,,,
994.873,,,,,,
994.879,,,,,,
994.882,,,,,,
994.898,,,,,,
994.916,,,,,,
994.919,,,,,,
994.928,,,,,,
995.007,,,,,,
995.02,0.54864,141.44,7.3890197073,8.67723486932096,90.7547613896,
995.044,,,,,,
995.047,,,,,,
995.05,,,,,,
995.062,,,,,,
995.071,,,,,,
995.087,,,,,,
995.172,0.630936,141.47,8.119303423,9.11109661278701,89.1036851628,
995.175,,,,,,
995.184,,,,,,
995.202,,,,,,
995.324,1.618488,141.54,8.2689889051,8.97551481795387,89.3032658056,
995.33,,,,,,
995.337,,,,,,
995.349,,,,,,
995.355,,,,,,
995.361,,,,,,
995.382,,,,,,
995.388,,,,,,
995.398,,,,,,
995.407,,,,,,
995.416,,,,,,
995.425,,,,,,
995.434,,,,,,
995.462,,,,,,
995.477,6.382512,141.44,8.3597073791,8.40607127965468,89.221619179,18.56
995.483,,,,,,
995.492,,,,,,
995.504,,,,,,
995.51,,,,,,
995.519,,,,,,
995.529,,,,,,
995.544,,,,,,
995.553,,,,,,
995.562,,,,,,
995.587,,,,,,
995.611,,,,,,
995.62,,,,,,
995.629,6.123432,141.43,8.5139287849,8.74502576673753,89.0764696206,
995.635,,,,,,
995.654,,,,,,
995.669,,,,,,
995.675,,,,,,
995.684,,,,,,
995.708,,,,,,
995.718,,,,,,
995.727,,,,,,
995.736,,,,,,
995.742,,,,,,
995.745,,,,,,
995.772,,,,,,
995.782,5.827776,141.42,8.3869229213,8.58232761293777,88.9131763674,
995.788,,,,,,
995.806,,,,,,
995.833,,,,,,
995.84,,,,,,
995.846,,,,,,
995.852,,,,,,
995.861,,,,,,
995.885,,,,,,
995.891,,,,,,
995.9,,,,,,
995.91,,,,,,
995.919,,,,,,
995.934,5.605272,141.52,8.6046472589,8.60944397190439,88.8451375119,
995.94,,,,,,
995.949,,,,,,
995.961,,,,,,
995.992,,,,,,
996.025,,,,,,
996.044,,,,,,
996.086,6.028944,141.44,4.3680945231,8.36539674120474,90.809192474,
996.096,,,,,,
996.178,,,,,,
996.239,9.302496,141.87,9.2895717376,8.09423315153846,90.8318720925,
996.242,,,,,,
996.391,9.400032,141.56,2.1953870708,8.94839845898724,89.5209901432,
996.394,,,,,,
996.544,10.107168,141.33,1.8688005644,8.56876943345445,95.526553122,14.72
996.559,,,,,,
996.696,20.02536,141.46,2.1273482153,8.73146758725422,95.5991279012,
996.702,,,,,,
996.848,20.034504,141.67,2.3269288581,8.65011851035434,95.2634695474,
996.87,,,,,,
997.001,20.052792,141.35,2.8712397021,8.47386217707125,94.8234849485,
997.007,,,,,,
997.037,,,,,,
997.053,,,,,,
997.153,,140.7,2.5174376535,8.5145367155212,96.4428097094,
997.202,,,,,,
997.306,,141.33,2.7306260674,7.00957879287334,94.8370927196,
997.312,,,,,,
997.37,,,,,,
997.458,39.983664,141.39,7.484274105,6.41301889560753,92.2697599054,
997.479,,,,,,
997.528,,,,,,
997.571,,,,,,
997.61,38.063424,141.73,8.2599170577,7.26718420305631,89.4620231351,16.64
997.632,,,,,,
997.696,,,,,,
997.757,,,,,,
997.763,39.980616,141.25,9.2850358139,7.63325504910579,88.4777276922,
997.815,,,,,,
997.915,43.656504,141.31,9.2895717376,7.70104594652235,88.2463955835,
997.933,,,,,,
998.068,42.918888,142.0,9.3349309746,7.49767325427265,88.2781470494,
998.119,,,,,,
998.18,,,,,,
998.22,43.016424,141.36,9.117206637,8.10779133102178,88.2101081939,
998.238,,,,,,
998.302,,,,,,
998.363,,,,,,
998.372,43.619928,141.6,9.0899910948,7.99932589515526,88.4550480737,
998.424,,,,,,
998.482,,,,,,
998.525,43.744896,141.2,9.0673114763,7.75527866445561,88.3734014471,
998.546,,,,,,
998.613,,,,,,
998.677,45.945552,141.35,9.9019214371,7.89086045928875,88.0014557037,14.72
998.683,,,,,,
998.817,,,,,,
998.83,48.52416,141.45,9.6887330232,8.06711679257183,87.6249740366,
998.884,,,,,,
998.952,,,,,,
998.982,47.740824,141.42,9.9699602926,8.06711679257183,87.5705429522,
999.0,,,,,,
999.016,,,,,,
999.08,,,,,,
999.134,47.244,141.43,9.8610981238,8.10779133102178,87.7610517476,
999.147,,,,,,
999.223,,,,,,
999.287,48.426624,141.0,9.6343019388,8.20269858740497,87.8563061453,
999.29,,,,,,
999.36,,,,,,
999.433,,,,,,
999.439,50.544984,141.48,9.5798708544,8.21625676688829,87.9697042378,
999.503,,,,,,
999.573,,,,,,
999.592,50.785776,141.36,9.4710086856,7.98576771567195,88.0286712459,
999.64,,,,,,
999.707,,,,,,
999.744,49.481232,141.43,9.5390475411,7.63325504910579,88.0468149407,17.28
999.774,,,,,,
999.842,,,,,,
999.896,48.435768,142.0,9.2804998902,7.94509317722201,87.8744498401,
999.912,,,,,,
999.982,,,,,,
1000.0,,,,,,
1000.049,49.542192,141.5,8.6999016566,7.59258051065584,88.4459762263,
1000.052,,,,,,
1000.125,,,,,,
1000.201,50.904648,141.0,8.8768026809,8.02644225412189,88.8768889778,
1000.262,,,,,,
1000.335,,,,,,
1000.338,,,,,,
1000.354,24.6888,141.3,4.6175703266,8.16202404895503,90.4327108069,
1000.381,,,,,,
1000.476,,,,,,
1000.506,26.264616,141.0,9.3031795087,7.85018592083881,90.2013786982,
1000.552,,,,,,
1000.625,,,,,,
1000.658,59.341512,141.48,9.6479097099,7.51123143375596,87.9424886956,17.28
1000.701,,,,,,
1000.777,,,,,,
1000.811,53.318664,141.4,10.2874749516,7.22650966460637,87.6385818077,
1000.844,,,,,,
1000.917,,,,,,
1000.924,,,,,,
1000.945,,,,,,
1000.963,19.52244,141.48,5.9511318944,7.66037140807241,91.126707133,
1000.985,,,,,,
1001.0,,,,,,
1001.116,18.288,141.32,8.028584949,7.29430056202293,91.4669014105,
1001.174,,,,,,
1001.241,,,,,,
1001.268,43.903392,141.82,8.5638239456,7.56546415168922,89.9745825132,
1001.311,,,,,,
1001.381,,,,,,
1001.42,49.993296,141.36,7.8879713143,7.8366277413555,90.1106602242,
1001.451,,,,,,
1001.521,,,,,,
1001.573,49.984152,141.36,6.4999786621,8.21625676688829,91.2446411492,39.68
