Time,BITLOSS,POWAREA,FLOWIN,ANNLOSS,PUMP,ECDTD,BITDEP,Depth
2016-08-14T18:07:30.000Z,0,0,0.0,0,-51933.618,0,0.0,3520
2016-08-14T18:08:00.000Z,0,0,0.0,0,-49637.692,0,0.0,3520
2016-08-14T18:08:30.000Z,0,0,0.0,0,-50028.092,0,0.0,3520
2016-08-14T18:09:00.000Z,0,0,0.0,0,-50054.961,0,0.0,3520
2016-08-14T18:09:30.000Z,0,0,0.0,0,-49508.861,0,0.0,3520
2016-08-14T18:10:00.000Z,0,0,0.0,0,-50231.843,0,0.0,3520
2016-08-14T18:10:30.000Z,0,0,0.0,0,-51217.559,0,0.0,3520
2016-08-14T18:11:00.000Z,0,0,0.0,0,-51289.566,0,0.0,3520
2016-08-14T18:11:30.000Z,0,0,0.0,0,-50199.661,0,0.0,3520
2016-08-14T18:12:00.000Z,0,0,0.0,0,-51917.475,0,0.0,3520
2016-08-14T18:12:30.000Z,0,0,0.0,0,-50618.541,0,0.0,3520
2016-08-14T18:13:00.000Z,0,0,0.0,0,-50943.343,0,0.0,3520
2016-08-14T18:13:30.000Z,0,0,0.0,0,-50344.326,0,0.0,3520
2016-08-14T18:14:00.000Z,0,0,0.0,0,-50151.679,0,0.0,3520
2016-08-14T18:14:30.000Z,0,0,0.0,0,-50441.454,0,0.0,3520
2016-08-14T18:15:00.000Z,0,0,0.0,0,-50754.707,0,0.0,3520
2016-08-14T18:15:30.000Z,0,0,0.0,0,-49896.827,0,0.0,3520
2016-08-14T18:16:00.000Z,0,0,0.0,0,-51629.962,0,0.0,3520
2016-08-14T18:16:30.000Z,0,0,0.0,0,-50554.691,0,0.0,3520
2016-08-14T18:17:00.000Z,0,0,0.0,0,-51314.859,0,0.0,3520
2016-08-14T18:17:30.000Z,0,0,0.0,0,-50243.667,0,0.0,3520
2016-08-14T18:18:00.000Z,0,0,0.0,0,-50058.8,0,0.0,3520
2016-08-14T18:18:30.000Z,0,0,0.0,0,-50982.14,0,0.0,3520
2016-08-14T18:19:00.000Z,0,0,0.0,0,-50728.317,0,0.0,3520
2016-08-14T18:19:30.000Z,0,0,0.0,0,-50267.521,0,0.0,3520
2016-08-14T18:20:00.000Z,0,0,0.0,0,-49918.248,0,0.0,3520
2016-08-14T18:20:30.000Z,0,0,0.0,0,-49688.689,0,0.0,3520
2016-08-14T18:21:00.000Z,0,0,0.0,0,-50065.963,0,0.0,3520
2016-08-14T18:21:30.000Z,0,0,0.0,0,-50612.509,0,0.0,3520
2016-08-14T18:22:00.000Z,0,0,0.0,0,-50631.154,0,0.0,3520
2016-08-14T18:22:30.000Z,0,0,0.0,0,-49704.386,0,0.0,3520
2016-08-14T18:23:00.000Z,0,0,0.0,0,-50303.507,0,0.0,3520
2016-08-14T18:23:30.000Z,0,0,0.0,0,-49960.54,0,0.0,3520
2016-08-14T18:24:00.000Z,0,0,0.0,0,-50908.899,0,0.0,3520
2016-08-14T18:24:30.000Z,0,0,0.0,0,-50823.56,0,0.0,3520
2016-08-14T18:25:00.000Z,0,0,0.0,0,-50127.517,0,0.0,3520
2016-08-14T18:25:30.000Z,0,0,0.0,0,-49995.396,0,0.0,3520
2016-08-14T18:26:00.000Z,0,0,0.0,0,-50400.67,0,0.0,3520
2016-08-14T18:26:30.000Z,0,0,0.0,0,-50328.8,0,0.0,3520
2016-08-14T18:27:00.000Z,0,0,0.0,0,-49110.921,0,0.0,3520
2016-08-14T18:27:30.000Z,0,0,0.0,0,-49568.906,0,0.0,3520
2016-08-14T18:28:00.000Z,0,0,0.0,0,-49731.256,0,0.0,3520
2016-08-14T18:28:30.000Z,0,0,0.0,0,-50576.763,0,0.0,3520
2016-08-14T18:29:00.000Z,0,0,0.0,0,-49947.414,0,0.0,3520
2016-08-14T18:29:30.000Z,0,0,0.0,0,-50550.716,0,0.0,3520
2016-08-14T18:30:00.000Z,0,0,0.0,0,-50032.856,0,0.0,3520
2016-08-14T18:30:30.000Z,0,0,0.0,0,-51039.581,0,0.0,3520
2016-08-14T18:31:00.000Z,0,0,0.0,0,-49672.855,0,0.0,3520
