TIME,DEPT,DMEA,ROP,RPM,SWOB,TQA,HKLD,ECD_ARC_RT
2009-07-06T11:42:09.000Z,,,,,,,,
2009-07-06T11:42:14.000Z,,,,,,,,
2009-07-06T11:42:18.000Z,,,,,,,,
2009-07-06T11:42:23.000Z,,,,,,,,
2009-07-06T11:42:27.000Z,,,,,,,,
2009-07-06T11:42:32.000Z,,,,,,,,
2009-07-06T11:42:36.000Z,,,,,,,,
2009-07-06T11:42:41.000Z,,,,,,,,
2009-07-06T11:42:45.000Z,,,,,,,,
2009-07-06T11:42:50.000Z,,,,,,,,
2009-07-06T11:42:54.000Z,,,,,,,,
2009-07-06T11:42:59.000Z,,,,,,,,
2009-07-06T11:43:03.000Z,,,,,,,,
2009-07-06T11:43:08.000Z,,,,,,,,
2009-07-06T11:43:17.000Z,,,,,,,,
2009-07-06T11:43:21.000Z,,,,,,,,
2009-07-06T11:43:26.000Z,,,,,,,,
2009-07-06T11:43:30.000Z,,,,,,,,
2009-07-06T11:43:35.000Z,,,,,,,,
2009-07-06T11:43:44.000Z,,,,,,,,
2009-07-06T11:43:48.000Z,,,,,,,,
2009-07-06T11:43:53.000Z,,,,,,,,
2009-07-06T11:43:57.000Z,,,,,,,,
2009-07-06T11:44:02.000Z,,,,,,,,
2009-07-06T11:44:11.000Z,,,,,,,,
2009-07-06T11:44:15.000Z,,,,,,,,
2009-07-06T11:44:20.000Z,,,,,,,,
2009-07-06T11:44:24.000Z,,,,,,,,
2009-07-06T11:44:29.000Z,,,,,,,,
2009-07-06T11:44:33.000Z,,,,,,,,
2009-07-06T11:44:38.000Z,,,,,,,,
2009-07-06T11:44:42.000Z,,,,,,,,
2009-07-06T11:44:47.000Z,,,,,,,,
2009-07-06T11:44:51.000Z,,,,,,,,
2009-07-06T11:44:56.000Z,,,,,,,,
2009-07-06T11:45:00.000Z,,,,,,,,
2009-07-06T11:45:05.000Z,,,,,,,,
2009-07-06T11:45:09.000Z,,,,,,,,
2009-07-06T11:45:14.000Z,,,,,,,,
2009-07-06T11:45:18.000Z,,,,,,,,
2009-07-06T11:45:23.000Z,,,,,,,,
2009-07-06T11:45:27.000Z,,,,,,,,
2009-07-06T11:45:32.000Z,,,,,,,,
2009-07-06T11:45:36.000Z,,,,,,,,
2009-07-06T11:45:41.000Z,,,,,,,,
2009-07-06T11:45:45.000Z,,,,,,,,
2009-07-06T11:45:50.000Z,,,,,,,,
2009-07-06T11:45:54.000Z,,,,,,,,
2009-07-06T11:45:59.000Z,,,,,,,,
2009-07-06T11:46:03.000Z,,,,,,,,
2009-07-06T11:46:08.000Z,,,,,,,,
2009-07-06T11:46:12.000Z,,,,,,,,
2009-07-06T11:46:17.000Z,,,,,,,,
2009-07-06T11:46:21.000Z,,,,,,,,
2009-07-06T11:46:26.000Z,,,,,,,,
2009-07-06T11:46:30.000Z,,,,,,,,
2009-07-06T11:46:35.000Z,,,,,,,,
2009-07-06T11:46:39.000Z,,,,,,,,
2009-07-06T11:46:44.000Z,,,,,,,,
2009-07-06T11:46:48.000Z,,,,,,,,
2009-07-06T11:46:53.000Z,,,,,,,,
2009-07-06T11:46:57.000Z,,,,,,,,
2009-07-06T11:47:02.000Z,,,,,,,,
2009-07-06T11:47:11.000Z,,,,,,,,
2009-07-06T11:47:15.000Z,,,,,,,,
2009-07-06T11:47:20.000Z,,,,,,,,
2009-07-06T11:47:24.000Z,,,,,,,,
2009-07-06T11:47:29.000Z,,,,,,,,
2009-07-06T11:47:38.000Z,,,,,,,,
2009-07-06T11:47:42.000Z,,,,,,,,
2009-07-06T11:47:47.000Z,,,,,,,,
2009-07-06T11:47:51.000Z,,,,,,,,
2009-07-06T11:47:56.000Z,,,,,,,,
2009-07-06T11:48:05.000Z,,,,,,,,
2009-07-06T11:48:09.000Z,,,,,,,,
2009-07-06T11:48:14.000Z,,,,,,,,
2009-07-06T11:48:18.000Z,,,,,,,,
2009-07-06T11:48:23.000Z,,,,,,,,
2009-07-06T11:48:27.000Z,,,,,,,,
2009-07-06T11:48:32.000Z,,,,,,,,
2009-07-06T11:48:36.000Z,,,,,,,,
2009-07-06T11:48:41.000Z,,,,,,,,
2009-07-06T11:48:45.000Z,,,,,,,,
2009-07-06T11:48:50.000Z,,,,,,,,
2009-07-06T11:48:54.000Z,,,,,,,,
2009-07-06T11:48:59.000Z,,,,,,,,
2009-07-06T11:49:03.000Z,,,,,,,,
2009-07-06T11:49:08.000Z,,,,,,,,
2009-07-06T11:49:12.000Z,,,,,,,,
2009-07-06T11:49:17.000Z,,,,,,,,
2009-07-06T11:49:21.000Z,,,,,,,,
2009-07-06T11:49:26.000Z,,,,,,,,
2009-07-06T11:49:30.000Z,,,,,,,,
2009-07-06T11:49:35.000Z,,,,,,,,
2009-07-06T11:49:39.000Z,,,,,,,,
2009-07-06T11:49:44.000Z,,,,,,,,
2009-07-06T11:49:48.000Z,,,,,,,,
2009-07-06T11:49:53.000Z,,,,,,,,
2009-07-06T11:49:57.000Z,,,,,,,,
2009-07-06T11:50:02.000Z,,,,,,,,
2009-07-06T11:50:06.000Z,,,,,,,,
2009-07-06T11:50:11.000Z,,,,,,,,
2009-07-06T11:50:15.000Z,,,,,,,,
2009-07-06T11:50:20.000Z,,,,,,,,
2009-07-06T11:50:24.000Z,,,,,,,,
2009-07-06T11:50:29.000Z,,,,,,,,
2009-07-06T11:50:33.000Z,,,,,,,,
2009-07-06T11:50:38.000Z,,,,,,,,
2009-07-06T11:50:42.000Z,,,,,,,,
2009-07-06T11:50:47.000Z,,,,,,,,
2009-07-06T11:50:51.000Z,,,,,,,,
2009-07-06T11:50:56.000Z,,,,,,,,
2009-07-06T11:51:05.000Z,,,,,,,,
2009-07-06T11:51:09.000Z,,,,,,,,
2009-07-06T11:51:14.000Z,,,,,,,,
2009-07-06T11:51:18.000Z,,,,,,,,
2009-07-06T11:51:23.000Z,,,,,,,,
2009-07-06T11:51:32.000Z,,,,,,,,
2009-07-06T11:51:36.000Z,,,,,,,,
2009-07-06T11:51:41.000Z,,,,,,,,
2009-07-06T11:51:45.000Z,,,,,,,,
2009-07-06T11:51:50.000Z,,,,,,,,
2009-07-06T11:51:54.000Z,,,,,,,,
2009-07-06T11:51:59.000Z,,,,,,,,
2009-07-06T11:52:03.000Z,,,,,,,,
2009-07-06T11:52:08.000Z,,,,,,,,
2009-07-06T11:52:12.000Z,,,,,,,,
2009-07-06T11:52:17.000Z,,,,,,,,
2009-07-06T11:52:21.000Z,,,,,,,,
2009-07-06T11:52:26.000Z,,,,,,,,
2009-07-06T11:52:30.000Z,,,,,,,,
2009-07-06T11:52:35.000Z,,,,,,,,
2009-07-06T11:52:39.000Z,,,,,,,,
2009-07-06T11:52:44.000Z,,,,,,,,
2009-07-06T11:52:48.000Z,,,,,,,,
2009-07-06T11:52:53.000Z,,,,,,,,
2009-07-06T11:52:57.000Z,,,,,,,,
2009-07-06T11:53:02.000Z,,,,,,,,
2009-07-06T11:53:06.000Z,,,,,,,,
2009-07-06T11:53:11.000Z,,,,,,,,
2009-07-06T11:53:15.000Z,,,,,,,,
2009-07-06T11:53:20.000Z,,,,,,,,
2009-07-06T11:53:24.000Z,,,,,,,,
2009-07-06T11:53:29.000Z,,,,,,,,
2009-07-06T11:53:33.000Z,,,,,,,,
2009-07-06T11:53:38.000Z,,,,,,,,
2009-07-06T11:53:42.000Z,,,,,,,,
2009-07-06T11:53:47.000Z,,,,,,,,
2009-07-06T11:53:51.000Z,,,,,,,,
2009-07-06T11:53:56.000Z,,,,,,,,
2009-07-06T11:54:00.000Z,,,,,,,,
2009-07-06T11:54:05.000Z,,,,,,,,
2009-07-06T11:54:09.000Z,,,,,,,,
2009-07-06T11:54:14.000Z,,,,,,,,
2009-07-06T11:54:18.000Z,,,,,,,,
2009-07-06T11:54:23.000Z,,,,,,,,
2009-07-06T11:54:32.000Z,,,,,,,,
2009-07-06T11:54:36.000Z,,,,,,,,
2009-07-06T11:54:41.000Z,,,,,,,,
2009-07-06T11:54:45.000Z,,,,,,,,
2009-07-06T11:54:50.000Z,,,,,,,,
2009-07-06T11:54:59.000Z,,,,,,,,
2009-07-06T11:55:03.000Z,,,,,,,,
2009-07-06T11:55:08.000Z,,,,,,,,
2009-07-06T11:55:12.000Z,,,,,,,,
2009-07-06T11:55:17.000Z,,,,,,,,
2009-07-06T11:55:26.000Z,,,,,,,,
2009-07-06T11:55:30.000Z,,,,,,,,
2009-07-06T11:55:35.000Z,,,,,,,,
2009-07-06T11:55:39.000Z,,,,,,,,
2009-07-06T11:55:44.000Z,,,,,,,,
2009-07-06T11:55:48.000Z,,,,,,,,
2009-07-06T11:55:53.000Z,,,,,,,,
2009-07-06T11:55:57.000Z,,,,,,,,
2009-07-06T11:56:02.000Z,,,,,,,,
2009-07-06T11:56:06.000Z,,,,,,,,
2009-07-06T11:56:11.000Z,,,,,,,,
2009-07-06T11:56:15.000Z,,,,,,,,
2009-07-06T11:56:20.000Z,,,,,,,,
2009-07-06T11:56:24.000Z,,,,,,,,
2009-07-06T11:56:29.000Z,,,,,,,,
2009-07-06T11:56:33.000Z,,,,,,,,
2009-07-06T11:56:38.000Z,,,,,,,,
2009-07-06T11:56:42.000Z,,,,,,,,
2009-07-06T11:56:47.000Z,,,,,,,,
2009-07-06T11:56:51.000Z,,,,,,,,
2009-07-06T11:56:56.000Z,,,,,,,,
2009-07-06T11:57:00.000Z,,,,,,,,
2009-07-06T11:57:05.000Z,,,,,,,,
2009-07-06T11:57:09.000Z,,,,,,,,
2009-07-06T11:57:14.000Z,,,,,,,,
2009-07-06T11:57:18.000Z,,,,,,,,
2009-07-06T11:57:23.000Z,,,,,,,,
2009-07-06T11:57:27.000Z,,,,,,,,
2009-07-06T11:57:32.000Z,,,,,,,,
2009-07-06T11:57:36.000Z,,,,,,,,
2009-07-06T11:57:41.000Z,,,,,,,,
2009-07-06T11:57:45.000Z,,,,,,,,
2009-07-06T11:57:50.000Z,,,,,,,,
2009-07-06T11:57:54.000Z,,,,,,,,
2009-07-06T11:57:59.000Z,,,,,,,,
2009-07-06T11:58:03.000Z,,,,,,,,
2009-07-06T11:58:08.000Z,,,,,,,,
2009-07-06T11:58:12.000Z,,,,,,,,
2009-07-06T11:58:17.000Z,,,,,,,,
2009-07-06T11:58:26.000Z,,,,,,,,
2009-07-06T11:58:30.000Z,,,,,,,,
2009-07-06T11:58:35.000Z,,,,,,,,
2009-07-06T11:58:39.000Z,,,,,,,,
2009-07-06T11:58:44.000Z,,,,,,,,
2009-07-06T11:58:53.000Z,,,,,,,,
2009-07-06T11:58:57.000Z,,,,,,,,
2009-07-06T11:59:02.000Z,,,,,,,,
2009-07-06T11:59:06.000Z,,,,,,,,
2009-07-06T11:59:11.000Z,,,,,,,,
2009-07-06T11:59:20.000Z,,,,,,,,
2009-07-06T11:59:24.000Z,,,,,,,,
2009-07-06T11:59:29.000Z,,,,,,,,
2009-07-06T11:59:33.000Z,,,,,,,,
2009-07-06T11:59:38.000Z,,,,,,,,
2009-07-06T11:59:42.000Z,,,,,,,,
2009-07-06T11:59:47.000Z,,,,,,,,
2009-07-06T11:59:51.000Z,,,,,,,,
2009-07-06T11:59:56.000Z,,,,,,,,
2009-07-06T12:00:00.000Z,,,,,,,,
2009-07-06T12:00:05.000Z,,,,,,,,
2009-07-06T12:00:09.000Z,,,,,,,,
2009-07-06T12:00:14.000Z,,,,,,,,
2009-07-06T12:00:18.000Z,,,,,,,,
2009-07-06T12:00:23.000Z,,,,,,,,
2009-07-06T12:00:27.000Z,,,,,,,,
2009-07-06T12:00:32.000Z,,,,,,,,
2009-07-06T12:00:36.000Z,,,,,,,,
2009-07-06T12:00:41.000Z,,,,,,,,
2009-07-06T12:00:45.000Z,,,,,,,,
2009-07-06T12:00:50.000Z,,,,,,,,
2009-07-06T12:00:54.000Z,,,,,,,,
2009-07-06T12:00:59.000Z,,,,,,,,
2009-07-06T12:01:03.000Z,,,,,,,,
2009-07-06T12:01:08.000Z,,,,,,,,
2009-07-06T12:01:12.000Z,,,,,,,,
2009-07-06T12:01:17.000Z,,,,,,,,
2009-07-06T12:01:21.000Z,,,,,,,,
2009-07-06T12:01:26.000Z,,,,,,,,
2009-07-06T12:01:30.000Z,,,,,,,,
2009-07-06T12:01:35.000Z,,,,,,,,
2009-07-06T12:01:39.000Z,,,,,,,,
2009-07-06T12:01:44.000Z,,,,,,,,
2009-07-06T12:01:48.000Z,,,,,,,,
2009-07-06T12:01:53.000Z,,,,,,,,
2009-07-06T12:01:57.000Z,,,,,,,,
2009-07-06T12:02:02.000Z,,,,,,,,
2009-07-06T12:02:06.000Z,,,,,,,,
2009-07-06T12:02:11.000Z,,,,,,,,
2009-07-06T12:02:20.000Z,,,,,,,,
2009-07-06T12:02:24.000Z,,,,,,,,
2009-07-06T12:02:29.000Z,,,,,,,,
2009-07-06T12:02:33.000Z,,,,,,,,
2009-07-06T12:02:38.000Z,,,,,,,,
2009-07-06T12:02:47.000Z,,,,,,,,
2009-07-06T12:02:51.000Z,,,,,,,,
2009-07-06T12:02:56.000Z,,,,,,,,
2009-07-06T12:03:00.000Z,,,,,,,,
2009-07-06T12:03:05.000Z,,,,,,,,
2009-07-06T12:03:09.000Z,,,,,,,,
2009-07-06T12:03:14.000Z,,,,,,,,
2009-07-06T12:03:18.000Z,,,,,,,,
2009-07-06T12:03:23.000Z,,,,,,,,
2009-07-06T12:03:27.000Z,,,,,,,,
2009-07-06T12:03:32.000Z,,,,,,,,
2009-07-06T12:03:36.000Z,,,,,,,,
2009-07-06T12:03:41.000Z,,,,,,,,
2009-07-06T12:03:45.000Z,,,,,,,,
2009-07-06T12:03:50.000Z,,,,,,,,
2009-07-06T12:03:54.000Z,,,,,,,,
2009-07-06T12:03:59.000Z,,,,,,,,
2009-07-06T12:04:03.000Z,,,,,,,,
2009-07-06T12:04:08.000Z,,,,,,,,
2009-07-06T12:04:12.000Z,,,,,,,,
2009-07-06T12:04:17.000Z,,,,,,,,
2009-07-06T12:04:21.000Z,,,,,,,,
2009-07-06T12:04:26.000Z,,,,,,,,
2009-07-06T12:04:30.000Z,,,,,,,,
2009-07-06T12:04:35.000Z,,,,,,,,
2009-07-06T12:04:39.000Z,,,,,,,,
2009-07-06T12:04:44.000Z,,,,,,,,
2009-07-06T12:04:48.000Z,,,,,,,,
2009-07-06T12:04:53.000Z,,,,,,,,
2009-07-06T12:04:57.000Z,,,,,,,,
2009-07-06T12:05:02.000Z,,,,,,,,
2009-07-06T12:05:06.000Z,,,,,,,,
2009-07-06T12:05:11.000Z,,,,,,,,
2009-07-06T12:05:15.000Z,,,,,,,,
2009-07-06T12:05:20.000Z,,,,,,,,
2009-07-06T12:05:24.000Z,,,,,,,,
2009-07-06T12:05:29.000Z,,,,,,,,
2009-07-06T12:05:33.000Z,,,,,,,,
2009-07-06T12:05:38.000Z,,,,,,,,
2009-07-06T12:05:47.000Z,,,,,,,,
2009-07-06T12:05:51.000Z,,,,,,,,
2009-07-06T12:05:56.000Z,,,,,,,,
2009-07-06T12:06:00.000Z,,,,,,,,
2009-07-06T12:06:05.000Z,,,,,,,,
2009-07-06T12:06:14.000Z,,,,,,,,
2009-07-06T12:06:18.000Z,,,,,,,,
2009-07-06T12:06:23.000Z,,,,,,,,
2009-07-06T12:06:27.000Z,,,,,,,,
2009-07-06T12:06:32.000Z,,,,,,,,
2009-07-06T12:06:41.000Z,,,,,,,,
2009-07-06T12:06:45.000Z,,,,,,,,
2009-07-06T12:06:50.000Z,,,,,,,,
2009-07-06T12:06:54.000Z,,,,,,,,
2009-07-06T12:06:59.000Z,,,,,,,,
2009-07-06T12:07:03.000Z,,,,,,,,
2009-07-06T12:07:08.000Z,,,,,,,,
2009-07-06T12:07:12.000Z,,,,,,,,
2009-07-06T12:07:17.000Z,,,,,,,,
2009-07-06T12:07:21.000Z,,,,,,,,
2009-07-06T12:07:26.000Z,,,,,,,,
2009-07-06T12:07:30.000Z,,,,,,,,
2009-07-06T12:07:35.000Z,,,,,,,,
2009-07-06T12:07:39.000Z,,,,,,,,
2009-07-06T12:07:44.000Z,,,,,,,,
2009-07-06T12:07:48.000Z,,,,,,,,
2009-07-06T12:07:53.000Z,,,,,,,,
2009-07-06T12:07:57.000Z,,,,,,,,
2009-07-06T12:08:02.000Z,,,,,,,,
2009-07-06T12:08:06.000Z,,,,,,,,
2009-07-06T12:08:11.000Z,,,,,,,,
2009-07-06T12:08:15.000Z,,,,,,,,
2009-07-06T12:08:20.000Z,,,,,,,,
2009-07-06T12:08:24.000Z,,,,,,,,
2009-07-06T12:08:29.000Z,,,,,,,,
2009-07-06T12:08:33.000Z,,,,,,,,
2009-07-06T12:08:38.000Z,,,,,,,,
2009-07-06T12:08:42.000Z,,,,,,,,
2009-07-06T12:08:47.000Z,,,,,,,,
2009-07-06T12:08:51.000Z,,,,,,,,
2009-07-06T12:08:56.000Z,,,,,,,,
2009-07-06T12:09:00.000Z,,,,,,,,
2009-07-06T12:09:05.000Z,,,,,,,,
2009-07-06T12:09:09.000Z,,,,,,,,
2009-07-06T12:09:14.000Z,,,,,,,,
2009-07-06T12:09:18.000Z,,,,,,,,
2009-07-06T12:09:23.000Z,,,,,,,,
2009-07-06T12:09:27.000Z,,,,,,,,
2009-07-06T12:09:32.000Z,,,,,,,,
2009-07-06T12:09:41.000Z,,,,,,,,
2009-07-06T12:09:45.000Z,,,,,,,,
2009-07-06T12:09:50.000Z,,,,,,,,
2009-07-06T12:09:54.000Z,,,,,,,,
2009-07-06T12:09:59.000Z,,,,,,,,
2009-07-06T12:10:08.000Z,,,,,,,,
2009-07-06T12:10:12.000Z,,,,,,,,
2009-07-06T12:10:17.000Z,,,,,,,,
2009-07-06T12:10:21.000Z,,,,,,,,
2009-07-06T12:10:26.000Z,,,,,,,,
2009-07-06T12:10:35.000Z,,,,,,,,
2009-07-06T12:10:39.000Z,,,,,,,,
2009-07-06T12:10:44.000Z,,,,,,,,
2009-07-06T12:10:48.000Z,,,,,,,,
2009-07-06T12:10:53.000Z,,,,,,,,
2009-07-06T12:10:57.000Z,,,,,,,,
2009-07-06T12:11:02.000Z,,,,,,,,
2009-07-06T12:11:06.000Z,,,,,,,,
2009-07-06T12:11:11.000Z,,,,,,,,
2009-07-06T12:11:15.000Z,,,,,,,,
2009-07-06T12:11:20.000Z,,,,,,,,
2009-07-06T12:11:24.000Z,,,,,,,,
2009-07-06T12:11:28.000Z,,,,,,,,
2009-07-06T12:11:33.000Z,,,,,,,,
2009-07-06T12:11:38.000Z,,,,,,,,
2009-07-06T12:11:42.000Z,,,,,,,,
2009-07-06T12:11:46.000Z,,,,,,,,
2009-07-06T12:11:51.000Z,,,,,,,,
2009-07-06T12:11:56.000Z,,,,,,,,
2009-07-06T12:12:00.000Z,,,,,,,,
2009-07-06T12:12:05.000Z,,,,,,,,
2009-07-06T12:12:09.000Z,,,,,,,,
2009-07-06T12:12:13.000Z,,,,,,,,
2009-07-06T12:12:18.000Z,,,,,,,,
2009-07-06T12:12:22.000Z,,,,,,,,
2009-07-06T12:12:26.000Z,,,,,,,,
2009-07-06T12:12:30.000Z,,,,,,,,
2009-07-06T12:12:36.000Z,,,,,,,,
2009-07-06T12:12:40.000Z,,,,,,,,
2009-07-06T12:12:44.000Z,,,,,,,,
2009-07-06T12:12:48.000Z,,,,,,,,
2009-07-06T12:12:52.000Z,,,,,,,,
2009-07-06T12:12:56.000Z,,,,,,,,
2009-07-06T12:13:02.000Z,,,,,,,,
2009-07-06T12:13:08.000Z,,,,,,,,
2009-07-06T12:13:12.000Z,,,,,,,,
2009-07-06T12:13:17.000Z,,,,,,,,
2009-07-06T12:13:21.000Z,,,,,,,,
2009-07-06T12:13:26.000Z,,,,,,,,
2009-07-06T12:13:31.000Z,,,,,,,,
2009-07-06T12:13:35.000Z,,,,,,,,
2009-07-06T12:13:39.000Z,,,,,,,,
2009-07-06T12:13:44.000Z,,,,,,,,
2009-07-06T12:13:48.000Z,,,,,,,,
2009-07-06T12:13:53.000Z,,,,,,,,
2009-07-06T12:13:58.000Z,,,,,,,,
2009-07-06T12:14:02.000Z,,,,,,,,
2009-07-06T12:14:06.000Z,,,,,,,,
2009-07-06T12:14:11.000Z,,,,,,,,
2009-07-06T12:14:15.000Z,,,,,,,,
2009-07-06T12:14:20.000Z,,,,,,,,
2009-07-06T12:14:24.000Z,,,,,,,,
2009-07-06T12:14:29.000Z,,,,,,,,
2009-07-06T12:14:33.000Z,,,,,,,,
2009-07-06T12:14:38.000Z,,,,,,,,
2009-07-06T12:14:42.000Z,,,,,,,,
2009-07-06T12:14:47.000Z,,,,,,,,
2009-07-06T12:14:51.000Z,,,,,,,,
2009-07-06T12:14:56.000Z,,,,,,,,
2009-07-06T12:15:00.000Z,,,,,,,,
2009-07-06T12:15:05.000Z,,,,,,,,
2009-07-06T12:15:09.000Z,,,,,,,,
2009-07-06T12:15:14.000Z,,,,,,,,
2009-07-06T12:15:18.000Z,,,,,,,,
2009-07-06T12:15:23.000Z,,,,,,,,
2009-07-06T12:15:27.000Z,,,,,,,,
2009-07-06T12:15:32.000Z,,,,,,,,
2009-07-06T12:15:36.000Z,,,,,,,,
2009-07-06T12:15:41.000Z,,,,,,,,
2009-07-06T12:15:45.000Z,,,,,,,,
2009-07-06T12:15:50.000Z,,,,,,,,
2009-07-06T12:15:54.000Z,,,,,,,,
2009-07-06T12:15:59.000Z,,,,,,,,
2009-07-06T12:16:03.000Z,,,,,,,,
2009-07-06T12:16:08.000Z,,,,,,,,
2009-07-06T12:16:12.000Z,,,,,,,,
2009-07-06T12:16:17.000Z,,,,,,,,
2009-07-06T12:16:21.000Z,,,,,,,,
2009-07-06T12:16:26.000Z,,,,,,,,
2009-07-06T12:16:30.000Z,,,,,,,,
2009-07-06T12:16:35.000Z,,,,,,,,
2009-07-06T12:16:39.000Z,,,,,,,,
2009-07-06T12:16:44.000Z,,,,,,,,
2009-07-06T12:16:48.000Z,,,,,,,,
2009-07-06T12:16:53.000Z,,,,,,,,
2009-07-06T12:17:02.000Z,,,,,,,,
2009-07-06T12:17:06.000Z,,,,,,,,
2009-07-06T12:17:11.000Z,,,,,,,,
2009-07-06T12:17:15.000Z,,,,,,,,
2009-07-06T12:17:20.000Z,,,,,,,,
2009-07-06T12:17:29.000Z,,,,,,,,
2009-07-06T12:17:33.000Z,,,,,,,,
2009-07-06T12:17:38.000Z,,,,,,,,
2009-07-06T12:17:42.000Z,,,,,,,,
2009-07-06T12:17:47.000Z,,,,,,,,
2009-07-06T12:17:56.000Z,,,,,,,,
2009-07-06T12:18:00.000Z,,,,,,,,
2009-07-06T12:18:05.000Z,,,,,,,,
2009-07-06T12:18:09.000Z,,,,,,,,
2009-07-06T12:18:14.000Z,,,,,,,,
2009-07-06T12:18:18.000Z,,,,,,,,
2009-07-06T12:18:23.000Z,,,,,,,,
2009-07-06T12:18:27.000Z,,,,,,,,
2009-07-06T12:18:32.000Z,,,,,,,,
2009-07-06T12:18:36.000Z,,,,,,,,
2009-07-06T12:18:41.000Z,,,,,,,,
2009-07-06T12:18:45.000Z,,,,,,,,
2009-07-06T12:18:50.000Z,,,,,,,,
2009-07-06T12:18:54.000Z,,,,,,,,
2009-07-06T12:18:59.000Z,,,,,,,,
2009-07-06T12:19:03.000Z,,,,,,,,
2009-07-06T12:19:08.000Z,,,,,,,,
2009-07-06T12:19:12.000Z,,,,,,,,
2009-07-06T12:19:17.000Z,,,,,,,,
2009-07-06T12:19:21.000Z,,,,,,,,
2009-07-06T12:19:26.000Z,,,,,,,,
2009-07-06T12:19:30.000Z,,,,,,,,
2009-07-06T12:19:35.000Z,,,,,,,,
2009-07-06T12:19:39.000Z,,,,,,,,
2009-07-06T12:19:44.000Z,,,,,,,,
2009-07-06T12:19:48.000Z,,,,,,,,
2009-07-06T12:19:53.000Z,,,,,,,,
2009-07-06T12:19:57.000Z,,,,,,,,
2009-07-06T12:20:02.000Z,,,,,,,,
2009-07-06T12:20:06.000Z,,,,,,,,
2009-07-06T12:20:11.000Z,,,,,,,,
2009-07-06T12:20:15.000Z,,,,,,,,
2009-07-06T12:20:20.000Z,,,,,,,,
2009-07-06T12:20:24.000Z,,,,,,,,
2009-07-06T12:20:29.000Z,,,,,,,,
2009-07-06T12:20:33.000Z,,,,,,,,
2009-07-06T12:20:38.000Z,,,,,,,,
2009-07-06T12:20:42.000Z,,,,,,,,
2009-07-06T12:20:47.000Z,,,,,,,,
2009-07-06T12:20:56.000Z,,,,,,,,
2009-07-06T12:21:00.000Z,,,,,,,,
2009-07-06T12:21:05.000Z,,,,,,,,
2009-07-06T12:21:09.000Z,,,,,,,,
2009-07-06T12:21:14.000Z,,,,,,,,
2009-07-06T12:21:23.000Z,,,,,,,,
2009-07-06T12:21:27.000Z,,,,,,,,
2009-07-06T12:21:32.000Z,,,,,,,,
2009-07-06T12:21:36.000Z,,,,,,,,
2009-07-06T12:21:41.000Z,,,,,,,,
2009-07-06T12:21:50.000Z,,,,,,,,
2009-07-06T12:21:54.000Z,,,,,,,,
2009-07-06T12:21:59.000Z,,,,,,,,
2009-07-06T12:22:03.000Z,,,,,,,,
2009-07-06T12:22:08.000Z,,,,,,,,
2009-07-06T12:22:12.000Z,,,,,,,,
2009-07-06T12:22:17.000Z,,,,,,,,
2009-07-06T12:22:21.000Z,,,,,,,,
2009-07-06T12:22:26.000Z,,,,,,,,
2009-07-06T12:22:30.000Z,,,,,,,,
2009-07-06T12:22:35.000Z,,,,,,,,
2009-07-06T12:22:39.000Z,,,,,,,,
2009-07-06T12:22:44.000Z,,,,,,,,
2009-07-06T12:22:48.000Z,,,,,,,,
2009-07-06T12:22:53.000Z,,,,,,,,
2009-07-06T12:22:57.000Z,,,,,,,,
2009-07-06T12:23:02.000Z,,,,,,,,
2009-07-06T12:23:06.000Z,,,,,,,,
2009-07-06T12:23:11.000Z,,,,,,,,
2009-07-06T12:23:15.000Z,,,,,,,,
2009-07-06T12:23:20.000Z,,,,,,,,
2009-07-06T12:23:24.000Z,,,,,,,,
2009-07-06T12:23:29.000Z,,,,,,,,
2009-07-06T12:23:33.000Z,,,,,,,,
2009-07-06T12:23:38.000Z,,,,,,,,
2009-07-06T12:23:42.000Z,,,,,,,,
2009-07-06T12:23:47.000Z,,,,,,,,
2009-07-06T12:23:51.000Z,,,,,,,,
2009-07-06T12:23:56.000Z,,,,,,,,
2009-07-06T12:24:00.000Z,,,,,,,,
2009-07-06T12:24:05.000Z,,,,,,,,
2009-07-06T12:24:09.000Z,,,,,,,,
2009-07-06T12:24:14.000Z,,,,,,,,
2009-07-06T12:24:18.000Z,,,,,,,,
2009-07-06T12:24:23.000Z,,,,,,,,
2009-07-06T12:24:27.000Z,,,,,,,,
2009-07-06T12:24:32.000Z,,,,,,,,
2009-07-06T12:24:36.000Z,,,,,,,,
2009-07-06T12:24:41.000Z,,,,,,,,
2009-07-06T12:24:50.000Z,,,,,,,,
2009-07-06T12:24:54.000Z,,,,,,,,
2009-07-06T12:24:59.000Z,,,,,,,,
2009-07-06T12:25:03.000Z,,,,,,,,
2009-07-06T12:25:08.000Z,,,,,,,,
2009-07-06T12:25:17.000Z,,,,,,,,
2009-07-06T12:25:21.000Z,,,,,,,,
2009-07-06T12:25:26.000Z,,,,,,,,
2009-07-06T12:25:30.000Z,,,,,,,,
2009-07-06T12:25:35.000Z,,,,,,,,
2009-07-06T12:25:39.000Z,,,,,,,,
2009-07-06T12:25:44.000Z,,,,,,,,
2009-07-06T12:25:48.000Z,,,,,,,,
2009-07-06T12:25:53.000Z,,,,,,,,
2009-07-06T12:25:57.000Z,,,,,,,,
2009-07-06T12:26:02.000Z,,,,,,,,
2009-07-06T12:26:06.000Z,,,,,,,,
2009-07-06T12:26:11.000Z,,,,,,,,
