DEPTH,GR,RT,RHOB,NPHI,PEF
3020.7,19.6363,5.3078,,,
3020.8,20.2043,5.3211,,,
3020.9,20.5324,5.1998,,,
3021.0,18.9832,5.0651,,,
3021.1,16.6358,5.2423,,,
3021.2,15.6208,5.6139,,,
3021.3,13.9534,5.744,,,
3021.4,14.9348,5.6943,,,
3021.5,14.9802,5.6796,,,
3021.6,13.0088,5.825,,,
3021.7,12.7635,6.1118,,,
3021.8,11.7924,6.2596,,,
3021.9,10.3001,6.3106,,,
3022.0,9.6568,6.2853,,,
3022.1,9.0325,6.146,,,
3022.2,10.8196,6.0411,,,
3022.3,11.0373,6.0737,,,
3022.4,12.188,6.1404,,,
3022.5,15.3415,6.2687,,,
3022.6,14.4408,6.2245,,,
3022.7,15.949,6.1129,,,
3022.8,19.5246,6.0388,,,
3022.9,19.2415,6.0831,,,
3023.0,18.2569,6.2704,,,
3023.1,18.5477,6.4806,,,
3023.2,18.2022,6.7896,,,
3023.3,17.7468,7.0964,,,
3023.4,17.4625,7.2826,,,
3023.5,18.1034,7.5965,,,
3023.6,17.6425,7.342,,,
3023.7,16.6672,6.5574,,,
3023.8,17.3315,6.6294,,,
3023.9,17.6205,6.7523,,,
3024.0,18.6818,6.397,,,
3024.1,20.2155,6.0712,,,
3024.2,24.3027,5.7547,,,
3024.3,32.9184,4.9503,,,
3024.4,45.3408,4.035,,,
3024.5,59.1062,2.655,,,
3024.6,64.4607,1.5549,,,
3024.7,68.4932,1.5623,,,
3024.8,60.9429,3.0184,,,
3024.9,46.7193,5.97,,,
3025.0,35.4491,5.893,,,
3025.1,27.3712,5.8077,,,
3025.2,21.6704,6.4366,,,
3025.3,20.5026,6.9922,,,
3025.4,19.8824,6.4072,,,
3025.5,21.4671,5.9398,,,
3025.6,22.6419,5.8393,,,
3025.7,19.903,5.6619,,,
3025.8,18.4464,7.3853,,,
3025.9,15.312,9.124,,,
3026.0,13.0832,9.3102,,,
3026.1,10.3364,9.4857,,,
3026.2,10.6839,9.5484,,,
3026.3,10.1522,9.5652,,,
3026.4,8.7793,9.2782,,,
3026.5,7.8815,8.9411,,,
3026.6,9.3624,8.7443,,,
3026.7,10.3172,9.0046,,,
3026.8,8.4058,9.4024,,,
3026.9,6.9429,9.7875,,,
3027.0,6.943,10.0273,,,
3027.1,8.1988,10.1026,,,
3027.2,7.3321,9.9795,,,
3027.3,7.7674,9.6353,,,
3027.4,7.2858,9.227,,,
3027.5,6.63,9.2387,,,
3027.6,6.1596,9.4464,,,
3027.7,7.2335,9.5345,,,
3027.8,7.3328,9.2393,,,
3027.9,6.5418,8.8701,,,
3028.0,8.3843,8.0954,,,
3028.1,10.9784,7.3328,,,
3028.2,11.1086,6.7083,,,
3028.3,11.0869,6.2991,,,
3028.4,10.908,6.3255,,,
3028.5,12.421,6.4374,,,
3028.6,13.4375,6.2827,,,
3028.7,14.0889,5.9939,,,
3028.8,15.3622,5.8437,,,
3028.9,14.5432,5.9764,,,
3029.0,14.3881,6.4052,,,
3029.1,13.8839,6.5922,,,
3029.2,13.1183,6.3711,,,
3029.3,15.0067,6.2948,,,
3029.4,13.0669,6.7818,,,
3029.5,11.5538,7.5629,,,
3029.6,8.7762,8.0935,,,
3029.7,8.0758,8.1508,,,
3029.8,8.4516,8.1236,,,
3029.9,7.5974,8.1108,,,
3030.0,8.0535,8.0706,,,
3030.1,9.7595,7.9357,,,
3030.2,11.3523,7.8057,,,
3030.3,10.9021,7.8479,,,
3030.4,10.7558,8.0372,,,
3030.5,10.4123,8.2795,,,
3030.6,10.3761,8.6375,,,
3030.7,10.1936,9.0383,,,
3030.8,10.3222,9.3454,,,
3030.9,9.4819,9.6405,,,
3031.0,9.8738,9.952,,,
3031.1,8.4727,10.1068,,,
3031.2,9.2238,10.2122,,,
3031.3,9.8444,10.2034,,,
3031.4,9.7578,10.0325,,,
3031.5,10.4183,9.3756,,,
3031.6,12.8797,8.4742,,,
3031.7,13.8992,8.4435,,,
3031.8,13.0003,8.8455,,,
3031.9,12.7125,8.7565,,,
3032.0,14.3596,8.0957,,,
3032.1,15.3368,7.4903,,,
3032.2,14.7317,7.8001,,,
3032.3,15.7032,8.0335,,,
3032.4,17.8607,7.0458,,,
3032.5,19.7395,6.5584,,,
3032.6,22.4948,6.3957,,,
3032.7,20.9335,6.3676,,,
3032.8,19.358,6.9107,,,
3032.9,17.0074,7.3747,,,
3033.0,14.6545,7.8876,,,
3033.1,13.9998,7.3503,,,
3033.2,11.9311,6.8072,,,
3033.3,12.0421,7.2653,,,
3033.4,11.3746,7.5954,,,
3033.5,10.4681,7.8198,,,
3033.6,10.0777,7.9348,,,
3033.7,9.3855,7.913,,,
3033.8,8.7548,7.7696,,,
3033.9,9.5304,7.5098,,,
3034.0,10.2042,6.955,,,
3034.1,12.6419,5.9733,,,
3034.2,14.6413,6.1453,,,
3034.3,13.0079,6.6809,,,
3034.4,10.6725,6.9963,,,
3034.5,8.7059,7.1455,,,
3034.6,9.2832,7.1512,,,
3034.7,8.3478,7.1079,,,
3034.8,7.0456,7.0201,,,
3034.9,8.1444,6.937,,,
3035.0,9.9164,6.881,,,
3035.1,12.3806,6.6957,,,
3035.2,14.9735,5.8913,,,
3035.3,15.5543,5.6954,,,
3035.4,15.4655,6.1557,,,
3035.5,14.6719,6.7259,,,
3035.6,13.6378,6.9037,,,
3035.7,13.7862,6.9412,,,
3035.8,12.7846,6.8853,,,
3035.9,14.0243,6.7086,,,
3036.0,16.4444,6.4976,,,
3036.1,18.8832,6.1747,,,
3036.2,20.999,5.7398,,,
3036.3,26.2074,4.5847,,,
3036.4,32.5734,3.482,,,
3036.5,37.6918,3.1878,,,
3036.6,34.9032,3.1492,,,
3036.7,29.8436,3.6375,,,
3036.8,23.1943,4.8079,,,
3036.9,16.3638,5.737,,,
3037.0,11.4795,6.31,,,
3037.1,10.2127,6.5953,,,
3037.2,9.4089,6.8307,,,
3037.3,9.2231,6.9556,,,
3037.4,8.9345,6.9125,,,
3037.5,10.4356,6.8067,,,
3037.6,12.7118,6.5707,,,
3037.7,13.8051,6.3853,,,
3037.8,15.6064,6.3721,,,
3037.9,17.255,6.2684,,,
3038.0,19.6428,6.1711,,,
3038.1,22.2843,5.9407,,,
3038.2,23.1904,5.2276,,,
3038.3,21.9567,4.8676,,,
3038.4,18.7296,4.6672,,,
3038.5,16.8006,5.6179,,,
3038.6,14.4513,6.7818,,,
3038.7,11.4377,7.1564,,,
3038.8,9.6939,7.3629,,,
3038.9,10.053,7.49,,,
3039.0,10.1962,7.4968,,,
3039.1,10.0581,7.3549,,,
3039.2,10.9968,7.2117,,,
3039.3,12.1182,7.2423,,,
3039.4,14.4516,7.3197,,,
3039.5,16.296,7.5065,,,
3039.6,17.4719,7.7897,,,
3039.7,15.8841,7.9446,,,
3039.8,14.7068,8.0762,,,
3039.9,16.2022,8.251,,,
3040.0,15.1328,8.3179,,,
3040.1,13.3964,8.3254,,,
3040.2,14.2874,8.3439,,,
3040.3,13.4343,8.2979,,,
3040.4,12.5405,8.1066,,,
3040.5,13.6118,7.9819,,,
3040.6,13.9882,7.9154,,,
3040.7,13.7824,7.8625,,,
3040.8,15.1218,7.6926,,,
3040.9,14.4187,7.3733,,,
3041.0,14.3784,7.2223,,,
3041.1,15.3542,7.0338,,,
3041.2,16.0903,6.639,,,
3041.3,17.2507,6.2865,,,
3041.4,15.8867,5.6101,,,
3041.5,12.8043,5.4177,,,
3041.6,12.3776,5.6213,,,
3041.7,12.5613,5.6251,,,
3041.8,11.8702,5.2738,,,
3041.9,12.6012,4.8613,,,
3042.0,15.9094,4.698,,,
3042.1,20.2901,3.8505,,,
3042.2,26.0441,2.9633,,,
3042.3,26.9012,2.9821,,,
3042.4,26.925,3.4725,,,
3042.5,21.4164,4.4148,,,
3042.6,15.4001,5.8646,,,
3042.7,12.2723,6.4907,,,
3042.8,11.4608,6.6704,,,
3042.9,9.9056,6.6188,,,
3043.0,7.9871,6.6004,,,
3043.1,7.3553,6.8213,,,
3043.2,6.5008,7.1261,,,
3043.3,6.3998,7.3315,,,
3043.4,7.0982,7.9032,,,
3043.5,7.3535,8.1261,,,
3043.6,7.4852,8.1949,,,
3043.7,8.5764,8.1766,,,
3043.8,9.9871,8.1695,,,
3043.9,10.6789,8.2063,,,
3044.0,11.5226,8.2577,,,
3044.1,13.3665,8.226,,,
3044.2,15.0497,8.1351,,,
3044.3,14.8561,7.9239,,,
3044.4,13.7032,7.5912,,,
3044.5,12.2212,7.5327,,,
3044.6,12.158,7.4587,,,
3044.7,12.8344,7.3515,,,
3044.8,13.278,7.1948,,,
3044.9,14.3865,6.9521,,,
3045.0,15.0621,6.7166,,,
3045.1,14.8341,6.3116,,,
3045.2,16.3694,5.7093,,,
3045.3,17.9281,5.4136,,,
3045.4,16.8395,5.5936,,,
3045.5,14.1601,6.0644,,,
3045.6,14.5391,6.5065,,,
3045.7,15.3398,6.7225,,,
3045.8,14.1373,6.7894,,,
3045.9,12.359,6.6555,,,
3046.0,10.6921,6.387,,,
3046.1,9.9607,6.2566,,,
3046.2,11.9089,6.1727,,,
3046.3,11.7684,6.1824,,,
3046.4,11.6195,6.2286,,,
3046.5,11.3693,6.3455,,,
3046.6,10.0716,6.3653,,,
3046.7,8.6958,6.3651,,,
3046.8,8.4117,6.3378,,,
3046.9,8.0773,6.3108,,,
3047.0,7.048,6.3069,,,
3047.1,7.7769,6.2787,,,
3047.2,9.3589,6.2594,,,
3047.3,8.5888,6.282,,,
3047.4,8.4345,6.386,,,
3047.5,8.5868,6.4717,,,
3047.6,9.3251,6.4823,,,
3047.7,8.8932,6.5611,,,
3047.8,8.3649,6.7988,,,
3047.9,8.5983,7.2378,,,
3048.0,8.8544,7.4853,,,
3048.1,10.2429,7.5359,,,
3048.2,13.3642,7.4612,,,
3048.3,14.5632,7.4924,,,
3048.4,13.6067,7.6459,,,
3048.5,13.1685,7.8401,,,
3048.6,12.7373,7.936,,,
3048.7,12.9193,8.1075,,,
3048.8,12.3808,8.4912,,,
3048.9,12.1713,8.6724,,,
3049.0,9.5093,8.7595,,,
3049.1,9.3537,8.6424,,,
3049.2,10.2015,8.4533,,,
3049.3,10.1582,8.1867,,,
3049.4,9.4035,8.06,,,
3049.5,9.2374,7.9651,,,
3049.6,9.0103,8.0237,,,
3049.7,9.1601,8.1148,,,
3049.8,9.8376,8.1325,,,
3049.9,9.0838,8.0925,,,
3050.0,8.72,8.019,,,
3050.1,9.3348,7.9331,,,
3050.2,9.3295,7.9187,,,
3050.3,8.9691,7.8474,,,
3050.4,8.1607,7.6973,,,
3050.5,8.1249,7.6904,,,
3050.6,9.2613,7.6474,,,
3050.7,9.3677,7.631,,,
3050.8,8.0562,7.6343,,,
3050.9,7.2415,7.6341,,,
3051.0,7.169,7.6093,,,
3051.1,8.8259,7.5509,,,
3051.2,9.1761,7.5298,,,
3051.3,8.1438,7.5087,,,
3051.4,9.0879,7.4669,,,
3051.5,9.579,7.3991,,,
3051.6,7.7981,7.3591,,,
3051.7,7.7801,7.4245,,,
3051.8,8.6208,7.409,,,
3051.9,9.1461,7.26,,,
3052.0,8.2434,7.2508,,,
3052.1,8.3177,7.2417,,,
3052.2,9.198,7.2294,,,
3052.3,9.2437,7.193,,,
3052.4,9.6787,7.1397,,,
3052.5,9.727,7.1543,,,
3052.6,9.7868,7.1452,,,
3052.7,13.9909,7.1039,,,
3052.8,18.2902,7.0834,,,
3052.9,18.9455,7.0798,,,
3053.0,22.5991,6.9774,,,
3053.1,22.2164,6.7729,,,
3053.2,24.7426,6.6451,,,
3053.3,25.191,6.4109,,,
3053.4,22.2218,6.7499,,,
3053.5,19.1344,6.0388,,,
3053.6,15.0751,6.5177,,,
3053.7,13.1387,6.492,,,
3053.8,11.0759,6.4769,,,
3053.9,8.8602,6.5104,,,
3054.0,8.8496,6.5362,,,
3054.1,10.4488,6.5575,,,
3054.2,10.0707,6.6509,,,
3054.3,9.6969,6.7447,,,
3054.4,10.0552,6.8936,,,
3054.5,9.3433,7.3357,,,
3054.6,10.6763,7.5173,,,
3054.7,11.2225,7.5627,,,
3054.8,9.9739,7.6281,,,
3054.9,9.1482,7.6843,,,
3055.0,10.442,7.7302,,,
3055.1,9.0588,7.6435,,,
3055.2,10.2391,7.5362,,,
3055.3,9.7464,7.5106,,,
3055.4,9.1421,7.5041,,,
3055.5,10.5381,7.4912,,,
3055.6,10.8359,7.4608,,,
3055.7,8.3991,7.4274,,,
3055.8,9.135,7.3864,,,
3055.9,9.7879,7.3272,,,
3056.0,9.8834,7.2472,,,
3056.1,11.6722,7.1469,,,
3056.2,13.0817,6.9023,,,
3056.3,11.8949,6.5453,,,
3056.4,11.097,6.7598,,,
3056.5,10.384,7.1195,,,
3056.6,9.5024,7.2295,,,
3056.7,8.9701,7.2122,,,
3056.8,9.2407,7.0944,,,
3056.9,10.5082,6.9781,,,
3057.0,11.8907,6.866,,,
3057.1,12.8301,6.5605,,,
3057.2,14.7583,6.3097,,,
3057.3,14.5782,6.149,,,
3057.4,13.3288,6.185,,,
3057.5,10.0448,6.2526,,,
3057.6,7.5496,6.3343,,,
3057.7,5.3908,6.16,,,
3057.8,3.9051,5.7828,,,
3057.9,4.4098,5.6102,,,
3058.0,4.2507,5.4929,,,
3058.1,4.4356,5.4318,,,
3058.2,4.5629,5.4088,,,
3058.3,4.3317,5.4485,,,
3058.4,3.7483,5.562,,,
3058.5,4.1313,5.5969,,,
3058.6,6.034,5.6452,,,
3058.7,8.6088,5.4823,,,
3058.8,12.854,2.6599,,,
3058.9,19.4078,1.6583,,,
3059.0,26.0271,2.0111,,,
3059.1,29.8429,2.094,,,
3059.2,31.7986,2.1513,,,
3059.3,29.2785,2.2927,,,
3059.4,27.2251,2.6539,,,
3059.5,26.3079,3.1077,,,
3059.6,25.1009,3.5327,,,
3059.7,22.9423,3.9084,,,
3059.8,21.8082,4.3089,,,
3059.9,18.9896,4.7774,,,
3060.0,16.9299,4.6199,,,
3060.1,16.727,4.3159,,,
3060.2,15.2751,4.3946,,,
3060.3,16.1318,4.5496,,,
3060.4,17.4537,4.5768,,,
3060.5,18.0849,4.5266,,,
3060.6,18.737,4.3422,,,
3060.7,19.8365,3.9147,,,
3060.8,20.7151,3.6628,,,
3060.9,21.8114,3.543,,,
3061.0,23.2192,3.4887,,,
3061.1,24.1149,3.4422,,,
3061.2,24.8852,3.3617,,,
3061.3,25.1202,3.0985,,,
3061.4,25.9478,2.9128,,,
3061.5,26.9465,2.9313,,,
3061.6,27.3072,3.3389,,,
3061.7,25.9379,3.4687,,,
3061.8,24.5681,3.3932,,,
3061.9,23.4791,3.6204,,,
3062.0,21.9971,3.8332,,,
3062.1,20.7974,3.7983,,,
3062.2,21.6965,3.6684,,,
3062.3,24.3586,3.4533,,,
3062.4,26.9028,3.2789,,,
3062.5,29.0527,3.1167,,,
3062.6,31.9995,2.9383,,,
3062.7,33.6294,2.6372,,,
3062.8,34.5639,2.3977,,,
3062.9,34.0142,2.2335,,,
3063.0,33.8369,2.1483,,,
3063.1,34.402,2.1489,,,
3063.2,36.2068,2.353,,,
3063.3,38.1226,2.5331,,,
3063.4,39.9041,2.434,,,
3063.5,40.003,2.2855,,,
3063.6,38.1701,2.09,,,
3063.7,36.7364,1.8153,,,
3063.8,34.016,1.7094,,,
3063.9,30.5198,1.8978,,,
3064.0,28.4507,2.509,,,
3064.1,28.7315,2.8354,,,
3064.2,28.9826,2.9766,,,
3064.3,30.2905,2.847,,,
3064.4,33.3077,2.4851,,,
3064.5,35.7773,2.1851,,,
3064.6,38.2784,2.219,,,
3064.7,39.376,2.4133,,,
3064.8,36.2832,2.9287,,,
3064.9,31.2142,3.311,,,
3065.0,26.9033,3.5768,,,
3065.1,27.5532,3.5323,,,
3065.2,29.421,2.7931,,,
3065.3,34.076,2.6941,,,
3065.4,39.05,2.6154,,,
3065.5,41.7586,2.5204,,,
3065.6,43.001,2.5382,,,
3065.7,41.0645,2.8208,,,
3065.8,36.0921,3.1067,,,
3065.9,32.0811,3.4241,,,
3066.0,30.812,3.6447,,,
3066.1,28.3852,3.7835,,,
3066.2,27.5709,3.8015,,,
3066.3,27.6813,3.8069,,,
3066.4,26.5935,3.7781,,,
3066.5,25.3008,3.8013,,,
3066.6,25.223,3.9786,,,
3066.7,23.6662,4.2284,,,
3066.8,22.7476,4.2712,,,
3066.9,20.972,4.3516,,,
3067.0,20.5831,4.7174,,,
3067.1,19.9557,5.2316,,,
3067.2,19.036,5.5692,,,
3067.3,18.3565,5.8427,,,
3067.4,17.2163,5.9642,,,
3067.5,17.1613,5.9483,,,
3067.6,18.551,5.9367,,,
3067.7,18.4079,5.5263,,,
3067.8,17.6079,5.2787,,,
3067.9,19.8949,5.1938,,,
3068.0,21.3109,5.0877,,,
3068.1,22.1886,4.8959,,,
3068.2,23.9074,4.6985,,,
3068.3,26.4695,4.4603,,,
3068.4,28.0647,4.2987,,,
3068.5,28.8282,4.1806,,,
3068.6,30.233,4.1029,,,
3068.7,29.6658,4.2425,,,
3068.8,29.0612,6.3721,,,
3068.9,26.7066,7.6683,,,
3069.0,25.5422,7.5803,,,
3069.1,25.0578,7.4311,,,
3069.2,26.1535,7.3275,,,
3069.3,27.6546,6.9807,,,
3069.4,28.9638,6.6122,,,
3069.5,30.8363,6.3805,,,
3069.6,30.9432,5.933,,,
3069.7,30.2539,5.5654,,,
3069.8,27.9156,5.3994,,,
3069.9,25.4229,5.6168,,,
3070.0,21.9186,6.1336,,,
3070.1,19.1582,6.8476,,,
3070.2,18.8729,7.6059,,,
3070.3,17.5564,8.0571,,,
3070.4,13.1276,8.6547,,,
3070.5,11.439,9.0732,,,
3070.6,10.2555,9.2631,,,
3070.7,9.689,9.2987,,,
3070.8,8.5857,9.3014,,,
3070.9,8.865,9.2475,,,
3071.0,9.0939,9.1266,,,
3071.1,8.1599,9.0296,,,
3071.2,8.3169,8.8938,,,
3071.3,7.679,8.5977,,,
3071.4,7.4552,8.1891,,,
3071.5,8.4827,7.9016,,,
3071.6,8.1277,7.7069,,,
3071.7,8.3249,7.503,,,
3071.8,8.9846,7.2251,,,
3071.9,8.8781,6.8554,,,
3072.0,8.246,6.4073,,,
3072.1,8.818,6.0582,,,
3072.2,8.6204,5.9638,,,
3072.3,9.5108,5.7448,,,
3072.4,9.867,5.4254,,,
3072.5,10.0904,5.2527,,,
3072.6,10.5663,5.3145,,,
3072.7,10.9606,5.264,,,
3072.8,11.4865,5.0871,,,
3072.9,11.0264,4.986,,,
3073.0,9.662,4.9634,,,
3073.1,10.7045,4.9721,,,
3073.2,11.0059,5.0182,,,
3073.3,11.2959,5.1108,,,
3073.4,12.1039,5.0971,,,
3073.5,11.8145,5.0385,,,
3073.6,11.142,4.785,,,
3073.7,11.0811,3.8929,,,
3073.8,12.3317,3.3505,,,
3073.9,13.3539,3.1296,,,
3074.0,14.2499,3.1081,,,
3074.1,14.6962,3.1137,,,
3074.2,14.9563,3.063,,,
3074.3,15.6938,2.99,,,
3074.4,15.8093,2.8569,,,
3074.5,15.6671,2.7723,,,
3074.6,15.3017,2.4275,,,
3074.7,15.0422,2.2513,,,
3074.8,15.205,2.1807,,,
3074.9,15.241,2.1543,,,
3075.0,15.3469,2.2294,,,
3075.1,16.8204,2.4744,,,
3075.2,18.6848,2.8046,,,
3075.3,19.3261,3.0873,,,
3075.4,20.4109,3.3344,,,
3075.5,21.9628,3.4757,,,
3075.6,19.4513,3.4108,,,
3075.7,17.6401,3.1534,,,
3075.8,16.1922,3.0202,,,
3075.9,14.8237,2.993,,,
3076.0,12.8906,2.9869,,,
3076.1,11.5602,2.8316,,,
3076.2,11.3807,2.6662,,,
3076.3,12.478,2.5336,,,
3076.4,14.1025,2.4246,,,
3076.5,16.8884,2.3795,,,
3076.6,18.0598,2.4651,,,
3076.7,18.4638,2.8506,,,
3076.8,19.983,3.0256,,,
3076.9,20.8835,3.1777,,,
3077.0,20.5439,3.2942,,,
3077.1,18.6314,3.2388,,,
3077.2,17.8649,3.0237,,,
3077.3,16.3403,2.7708,,,
3077.4,15.9128,,,,
3077.5,15.6173,,,,
3077.6,15.3744,,,,
3077.7,15.9102,,,,
3077.8,15.9315,,,,
3077.9,16.9399,,,,
3078.0,17.0524,,,,
3078.1,17.6824,,,,
3078.2,17.6276,,,,
3078.3,17.7663,,,,
3078.4,16.6341,,,,
3078.5,15.6804,,,,
3078.6,15.257,,,,
3078.7,14.884,,,,
3078.8,14.9964,,,,
3078.9,14.9786,,,,
3079.0,14.6167,,,,
3079.1,16.2425,,,,
3079.2,17.0597,,,,
3079.3,16.1925,,,,
3079.4,16.9657,,,,
3079.5,16.6131,,,,
3079.6,16.7407,,,,
3079.7,15.7835,,,,
3079.8,14.8943,,,,
3079.9,15.4765,,,,
3080.0,16.3119,,,,
3080.1,17.1665,,,,
3080.2,17.4692,,,,
3080.3,17.6724,,,,
3080.4,17.8829,,,,
3080.5,17.7828,,,,
3080.6,17.4865,,,,
3080.7,17.7605,,,,
3080.8,18.0513,,,,
3080.9,18.2461,,,,
3081.0,18.3401,,,,
3081.1,18.4614,,,,
3081.2,18.6052,,,,
3081.3,19.3319,,,,
3081.4,19.2117,,,,
3081.5,19.3884,,,,
3081.6,20.929,,,,
3081.7,21.8805,,,,
3081.8,22.8194,,,,
3081.9,23.6626,,,,
3082.0,24.4035,,,,
3082.1,23.304,,,,
3082.2,21.1188,,,,
3082.3,19.0489,,,,
3082.4,17.4418,,,,
3082.5,17.0347,,,,
3082.6,15.8865,,,,
3082.7,14.263,,,,
3082.8,13.889,,,,
3082.9,13.6557,,,,
3083.0,13.8551,,,,
3083.1,14.3174,,,,
3083.2,14.9202,,,,
3083.3,14.6508,,,,
3083.4,13.8343,,,,
3083.5,13.3798,,,,
3083.6,14.0917,,,,
3083.7,14.4197,,,,
3083.8,14.7378,,,,
3083.9,14.9157,,,,
3084.0,14.4302,,,,
3084.1,13.9365,,,,
3084.2,14.008,,,,
3084.3,13.6802,,,,
3084.4,13.8537,,,,
3084.5,14.6732,,,,
3084.6,15.2531,,,,
3084.7,15.1051,,,,
3084.8,14.7887,,,,
3084.9,14.8729,,,,
3085.0,14.4271,,,,
3085.1,15.5518,,,,
3085.2,15.7579,,,,
3085.3,15.3636,,,,
3085.4,17.2275,,,,
3085.5,19.1509,,,,
3085.6,20.1348,,,,
3085.7,19.8125,,,,
3085.8,18.4362,,,,
3085.9,16.4733,,,,
3086.0,14.8092,,,,
3086.1,13.8889,,,,
3086.2,13.077,,,,
3086.3,13.3444,,,,
3086.4,13.4492,,,,
3086.5,14.1154,,,,
3086.6,14.4875,,,,
3086.7,15.4099,,,,
3086.8,15.6976,,,,
3086.9,15.5265,,,,
3087.0,16.0417,,,,
3087.1,16.7521,,,,
3087.2,17.5524,,,,
3087.3,18.1388,,,,
3087.4,18.4833,,,,
3087.5,18.9476,,,,
3087.6,20.4967,,,,
3087.7,19.8333,,,,
3087.8,17.3114,,,,
3087.9,17.2343,,,,
3088.0,16.6205,,,,
3088.1,14.9989,,,,
3088.2,13.116,,,,
3088.3,12.772,,,,
3088.4,12.606,,,,
3088.5,11.7063,,,,
3088.6,11.4194,,,,
3088.7,12.0296,,,,
3088.8,11.2283,,,,
3088.9,12.0654,,,,
3089.0,15.185,,,,
3089.1,19.3566,,,,
3089.2,20.1714,,,,
3089.3,19.3724,,,,
3089.4,19.542,,,,
3089.5,18.6941,,,,
3089.6,18.9483,,,,
3089.7,19.3591,,,,
3089.8,19.7306,,,,
3089.9,20.8264,,,,
3090.0,21.6496,,,,
3090.1,23.35,,,,
3090.2,23.875,,,,
3090.3,23.8043,2.764,,,
3090.4,24.9362,2.5732,,,
3090.5,24.6837,2.5489,,,
3090.6,24.1144,2.5651,,,
3090.7,24.1329,2.5897,,,
3090.8,23.9755,2.6203,,,
3090.9,24.4616,2.6422,,,
3091.0,23.9784,2.6324,,,
3091.1,23.7018,2.6125,,,
3091.2,23.8187,2.5335,,,
3091.3,23.6627,2.5499,,,
3091.4,23.1409,2.5769,,,
3091.5,22.8937,2.6523,,,
3091.6,22.6379,2.735,,,
3091.7,22.2952,2.8215,,,
3091.8,23.1014,2.8251,,,
3091.9,22.7768,2.7794,,,
3092.0,22.0558,2.8027,,,
3092.1,21.7489,2.8151,,,
3092.2,21.8653,2.9453,,,
3092.3,22.0477,3.0958,,,
3092.4,20.7961,3.0634,,,
3092.5,20.2069,3.0378,,,
3092.6,19.7941,3.0225,,,
3092.7,20.4828,2.9939,,,
3092.8,21.2621,2.9787,,,
3092.9,20.5894,2.9605,,,
3093.0,21.4998,2.9333,,,
3093.1,21.9257,2.9199,,,
3093.2,22.3486,2.9208,,,
3093.3,23.4751,2.932,,,
3093.4,24.1809,2.9306,,,
3093.5,25.8076,2.9007,,,
3093.6,27.7825,2.812,,,
3093.7,28.2649,2.7065,,,
3093.8,27.6488,2.5803,,,
3093.9,27.2507,2.4972,,,
3094.0,27.5641,2.4147,,,
3094.1,26.8786,2.3464,,,
3094.2,24.7416,2.3707,,,
3094.3,23.9093,2.4465,,,
3094.4,25.2121,2.4804,,,
3094.5,24.9775,2.4791,,,
3094.6,24.6881,2.5757,,,
3094.7,23.68,2.6866,,,
3094.8,22.7618,2.8673,,,
3094.9,21.2894,3.1264,,,
3095.0,19.9718,3.314,,,
3095.1,19.0085,3.4323,,,
3095.2,18.6703,3.5028,,,
3095.3,17.3685,3.6345,,,
3095.4,17.0428,3.7565,,,
3095.5,16.98,3.6033,,,
3095.6,16.9289,3.4935,,,
3095.7,18.8702,3.352,,,
3095.8,19.8955,3.235,,,
3095.9,20.7057,3.1544,,,
3096.0,21.1738,3.0056,,,
3096.1,21.4951,2.8789,,,
3096.2,22.3075,2.868,,,
3096.3,22.1766,2.9206,,,
3096.4,22.7028,2.9323,,,
3096.5,22.3161,2.9706,,,
3096.6,21.9686,3.0124,,,
3096.7,20.91,3.0978,,,
3096.8,20.9995,3.2412,,,
3096.9,21.2595,3.2753,,,
3097.0,21.9403,3.1051,,,
3097.1,23.486,2.9589,,,
3097.2,24.4687,2.9051,,,
3097.3,23.4566,2.9192,,,
3097.4,24.0001,2.9185,,,
3097.5,24.0956,2.8148,,,
3097.6,23.8036,2.7869,,,
3097.7,25.84,2.8667,,,
3097.8,26.5864,2.9648,,,
3097.9,27.0991,2.9667,,,
3098.0,25.3873,2.924,,,
3098.1,25.457,3.0247,,,
3098.2,27.9346,3.0117,,,
3098.3,29.7232,2.8242,,,
3098.4,29.9866,2.8059,,,
3098.5,29.697,2.7973,2.5399,0.0961,7.71
3098.6,28.665,2.8773,2.5789,0.0932,7.5277
3098.7,27.0468,3.0939,2.5917,0.0893,7.5301
3098.8,25.4841,3.1815,2.592,0.0846,7.567
3098.9,24.524,3.34,2.5909,0.0799,7.624
3099.0,22.1803,3.6617,2.5936,0.0755,7.6918
3099.1,20.2806,4.0163,2.6004,0.0719,7.7733
3099.2,19.6978,4.1664,2.6074,0.0689,7.8775
3099.3,18.1329,4.3161,2.6123,0.0667,8.0
3099.4,17.2078,4.5553,2.6157,0.0652,8.1117
3099.5,16.3373,4.6859,2.6198,0.064,8.1665
3099.6,17.0412,4.7288,2.625,0.0633,8.1601
3099.7,17.278,4.7798,2.6292,0.0631,8.1412
3099.8,18.1222,4.8236,2.631,0.0633,8.1458
3099.9,18.8261,4.8557,2.6306,0.0642,8.1831
3100.0,19.6965,4.8173,2.6299,0.0655,8.2226
3100.1,19.3109,4.7851,2.6294,0.0669,8.2248
3100.2,18.9309,4.6833,2.6295,0.0681,8.1745
3100.3,19.23,4.561,2.6298,0.069,8.0927
3100.4,19.3024,4.5761,2.63,0.0697,8.016
3100.5,20.3278,4.6124,2.6299,0.0706,7.9708
