DEPTH,GR,RT,RHOB,NPHI,PEF
3182.5,249.2811,2.0189,2.2317,0.4462,6.5716
3182.6,238.5222,1.9943,2.2308,0.448,6.7468
3182.7,226.1577,1.9596,2.2287,0.4457,6.8633
3182.8,214.8993,1.9117,2.2257,0.4418,6.8644
3182.9,204.996,1.8797,2.223,0.4433,6.7669
3183.0,198.9574,1.8721,2.2212,0.4519,6.6242
3183.1,202.0961,1.8696,2.2203,0.4621,6.493
3183.2,203.9572,1.8773,2.2197,0.4632,6.4102
3183.3,206.9935,1.8354,2.2198,0.4557,6.402
3183.4,205.9405,1.8754,2.2213,0.4477,6.4193
3183.5,196.1634,1.997,2.2226,0.4446,6.4006
3183.6,185.9189,2.009,2.2218,0.4488,6.3446
3183.7,182.4069,1.9156,2.2169,0.4458,6.3187
3183.8,183.8845,1.9133,2.2089,0.4344,6.3789
3183.9,187.0037,1.9921,2.2011,0.4281,6.4835
3184.0,193.2278,2.0589,2.1958,0.4234,6.5649
3184.1,195.7241,2.094,2.1957,0.4273,6.6076
3184.2,194.7368,2.0299,2.2022,0.4332,6.633
3184.3,192.6151,1.9475,2.2124,0.4383,6.6684
3184.4,189.3455,1.9967,2.22,0.4435,6.6963
3184.5,196.0768,2.0341,2.2194,0.4469,6.7103
3184.6,204.8342,1.9897,2.2135,0.4488,6.7425
3184.7,216.8805,1.8233,2.209,0.447,6.8154
3184.8,234.7262,1.8115,2.211,0.4396,6.9256
3184.9,249.9054,1.85,2.2204,0.4291,7.0279
3185.0,262.1472,1.8302,2.2352,0.4226,7.0599
3185.1,261.1364,1.8403,2.2519,0.4269,7.0035
3185.2,256.9306,1.8895,2.2636,0.4342,6.9086
3185.3,259.5012,1.9166,2.2641,0.4391,6.8486
3185.4,261.8143,2.0056,2.2537,0.4446,6.8608
3185.5,265.1436,2.045,2.2409,0.4473,6.9101
3185.6,264.1197,2.0383,2.235,0.4475,6.9353
3185.7,253.6377,2.046,2.2379,0.4463,6.9042
3185.8,249.5374,1.9351,2.2445,0.4468,6.8484
3185.9,252.097,1.8162,2.2493,0.4513,6.8285
3186.0,255.7187,1.8303,2.2502,0.4585,6.8723
3186.1,259.6659,1.8639,2.2493,0.464,6.9353
3186.2,256.9197,1.9146,2.2482,0.4661,6.9577
3186.3,257.379,1.9945,2.2466,0.4674,6.9349
3186.4,257.1416,2.0015,2.2426,0.4707,6.8941
3186.5,257.9934,2.0613,2.2354,0.4733,6.8387
3186.6,258.0475,2.1713,2.2258,0.4688,6.7307
3186.7,254.2954,2.2791,2.2164,0.454,6.5938
3186.8,251.5096,2.3268,2.2104,0.4353,6.4934
3186.9,243.7139,2.3523,2.2116,0.4249,6.4909
3187.0,241.9832,2.3296,2.2202,0.4172,6.5705
3187.1,231.2744,2.2593,2.2326,0.4262,6.635
3187.2,218.5725,2.1137,2.2415,0.4407,6.6155
3187.3,206.4901,2.0269,2.2419,0.4489,6.5348
3187.4,200.8537,1.9822,2.234,0.4461,6.4669
3187.5,195.716,1.947,2.2238,0.4377,6.4753
3187.6,195.7099,1.9872,2.2177,0.4336,6.5145
3187.7,195.2295,2.0789,2.2158,0.4372,6.5055
3187.8,190.8807,2.3026,2.2111,0.4459,6.3866
3187.9,186.5684,2.3592,2.2063,0.4545,6.2676
3188.0,188.5149,2.3131,2.1971,0.4585,6.1367
3188.1,192.7714,2.2108,2.1914,0.4524,6.073
3188.2,202.2341,2.1521,2.1935,0.4382,6.1068
3188.3,220.696,2.1679,2.2014,0.4249,6.225
3188.4,236.2324,2.2487,2.2111,0.4191,6.3563
3188.5,246.9753,2.3503,2.2197,0.4211,6.4145
3188.6,252.1003,2.3904,2.2256,0.428,6.3796
3188.7,246.6209,2.4248,2.2285,0.4348,6.3347
3188.8,238.3777,2.4574,2.2292,0.4279,6.3742
3188.9,223.6532,2.3376,2.2283,0.4252,6.4934
3189.0,202.2151,2.0713,2.2258,0.4209,6.5889
3189.1,188.2519,1.9893,2.2215,0.4207,6.5907
3189.2,186.4809,2.0517,2.2184,0.421,6.5363
3189.3,197.7327,2.0638,2.2193,0.4188,6.4973
3189.4,211.4818,2.0935,2.2251,0.4142,6.5021
3189.5,220.7093,2.1124,2.2335,0.4086,6.5358
3189.6,231.2244,2.1661,2.2413,0.4044,6.6125
3189.7,244.9893,2.2091,2.2468,0.4045,6.7474
3189.8,256.1868,2.2574,2.2495,0.4091,6.9263
3189.9,267.2816,2.3331,2.2507,0.4151,7.1092
3190.0,270.3731,2.4397,2.2526,0.4169,7.2532
3190.1,277.2144,2.5834,2.2574,0.4125,7.3273
3190.2,285.4063,2.6628,2.2626,0.4066,7.318
3190.3,280.9032,2.5283,2.2632,0.4069,7.2411
3190.4,277.146,2.4431,2.2559,0.4154,7.1399
3190.5,280.4159,2.3491,2.2425,0.4277,7.056
3190.6,282.197,2.2879,2.2283,0.4377,6.9894
3190.7,281.5875,2.3676,2.2159,0.4441,6.9395
3190.8,285.7055,2.5277,2.2051,0.4483,6.919
3190.9,283.2759,2.637,2.1964,0.4507,6.9532
3191.0,286.363,2.6922,2.191,0.4527,7.0399
3191.1,291.1615,2.7612,2.1891,0.4545,7.1214
3191.2,286.3357,2.9145,2.1875,0.4557,7.1298
3191.3,283.6425,2.9932,2.1828,0.4574,7.0367
3191.4,281.8549,2.9694,2.175,0.4637,6.8893
3191.5,278.3698,2.9539,2.1678,0.4684,6.7962
3191.6,271.2899,2.9605,2.1658,0.4764,6.8283
3191.7,268.2625,2.8393,2.1698,0.4848,6.9334
3191.8,268.3962,2.6836,2.175,0.4908,7.0049
3191.9,268.4837,2.7527,2.1733,0.4933,6.9736
3192.0,265.355,3.0902,2.1599,0.4908,6.8726
3192.1,258.3207,3.343,2.1391,0.4883,6.8092
3192.2,249.1877,3.3854,2.1207,0.4862,6.8415
3192.3,248.2296,3.3189,2.1118,0.4806,6.9127
3192.4,256.0704,3.4974,2.1149,0.4685,6.8968
3192.5,264.2631,3.0674,2.1292,0.4557,6.7225
3192.6,269.2762,2.7605,2.1546,0.4483,6.5076
3192.7,262.7444,2.681,2.1878,0.4383,6.4807
3192.8,256.92,2.6758,2.2261,0.4266,6.7272
3192.9,252.0947,2.6438,2.2687,0.427,7.1349
3193.0,239.5305,2.5123,2.3101,0.4324,7.5111
3193.1,233.6887,2.3839,2.3354,0.4399,7.7683
3193.2,231.6432,2.3498,2.3366,0.4434,7.9071
3193.3,229.2007,2.395,2.3226,0.4396,7.9322
3193.4,224.0873,2.2534,2.3118,0.4291,7.835
3193.5,216.6285,2.156,2.3099,0.4247,7.6712
3193.6,210.6888,2.0949,2.3104,0.4303,7.532
3193.7,207.4225,2.0755,2.3076,0.4418,7.4747
3193.8,205.3787,2.0154,2.3057,0.4545,7.443
3193.9,199.4724,1.9697,2.3082,0.4632,7.3332
3194.0,195.7502,1.9204,2.3117,0.4604,7.1309
3194.1,189.9439,1.8597,2.3115,0.4444,6.9034
3194.2,182.4577,1.7796,2.3072,0.4231,6.7334
3194.3,176.4446,1.6832,2.3021,0.4133,6.6655
3194.4,177.8919,1.6762,2.2982,0.4136,6.6907
3194.5,183.556,1.7295,2.2948,0.4127,6.7477
3194.6,191.7588,1.7816,2.2922,0.4151,6.745
3194.7,189.5587,1.772,2.2901,0.4193,6.6508
3194.8,181.3241,1.7675,2.2885,0.4256,6.5268
3194.9,170.4998,1.792,2.2883,0.4313,6.4748
3195.0,163.505,1.6806,2.2898,0.4339,6.5272
3195.1,162.7958,1.4219,2.2929,0.4347,6.6177
3195.2,168.2572,1.4092,2.2965,0.4352,6.6824
3195.3,180.4799,1.6233,2.3013,0.4401,6.7168
3195.4,193.2247,1.719,2.3088,0.4423,6.7348
3195.5,200.5563,1.6176,2.3154,0.4367,6.7153
3195.6,204.9444,1.6415,2.3147,0.4236,6.6529
3195.7,200.7501,1.7769,2.3031,0.4076,6.5957
3195.8,188.1755,1.8489,2.2851,0.4003,6.6141
3195.9,175.0655,1.725,2.2702,0.4001,6.7148
3196.0,175.0114,1.6696,2.2642,0.4064,6.8645
3196.1,183.8972,1.7847,2.2681,0.4111,7.0391
3196.2,196.1692,1.7924,2.2784,0.4154,7.2103
3196.3,208.8226,1.8344,2.2889,0.4216,7.3259
3196.4,222.6338,1.9182,2.2934,0.4322,7.3119
3196.5,226.6963,1.9926,2.2905,0.444,7.1402
3196.6,222.4664,1.9841,2.283,0.4547,6.8356
3196.7,220.5799,1.957,2.2745,0.4696,6.4867
3196.8,218.9685,2.0069,2.2671,0.4722,6.2371
3196.9,225.1465,2.0757,2.2604,0.466,6.1421
3197.0,237.5556,2.1237,2.2516,0.4594,6.0916
3197.1,248.743,2.1922,2.2419,0.45,5.9998
3197.2,249.868,2.2463,2.233,0.4525,5.8573
3197.3,242.646,2.1948,2.2262,0.4469,5.7267
3197.4,242.004,2.1482,2.2223,0.4498,5.662
3197.5,245.8781,2.2807,2.2187,0.4489,5.6772
3197.6,261.6693,2.4808,2.2111,0.46,5.715
3197.7,278.134,2.651,2.1981,0.4751,5.6935
3197.8,281.5154,2.7148,2.182,0.4841,5.6264
3197.9,272.2155,2.4456,2.1688,0.4872,5.5888
3198.0,263.8696,2.1684,2.1657,0.4835,5.6671
3198.1,253.2484,2.0859,2.1793,0.4866,5.9177
3198.2,252.9766,2.1023,2.2041,0.4902,6.2441
3198.3,264.0233,2.1629,2.2236,0.4869,6.5184
3198.4,275.5227,2.1857,2.2274,0.4913,6.7235
3198.5,275.2851,2.229,2.2193,0.4975,6.901
3198.6,275.5532,2.2061,2.2114,0.5055,7.0802
3198.7,280.4004,2.1623,2.2119,0.5114,7.2392
3198.8,278.5714,2.1088,2.2199,0.5174,7.358
3198.9,284.0826,2.0889,2.2281,0.5227,7.4089
3199.0,294.858,2.179,2.2289,0.5345,7.3723
3199.1,297.7673,2.2502,2.2203,0.545,7.2789
3199.2,295.5279,2.3178,2.2078,0.5406,7.1883
3199.3,296.3115,2.045,2.2033,0.511,7.1442
3199.4,295.9482,1.3816,2.2137,0.4663,7.1341
3199.5,284.0854,0.9547,2.2424,0.4274,7.1353
3199.6,263.4186,0.7272,2.2952,0.399,7.1858
3199.7,250.5903,0.6151,2.3743,0.3713,7.3275
3199.8,246.8838,0.7091,2.4652,0.3467,7.525
3199.9,246.4433,0.8391,2.5348,0.338,7.6518
3200.0,251.3456,0.5972,2.5761,0.3416,7.6813
3200.1,253.282,0.2977,2.6004,0.3453,7.6908
3200.2,247.7681,0.2684,2.618,0.3458,7.7139
3200.3,239.8225,0.8977,2.633,0.3445,7.7324
3200.4,233.4583,0.9905,2.6471,0.3407,7.7155
3200.5,229.0247,0.6704,2.6593,0.3365,7.7063
3200.6,222.1307,0.4792,2.666,0.3361,7.7453
3200.7,210.5671,0.5542,2.6621,0.3356,7.7897
3200.8,202.159,1.0489,2.6369,0.336,7.8256
3200.9,198.7622,1.5618,2.6077,0.3367,7.9227
3201.0,193.4692,1.8354,2.604,0.3353,8.1121
3201.1,192.1734,1.4512,2.6302,0.3336,8.3206
3201.2,191.987,0.7527,2.6743,0.3294,8.4951
3201.3,190.0612,0.224,2.7255,0.3175,8.6027
3201.4,181.9072,0.2237,2.771,0.3122,8.6033
3201.5,174.9184,0.4769,2.787,0.3069,8.4517
3201.6,170.83,0.7863,2.7584,0.3057,8.1647
3201.7,169.9322,1.1604,2.6989,0.3117,7.8359
3201.8,166.3209,1.3615,2.6255,0.3173,7.4997
3201.9,159.6678,1.4434,2.5615,0.3199,7.2044
3202.0,155.9081,1.4845,2.52,0.3189,6.9667
3202.1,150.821,1.5419,2.5006,0.3143,6.8174
3202.2,143.2737,1.6501,2.4936,0.3067,6.7567
3202.3,142.9138,1.8482,2.4908,0.2977,6.7472
3202.4,142.6097,1.8368,2.4891,0.2905,6.7703
3202.5,140.2923,1.7929,2.4885,0.2848,6.8181
3202.6,139.7119,1.7647,2.4901,0.2798,6.8764
3202.7,138.1615,1.7382,2.4929,0.2749,6.9363
3202.8,136.8282,1.7333,2.494,0.2709,6.981
3202.9,135.058,1.7492,2.4928,0.2696,7.0279
3203.0,133.4512,1.7178,2.4912,0.2716,7.0708
3203.1,133.7779,1.6656,2.4921,0.2752,7.0415
3203.2,138.8591,1.6217,2.4947,0.2837,6.9
3203.3,141.3364,1.5404,2.4963,0.2959,6.7038
3203.4,143.7812,1.5255,2.496,0.3074,6.5341
3203.5,148.0431,1.4988,2.4946,0.3232,6.4126
3203.6,148.9641,1.4652,2.4921,0.3304,6.3212
3203.7,145.9781,1.4471,2.4869,0.3384,6.2077
3203.8,141.5345,1.4728,2.4781,0.341,6.0373
3203.9,138.2303,1.4798,2.4701,0.3366,5.9045
3204.0,133.149,1.4634,2.4668,0.3167,5.8406
3204.1,128.9873,1.4765,2.4705,0.302,5.8184
3204.2,128.196,1.4688,2.4794,0.2965,5.7522
3204.3,129.1194,1.4565,2.4898,0.2984,5.61
3204.4,128.4733,1.4553,2.4979,0.3011,5.4435
3204.5,127.3669,1.4098,2.5016,0.3047,5.3326
3204.6,129.6183,1.3797,2.5018,0.2982,5.3169
3204.7,131.6772,1.3787,2.5003,0.2896,5.3753
3204.8,132.5659,1.3944,2.4988,0.2845,5.4663
3204.9,131.2155,1.389,2.4982,0.2832,5.574
3205.0,131.8656,1.3797,2.4991,0.2853,5.6956
3205.1,130.874,1.3743,2.501,0.2923,5.8781
3205.2,133.6126,1.3817,2.5014,0.2984,6.1449
3205.3,133.9249,1.4368,2.4979,0.3065,6.4647
3205.4,132.889,1.4978,2.4915,0.3181,6.7225
3205.5,132.7974,1.5407,2.4851,0.3258,6.7954
3205.6,136.2496,1.571,2.4813,0.3263,6.7068
3205.7,140.9642,1.57,2.4803,0.3201,6.5621
3205.8,138.5763,1.5662,2.4805,0.3141,6.4278
3205.9,137.6491,1.5836,2.4806,0.3121,6.3499
3206.0,135.9967,1.6486,2.4795,0.3081,6.3385
3206.1,139.3559,1.6702,2.4768,0.3146,6.4038
3206.2,146.2635,1.6104,2.4731,0.3166,6.527
3206.3,150.2052,1.535,2.4705,0.319,6.6281
3206.4,151.1187,1.5016,2.4696,0.3136,6.641
3206.5,149.3185,1.4806,2.47,0.3135,6.5581
3206.6,147.7538,1.4508,2.4707,0.3162,6.413
3206.7,145.9529,1.4259,2.4701,0.3231,6.2287
3206.8,145.1712,1.4166,2.4672,0.3243,5.9932
3206.9,148.765,1.4222,2.4623,0.3315,5.744
3207.0,149.2699,1.4077,2.458,0.3363,5.5348
3207.1,149.2324,1.3905,2.4574,0.3396,5.3914
3207.2,150.1373,1.3621,2.4611,0.3352,5.3048
3207.3,148.3075,1.3554,2.4679,0.3322,5.2821
3207.4,144.5008,1.3759,2.4748,0.3281,5.3476
3207.5,147.1013,1.3712,2.4789,0.3251,5.5134
3207.6,150.9576,1.3531,2.479,0.3187,5.7254
3207.7,151.251,1.3455,2.4762,0.3161,5.9001
3207.8,152.1654,1.3593,2.4725,0.3181,5.9909
3207.9,153.28,1.3764,2.4694,0.327,6.0145
3208.0,150.1143,1.4118,2.4676,0.3354,6.0201
3208.1,147.8362,1.3902,2.4665,0.3263,6.0438
3208.2,149.1691,1.3864,2.4656,0.3242,6.0641
3208.3,147.8009,1.4442,2.4654,0.3202,6.0351
3208.4,145.7534,1.422,2.4667,0.3197,5.935
3208.5,145.4312,1.3784,2.4692,0.3193,5.8053
3208.6,142.6754,1.3962,2.4711,0.3271,5.6755
3208.7,139.6706,1.437,2.472,0.3292,5.5672
3208.8,138.5951,1.3822,2.4726,0.3277,5.495
3208.9,136.8657,1.3232,2.4747,0.326,5.4559
3209.0,134.31,1.2533,2.4775,0.3264,5.4303
3209.1,133.9769,1.2739,2.4797,0.3252,5.406
3209.2,134.5954,1.3261,2.4803,0.3221,5.3835
3209.3,139.4896,1.3429,2.4799,0.3135,5.3755
3209.4,137.1239,1.3112,2.48,0.3152,5.3997
3209.5,133.9086,1.3026,2.4817,0.3159,5.4446
3209.6,137.2662,1.3342,2.4849,0.3152,5.503
3209.7,139.9711,1.3782,2.4877,0.3228,5.5734
3209.8,138.4186,1.4074,2.4881,0.3187,5.652
3209.9,135.8832,1.4334,2.4859,0.3103,5.7543
3210.0,133.0532,1.4901,2.484,0.3129,5.8942
3210.1,133.1016,1.629,2.4875,0.3088,6.0096
3210.2,135.4853,1.6256,2.496,0.3089,6.0169
3210.3,136.6704,1.4588,2.504,0.3171,5.8953
3210.4,137.33,1.365,2.5066,0.3232,5.7049
3210.5,132.6778,1.2828,2.5026,0.3329,5.5557
3210.6,133.3133,1.1492,2.4956,0.3366,5.537
3210.7,138.2506,1.1395,2.4898,0.3295,5.6539
3210.8,142.4657,1.1923,2.486,0.3351,5.849
3210.9,145.964,1.2967,2.4816,0.3409,6.0532
3211.0,146.3988,1.3303,2.4732,0.3502,6.2453
3211.1,145.1164,1.329,2.4616,0.3553,6.3565
3211.2,144.4147,1.2952,2.4514,0.3627,6.2856
3211.3,143.8137,1.044,2.4472,0.3746,6.0324
3211.4,143.6713,1.0007,2.4477,0.381,5.7081
3211.5,145.8896,1.226,2.4479,0.3748,5.4205
3211.6,145.7276,1.3294,2.4436,0.3719,5.2294
3211.7,145.7614,1.2958,2.4355,0.3643,5.1322
3211.8,144.2447,1.2994,2.4286,0.3589,5.135
3211.9,146.0995,1.3316,2.4258,0.3593,5.2163
3212.0,146.714,1.2788,2.426,0.3653,5.3625
3212.1,150.8939,1.2686,2.4262,0.3678,5.5419
3212.2,156.2526,1.2871,2.4245,0.3788,5.7113
3212.3,155.5313,1.3345,2.4234,0.3781,5.8338
3212.4,156.6349,1.3647,2.4242,0.3674,5.8732
3212.5,159.841,1.4009,2.4239,0.3588,5.854
3212.6,160.8678,1.4464,2.4209,0.3502,5.8322
3212.7,160.9924,1.5512,2.4175,0.3471,5.8383
3212.8,155.2695,1.6128,2.4173,0.3479,5.8721
3212.9,151.8049,1.6352,2.4213,0.3542,5.8824
3213.0,149.0113,1.5852,2.4271,0.3678,5.8282
3213.1,147.6158,1.5115,2.4303,0.3777,5.7638
3213.2,146.0782,1.4566,2.4289,0.3795,5.8006
3213.3,147.4943,1.4217,2.4261,0.3843,5.9895
3213.4,145.4626,1.3975,2.4249,0.3838,6.2537
3213.5,141.0912,1.3767,2.4262,0.3772,6.5335
3213.6,137.3002,1.379,2.4297,0.3622,6.7868
3213.7,139.3905,1.3323,2.4331,0.3486,6.9413
3213.8,137.2343,1.2907,2.4347,0.3431,6.9483
3213.9,137.4429,1.2941,2.4347,0.348,6.8553
3214.0,136.5464,1.3421,2.435,0.3518,6.7111
3214.1,133.8048,1.3916,2.4366,0.3458,6.5313
3214.2,131.3745,1.4469,2.4408,0.3289,6.3607
3214.3,130.2344,1.4067,2.4486,0.3171,6.2558
3214.4,127.6275,1.3295,2.4621,0.3029,6.1922
3214.5,123.7824,1.3543,2.4808,0.3003,6.1014
3214.6,125.6375,1.4362,2.4999,0.3021,5.9378
3214.7,125.9009,1.3864,2.5102,0.306,5.7501
3214.8,127.5244,1.3689,2.5059,0.3019,5.637
3214.9,127.2644,1.3242,2.4928,0.2999,5.6306
3215.0,128.4089,1.3024,2.4817,0.3065,5.6829
3215.1,126.9571,1.3405,2.4776,0.3098,5.7587
3215.2,125.6878,1.4118,2.477,0.3268,5.8628
3215.3,128.4731,1.4291,2.4733,0.3334,6.008
3215.4,131.4071,1.4372,2.4648,0.3367,6.1738
3215.5,133.3081,1.4911,2.455,0.3338,6.3009
3215.6,133.5087,1.5486,2.4477,0.3284,6.3371
3215.7,132.7568,1.545,2.4439,0.3281,6.2792
3215.8,135.3456,1.7573,2.4418,0.3282,6.1634
3215.9,134.222,1.7822,2.4402,0.3252,6.0483
3216.0,131.6584,1.8368,2.4381,0.3265,5.9628
3216.1,129.0021,1.8555,2.4355,0.322,5.9171
3216.2,125.586,1.8571,2.4344,0.3141,5.9246
3216.3,124.6779,1.8339,2.4372,0.3012,5.9991
3216.4,123.6673,1.787,2.4444,0.2886,6.1332
3216.5,122.3034,1.7429,2.4546,0.2903,6.2798
3216.6,120.8049,1.6923,2.4643,0.2996,6.4087
3216.7,124.3841,1.6663,2.4695,0.3117,6.5304
3216.8,125.3843,1.6676,2.4673,0.3231,6.672
3216.9,126.0361,1.7596,2.4593,0.331,6.8235
3217.0,125.0743,1.8489,2.4485,0.3338,6.9137
3217.1,123.2779,1.7983,2.4392,0.3314,6.8899
3217.2,124.5344,1.6491,2.4333,0.3258,6.7952
3217.3,124.616,1.4328,2.4303,0.3202,6.7058
3217.4,124.868,1.3911,2.4278,0.3151,6.6396
3217.5,128.15,1.438,2.4244,0.3106,6.5795
3217.6,131.0758,1.431,2.4218,0.3075,6.5288
3217.7,129.1375,1.4917,2.4239,0.3066,6.511
3217.8,127.5201,1.4067,2.4315,0.3082,6.518
3217.9,130.4058,1.3471,2.4411,0.3108,6.5279
3218.0,128.5137,1.4374,2.4478,0.3164,6.5155
3218.1,127.1576,1.4741,2.4491,0.3228,6.4777
3218.2,127.5524,1.4007,2.4466,0.3259,6.443
3218.3,127.6071,1.3261,2.4425,0.3243,6.4485
3218.4,128.3052,1.2266,2.4382,0.3222,6.5102
3218.5,127.8218,1.2245,2.4346,0.3238,6.5999
3218.6,128.1037,1.3484,2.4322,0.3279,6.6643
3218.7,128.0243,1.3772,2.4308,0.3294,6.6661
3218.8,130.3955,1.3806,2.4286,0.3258,6.6214
3218.9,129.3569,1.3617,2.4252,0.3202,6.5772
3219.0,128.3151,1.3748,2.4218,0.3146,6.5332
3219.1,126.7303,1.4434,2.4206,0.3132,6.5088
3219.2,126.5976,1.4537,2.4236,0.3146,6.492
3219.3,125.6034,1.4237,2.4297,0.3168,6.4853
3219.4,126.37,1.4183,2.4364,0.318,6.4617
3219.5,126.3411,1.4076,2.4416,0.3166,6.3959
3219.6,128.3907,1.4064,2.4434,0.3152,6.2997
3219.7,127.7434,1.4104,2.4431,0.3111,6.2444
3219.8,126.6845,1.418,2.4431,0.3014,6.3133
3219.9,127.986,1.4302,2.4457,0.3004,6.4967
3220.0,129.0048,1.4163,2.4507,0.3035,6.7047
3220.1,125.2377,1.3877,2.4555,0.3084,6.8423
3220.2,126.7521,1.3376,2.4581,0.3115,6.8766
3220.3,123.9284,1.2774,2.4576,0.3106,6.8454
3220.4,122.206,1.2692,2.4551,0.3061,6.8032
3220.5,120.1488,1.2745,2.4529,0.2997,6.786
3220.6,118.148,1.2974,2.4533,0.2905,6.7935
3220.7,118.6618,1.1839,2.4573,0.2826,6.7996
3220.8,123.4463,1.1665,2.4633,0.2745,6.7854
3220.9,124.286,1.3672,2.4692,0.2675,6.7654
3221.0,118.0133,1.4546,2.4736,0.2636,6.7507
3221.1,112.2217,1.4599,2.4769,0.2639,6.7297
3221.2,111.4821,1.4398,2.4797,0.2677,6.6871
3221.3,114.8083,1.4463,2.4813,0.2725,6.6455
3221.4,116.8267,1.4963,2.4811,0.2746,6.6375
3221.5,119.0688,1.3994,2.4796,0.2746,6.66
3221.6,119.1817,1.333,2.4776,0.2784,6.6666
3221.7,120.4456,1.3159,2.4763,0.2821,6.6257
3221.8,120.821,1.3784,2.4751,0.2891,6.5608
3221.9,119.8288,1.4325,2.4728,0.2907,6.5233
3222.0,117.0418,1.4401,2.4688,0.2845,6.5306
3222.1,117.7264,1.4497,2.4637,0.2737,6.5367
3222.2,118.9605,1.4464,2.4611,0.2644,6.4876
3222.3,120.2443,1.4181,2.4666,0.2694,6.4074
3222.4,119.3574,1.3786,2.4817,0.2628,6.3819
3222.5,115.0497,1.3053,2.5012,0.2614,6.4559
3222.6,113.6768,1.2331,2.5152,0.2559,6.5769
3222.7,112.716,1.2409,2.5165,0.257,6.6278
3222.8,113.4151,1.3665,2.5073,0.2552,6.5876
3222.9,117.5219,1.4277,2.4953,0.2657,6.5322
3223.0,117.5119,1.469,2.4879,0.273,6.554
3223.1,117.4991,1.4934,2.4879,0.2728,6.6734
3223.2,116.2804,1.4768,2.4918,0.2715,6.8156
3223.3,118.1026,1.4682,2.4947,0.2635,6.8951
3223.4,118.9568,1.4482,2.4924,0.2513,6.8716
3223.5,122.6334,1.3847,2.4853,0.2387,6.7889
3223.6,121.6745,1.4562,2.4786,0.2307,6.735
3223.7,119.152,1.5895,2.4769,0.2309,6.7476
3223.8,110.2039,1.682,2.4809,0.2396,6.7943
3223.9,105.5249,1.7217,2.4853,0.2525,6.8154
3224.0,101.4199,1.7012,2.4848,0.2629,6.7718
3224.1,99.7792,1.5147,2.4789,0.2653,6.6787
3224.2,103.0845,1.3973,2.4722,0.2593,6.5893
3224.3,108.7519,1.4492,2.4688,0.2487,6.5383
3224.4,116.7814,1.5457,2.4689,0.2391,6.5167
3224.5,119.2558,1.5999,2.4706,0.2321,6.5004
3224.6,116.3685,1.648,2.4729,0.2343,6.4862
3224.7,115.3461,1.6349,2.4761,0.2374,6.5087
3224.8,115.2634,1.6118,2.4781,0.2408,6.584
3224.9,112.9131,1.5598,2.4758,0.249,6.6941
3225.0,113.0271,1.5065,2.4683,0.2545,6.787
3225.1,109.9005,1.555,2.4598,0.2574,6.8171
3225.2,109.2314,1.5547,2.4568,0.2542,6.7697
3225.3,113.5233,1.5293,2.4628,0.2435,6.6763
3225.4,116.2005,1.6103,2.4746,0.2391,6.5975
3225.5,113.2273,1.6052,2.4865,0.24,6.5806
3225.6,108.7486,1.5027,2.4938,0.2423,6.6175
3225.7,107.0997,1.4966,2.4967,0.2442,6.6777
3225.8,107.8512,1.4715,2.4976,0.2422,6.7265
3225.9,107.0233,1.4684,2.4994,0.2397,6.7439
3226.0,105.0582,1.4824,2.5029,0.2409,6.727
3226.1,103.3572,1.4932,2.5068,0.2403,6.691
3226.2,103.7868,1.5003,2.5095,0.238,6.6672
3226.3,100.5378,1.5129,2.5115,0.235,6.6988
3226.4,101.3641,1.5165,2.514,0.2344,6.7914
3226.5,102.1076,1.5006,2.5168,0.2351,6.9033
3226.6,100.6665,1.4708,2.5175,0.2404,6.9617
3226.7,98.865,1.4572,2.5154,0.249,6.9312
3226.8,101.0616,1.4239,2.5118,0.256,6.8487
3226.9,103.3438,1.3618,2.5092,0.262,6.7871
3227.0,100.7351,1.3461,2.5103,0.2641,6.7945
3227.1,98.0799,1.3307,2.5174,0.2624,6.8518
3227.2,98.9137,1.3515,2.5291,0.2607,6.8875
3227.3,99.8346,1.3725,2.5402,0.2627,6.8658
3227.4,100.9129,1.4102,2.544,0.2657,6.8058
3227.5,102.0268,1.3954,2.5382,0.2629,6.7573
3227.6,101.9024,1.3451,2.5286,0.2526,6.7492
3227.7,101.484,1.3463,2.5238,0.2426,6.7661
3227.8,103.1748,1.4062,2.528,0.2418,6.7936
3227.9,100.5649,1.4716,2.5361,0.2517,6.8287
3228.0,104.079,1.569,2.5398,0.2678,6.88
3228.1,109.4005,1.609,2.5361,0.2817,6.9372
3228.2,113.0331,1.4485,2.5285,0.2864,6.9599
3228.3,116.7433,1.3404,2.5232,0.2809,6.9272
3228.4,124.2646,1.2844,2.5218,0.2713,6.8647
3228.5,121.9686,1.291,2.5196,0.2643,6.8304
3228.6,115.315,1.3704,2.5122,0.2635,6.8637
3228.7,108.5461,1.3,2.502,0.2677,6.9289
3228.8,103.2112,1.2646,2.4947,0.2715,6.9681
3228.9,102.9053,1.2034,2.4926,0.2706,6.9519
3229.0,104.747,1.2666,2.4947,0.2655,6.8958
3229.1,104.4009,1.2861,2.4982,0.2597,6.8402
3229.2,102.8371,1.2818,2.5016,0.2554,6.8081
3229.3,101.6884,1.285,2.5065,0.25,6.8149
3229.4,99.4976,1.2997,2.5145,0.2416,6.8726
3229.5,97.7827,1.3465,2.5267,0.2314,6.9752
3229.6,97.9401,1.4126,2.5428,0.223,7.0717
3229.7,97.772,1.5057,2.5583,0.2188,7.0967
