DEPTH,GR,RT,RHOB,NPHI,DTS
3223.5,9.857,2.371,2.503,0.13,125.514
3223.6,9.552,2.4,2.508,0.129,126.0
3223.7,10.509,2.411,2.512,0.127,126.209
3223.8,10.593,2.467,2.515,0.126,126.926
3223.9,10.673,2.494,2.516,0.125,127.824
3224.0,11.783,2.513,2.516,0.127,128.896
3224.1,13.187,2.538,2.516,0.126,130.31
3224.2,14.255,2.564,2.517,0.129,131.723
3224.3,15.254,2.601,2.519,0.13,132.851
3224.4,16.242,2.635,2.523,0.131,133.641
3224.5,15.823,2.665,2.529,0.131,134.231
3224.6,16.007,2.676,2.536,0.13,134.531
3224.7,16.589,2.676,2.541,0.127,135.231
3224.8,18.339,2.698,2.542,0.126,136.121
3224.9,19.368,2.729,2.542,0.128,137.02
3225.0,19.541,2.757,2.542,0.129,137.463
3225.1,19.821,2.765,2.543,0.13,137.596
3225.2,21.648,2.767,2.548,0.13,137.349
3225.3,24.026,2.755,2.554,0.131,137.615
3225.4,23.889,2.755,2.557,0.132,138.18
3225.5,22.339,2.774,2.557,0.132,137.858
3225.6,21.842,2.796,2.553,0.131,137.375
3225.7,21.866,2.802,2.549,0.13,136.74
3225.8,22.639,2.792,2.547,0.129,135.158
3225.9,21.759,2.769,2.548,0.128,133.589
3226.0,19.506,2.796,2.548,0.127,132.035
3226.1,17.026,2.751,2.545,0.126,130.968
3226.2,16.014,2.724,2.541,0.124,129.834
3226.3,15.382,2.739,2.536,0.122,128.595
3226.4,14.629,2.725,2.531,0.121,127.839
3226.5,13.038,2.715,2.527,0.118,127.501
3226.6,12.372,2.703,2.524,0.117,127.738
3226.7,12.718,2.726,2.524,0.116,128.671
3226.8,12.22,2.763,2.525,0.117,129.802
3226.9,12.689,2.777,2.526,0.119,131.111
3227.0,13.532,2.778,2.527,0.12,131.968
3227.1,13.569,2.788,2.526,0.12,132.586
3227.2,14.938,2.798,2.527,0.12,132.871
3227.3,14.649,2.834,2.53,0.121,132.573
3227.4,15.837,2.871,2.534,0.123,132.222
3227.5,16.275,2.88,2.537,0.124,132.221
3227.6,15.114,2.891,2.537,0.124,132.116
3227.7,15.763,2.903,2.536,0.124,132.034
3227.8,15.917,2.913,2.535,0.122,132.194
3227.9,15.539,2.913,2.535,0.121,132.096
3228.0,15.133,2.912,2.536,0.121,131.957
3228.1,16.391,2.916,2.537,0.12,132.252
3228.2,16.733,2.929,2.539,0.12,132.038
3228.3,15.035,2.928,2.54,0.121,131.548
3228.4,14.731,2.919,2.54,0.121,131.24
3228.5,14.788,2.931,2.537,0.121,130.77
3228.6,14.031,2.942,2.533,0.12,130.205
3228.7,13.343,2.944,2.531,0.118,129.975
3228.8,13.268,2.94,2.531,0.119,129.83
3228.9,13.086,2.933,2.533,0.118,129.757
3229.0,12.845,2.938,2.536,0.118,129.51
3229.1,12.813,2.943,2.538,0.119,129.199
3229.2,13.176,2.936,2.538,0.118,128.823
3229.3,12.315,2.923,2.538,0.117,128.169
3229.4,11.256,2.933,2.537,0.116,127.367
3229.5,11.129,2.947,2.537,0.116,126.39
3229.6,11.262,2.956,2.538,0.117,126.05
3229.7,11.866,2.96,2.538,0.116,125.847
3229.8,12.358,2.956,2.537,0.117,125.767
3229.9,12.153,2.965,2.534,0.119,125.55
3230.0,11.254,2.967,2.533,0.116,125.281
3230.1,10.854,2.97,2.533,0.114,124.954
3230.2,10.968,2.975,2.535,0.112,124.495
3230.3,11.052,2.989,2.536,0.112,124.402
3230.4,10.887,2.982,2.536,0.113,125.252
3230.5,9.897,3.002,2.536,0.114,126.029
3230.6,9.845,3.038,2.533,0.116,126.707
3230.7,10.697,3.043,2.529,0.117,127.154
3230.8,10.751,3.046,2.525,0.116,127.217
3230.9,11.704,3.053,2.523,0.115,127.135
3231.0,11.979,3.073,2.526,0.113,127.067
3231.1,11.611,3.092,2.53,0.113,126.805
3231.2,11.804,3.105,2.533,0.115,126.474
3231.3,13.148,3.123,2.536,0.116,126.287
3231.4,14.027,3.138,2.539,0.117,125.989
3231.5,13.576,3.145,2.543,0.114,125.669
3231.6,12.671,3.182,2.549,0.114,125.712
3231.7,12.546,3.19,2.553,0.111,125.796
3231.8,13.444,3.216,2.557,0.112,125.92
3231.9,13.927,3.231,2.557,0.113,126.217
3232.0,13.531,3.264,2.554,0.112,126.328
3232.1,13.345,3.289,2.551,0.112,126.277
3232.2,13.358,3.311,2.549,0.111,125.958
3232.3,12.403,3.314,2.551,0.11,125.505
3232.4,12.266,3.324,2.554,0.109,124.905
3232.5,11.745,3.35,2.556,0.109,124.044
3232.6,11.327,3.374,2.555,0.108,123.41
3232.7,11.386,3.432,2.552,0.108,123.087
3232.8,10.28,3.417,2.548,0.108,122.898
3232.9,10.382,3.51,2.546,0.108,122.616
3233.0,11.026,3.576,2.543,0.108,122.166
3233.1,11.776,3.594,2.539,0.107,121.597
3233.2,11.035,3.61,2.537,0.11,121.099
3233.3,11.029,3.656,2.537,0.11,120.775
3233.4,11.441,3.695,2.542,0.109,120.358
3233.5,11.722,3.728,2.547,0.107,120.105
3233.6,11.074,3.792,2.551,0.104,120.301
3233.7,10.782,3.871,2.554,0.101,120.703
3233.8,11.255,3.937,2.555,0.1,121.058
3233.9,12.332,3.974,2.555,0.099,121.072
3234.0,12.153,4.019,2.556,0.099,120.277
3234.1,12.215,4.064,2.558,0.098,119.298
3234.2,12.226,4.101,2.561,0.097,118.866
3234.3,11.384,4.137,2.564,0.097,118.732
3234.4,11.03,4.16,2.565,0.097,118.751
3234.5,11.39,4.184,2.566,0.097,118.814
3234.6,10.969,4.207,2.567,0.096,119.347
3234.7,11.139,4.243,2.57,0.094,120.029
3234.8,10.926,4.29,2.572,0.092,119.492
3234.9,11.479,4.327,2.572,0.089,119.668
3235.0,11.424,4.353,2.569,0.087,120.31
3235.1,10.823,4.388,2.568,0.086,119.832
3235.2,10.156,4.413,2.57,0.086,119.666
3235.3,10.42,4.425,2.576,0.088,119.781
3235.4,11.356,4.44,2.584,0.09,120.189
3235.5,12.365,4.458,2.592,0.091,120.322
3235.6,12.805,4.457,2.596,0.092,120.157
3235.7,12.75,4.445,2.594,0.092,120.036
3235.8,12.946,4.45,2.588,0.092,119.968
3235.9,13.407,4.466,2.582,0.093,119.967
3236.0,12.989,4.47,2.58,0.094,119.81
3236.1,12.074,4.471,2.582,0.096,119.589
3236.2,12.284,4.454,2.586,0.097,119.287
3236.3,11.759,4.426,2.587,0.098,118.873
3236.4,11.442,4.414,2.586,0.099,118.449
3236.5,11.336,4.406,2.582,0.1,118.04
3236.6,10.958,4.397,2.579,0.101,117.532
3236.7,10.567,4.41,2.577,0.102,116.917
3236.8,9.334,4.419,2.574,0.101,116.098
3236.9,9.451,4.408,2.571,0.101,114.844
3237.0,10.119,4.391,2.565,0.1,113.413
3237.1,10.287,4.402,2.562,0.098,111.848
3237.2,9.655,4.451,2.563,0.099,110.466
3237.3,9.661,4.505,2.567,0.094,109.322
3237.4,9.728,4.614,2.569,0.091,108.868
3237.5,9.797,4.653,2.572,0.087,108.804
3237.6,10.436,4.721,2.574,0.084,108.992
3237.7,10.629,4.797,2.575,0.083,109.531
3237.8,9.633,4.867,2.578,0.083,110.179
3237.9,8.885,4.972,2.579,0.086,110.901
3238.0,8.909,5.027,2.581,0.087,111.677
3238.1,9.201,5.061,2.582,0.088,112.374
3238.2,10.293,5.137,2.583,0.089,112.997
3238.3,11.365,5.211,2.583,0.089,113.313
3238.4,12.218,5.308,2.585,0.09,113.503
3238.5,13.257,5.352,2.588,0.087,113.578
3238.6,14.453,5.458,2.594,0.087,113.572
3238.7,15.485,5.642,2.599,0.087,113.567
3238.8,14.585,5.707,2.602,0.088,113.565
3238.9,14.854,5.758,2.603,0.089,113.507
3239.0,15.87,5.776,2.604,0.088,113.437
3239.1,16.567,5.838,2.607,0.09,113.355
3239.2,15.792,5.929,2.611,0.092,113.277
3239.3,16.619,6.129,2.614,0.094,113.27
3239.4,17.895,6.214,2.614,0.094,113.376
3239.5,18.453,6.279,2.611,0.095,113.61
3239.6,18.181,6.261,2.609,0.096,113.905
3239.7,17.088,6.091,2.605,0.093,114.279
3239.8,15.685,5.838,2.601,0.093,114.518
3239.9,15.662,5.819,2.597,0.09,114.631
3240.0,15.403,5.764,2.593,0.089,114.51
3240.1,15.226,5.65,2.587,0.088,114.114
3240.2,16.53,5.295,2.58,0.085,113.634
3240.3,16.061,5.105,2.573,0.085,113.168
3240.4,16.074,5.283,2.57,0.085,113.004
3240.5,17.131,5.396,2.571,0.086,113.087
3240.6,18.558,5.365,2.576,0.088,113.718
3240.7,19.092,5.311,2.581,0.089,114.598
3240.8,17.487,5.193,2.58,0.09,115.598
3240.9,15.05,5.062,2.575,0.09,116.558
3241.0,13.161,4.925,2.566,0.092,117.269
3241.1,12.593,4.937,2.559,0.088,117.776
3241.2,12.093,5.022,2.556,0.089,117.8
3241.3,10.95,5.122,2.558,0.088,117.61
3241.4,10.03,5.159,2.564,0.083,117.247
3241.5,10.065,5.208,2.572,0.082,116.681
3241.6,10.482,5.238,2.579,0.079,116.114
3241.7,9.835,5.302,2.582,0.079,115.543
3241.8,9.924,5.341,2.579,0.08,115.026
3241.9,9.918,5.381,2.577,0.081,114.577
3242.0,9.799,5.397,2.578,0.081,114.209
3242.1,10.013,5.387,2.582,0.083,113.964
3242.2,11.002,5.389,2.587,0.084,113.813
3242.3,11.456,5.373,2.589,0.086,113.783
3242.4,12.05,5.316,2.591,0.086,113.866
3242.5,12.12,5.297,2.591,0.086,113.974
3242.6,12.432,5.273,2.591,0.084,114.101
3242.7,12.689,5.272,2.59,0.082,114.113
3242.8,13.406,5.248,2.588,0.081,114.034
3242.9,12.793,5.267,2.587,0.08,113.808
3243.0,11.635,5.342,2.589,0.079,113.473
3243.1,11.208,5.392,2.592,0.081,113.125
3243.2,10.119,5.448,2.598,0.081,112.814
3243.3,10.159,5.503,2.603,0.082,112.7
3243.4,10.613,5.557,2.603,0.082,112.727
3243.5,10.911,5.591,2.6,0.08,113.007
3243.6,11.33,5.711,2.594,0.08,113.411
3243.7,11.829,5.81,2.589,0.081,113.851
3243.8,12.513,5.803,2.586,0.081,114.225
3243.9,12.862,5.76,2.584,0.08,114.349
3244.0,13.467,5.734,2.583,0.079,114.287
3244.1,14.556,5.715,2.581,0.081,113.864
3244.2,14.518,5.736,2.579,0.081,113.243
3244.3,13.486,5.766,2.577,0.081,112.502
3244.4,12.196,5.84,2.577,0.081,111.816
3244.5,10.852,5.905,2.579,0.078,111.223
3244.6,11.278,5.985,2.584,0.08,110.715
3244.7,11.143,6.037,2.588,0.08,110.507
3244.8,10.838,6.155,2.589,0.079,110.364
3244.9,11.086,6.217,2.588,0.082,110.282
3245.0,12.13,6.234,2.588,0.085,110.529
3245.1,13.587,6.268,2.59,0.088,110.859
3245.2,14.0,6.277,2.593,0.089,111.281
3245.3,15.093,6.137,2.596,0.093,111.855
3245.4,14.944,5.949,2.595,0.092,112.369
3245.5,14.74,5.898,2.591,0.091,112.789
3245.6,13.691,5.898,2.587,0.089,112.895
3245.7,14.253,5.866,2.583,0.085,112.76
3245.8,14.972,5.772,2.581,0.086,112.278
3245.9,15.506,5.684,2.581,0.085,111.433
3246.0,12.962,5.763,2.583,0.084,110.511
3246.1,11.274,5.7,2.585,0.079,109.566
3246.2,10.849,5.594,2.585,0.078,109.04
3246.3,9.928,5.486,2.583,0.078,108.827
3246.4,10.397,5.425,2.581,0.084,109.155
3246.5,10.945,5.515,2.581,0.088,110.066
3246.6,12.244,5.666,2.581,0.093,111.267
3246.7,13.519,5.732,2.578,0.096,112.792
3246.8,16.568,5.442,2.573,0.095,114.422
3246.9,17.461,5.033,2.567,0.094,116.002
3247.0,16.997,4.845,2.564,0.093,117.145
3247.1,17.845,4.928,2.567,0.092,117.746
3247.2,18.249,4.968,2.575,0.091,117.939
3247.3,19.429,4.817,2.584,0.091,117.32
3247.4,19.48,4.57,2.59,0.09,116.527
3247.5,19.837,4.547,2.589,0.089,115.637
3247.6,17.198,4.765,2.583,0.09,114.929
3247.7,14.744,4.958,2.575,0.088,114.558
3247.8,12.641,4.927,2.569,0.086,114.465
3247.9,11.219,4.802,2.567,0.088,114.729
3248.0,10.177,4.644,2.567,0.093,115.242
3248.1,10.29,4.584,2.565,0.092,115.994
3248.2,9.951,4.492,2.561,0.096,117.429
3248.3,10.364,4.412,2.557,0.093,118.524
3248.4,10.506,4.356,2.554,0.093,119.215
3248.5,11.538,4.336,2.553,0.094,119.534
3248.6,13.278,4.309,2.553,0.097,119.864
3248.7,13.915,4.26,2.554,0.099,120.241
3248.8,13.242,4.205,2.556,0.1,119.982
3248.9,13.247,4.205,2.556,0.1,119.519
3249.0,13.511,4.219,2.555,0.1,118.84
3249.1,13.593,4.2,2.554,0.102,117.858
3249.2,13.111,4.173,2.556,0.099,116.965
3249.3,13.182,4.146,2.56,0.098,116.384
3249.4,12.104,4.177,2.565,0.098,116.876
3249.5,10.657,4.22,2.567,0.098,117.632
3249.6,9.674,4.222,2.566,0.096,118.351
3249.7,9.965,4.224,2.562,0.094,118.436
3249.8,9.348,4.208,2.558,0.093,118.342
3249.9,9.207,4.201,2.556,0.093,118.371
3250.0,9.751,4.177,2.557,0.094,118.08
3250.1,9.216,4.17,2.557,0.095,117.852
3250.2,9.18,4.186,2.558,0.096,118.564
3250.3,9.516,4.201,2.558,0.099,119.041
3250.4,9.501,4.243,2.557,0.102,119.367
3250.5,9.244,4.24,2.554,0.104,119.528
3250.6,10.122,4.262,2.551,0.103,119.433
3250.7,10.603,4.297,2.551,0.1,119.173
3250.8,10.735,4.3,2.554,0.096,118.952
3250.9,10.813,4.306,2.561,0.091,118.495
3251.0,10.545,4.329,2.566,0.092,117.851
3251.1,10.364,4.345,2.57,0.092,117.248
3251.2,10.428,4.379,2.571,0.091,116.925
3251.3,10.342,4.403,2.571,0.09,116.874
3251.4,10.343,4.416,2.571,0.089,117.155
3251.5,9.78,4.425,2.57,0.087,117.351
3251.6,9.937,4.43,2.57,0.087,117.442
3251.7,9.488,4.433,2.569,0.089,117.298
3251.8,8.917,4.428,2.569,0.09,117.005
3251.9,8.505,4.453,2.568,0.088,116.522
3252.0,8.316,4.47,2.568,0.09,116.441
3252.1,8.725,4.468,2.567,0.091,116.674
3252.2,8.483,4.467,2.565,0.091,117.369
3252.3,8.764,4.481,2.564,0.092,118.582
3252.4,10.112,4.473,2.564,0.093,119.895
3252.5,10.972,4.448,2.565,0.094,121.206
3252.6,11.835,4.459,2.566,0.095,121.862
3252.7,12.341,4.471,2.567,0.095,122.28
3252.8,13.406,4.46,2.567,0.094,122.522
3252.9,14.205,4.451,2.568,0.092,121.873
3253.0,13.845,4.444,2.57,0.09,121.079
3253.1,14.49,4.457,2.573,0.089,120.861
3253.2,14.664,4.478,2.577,0.089,120.605
3253.3,13.827,4.473,2.58,0.09,120.251
3253.4,13.099,4.446,2.579,0.09,119.499
3253.5,12.492,4.432,2.577,0.09,118.799
3253.6,12.338,4.418,2.576,0.092,118.126
3253.7,12.276,4.416,2.575,0.093,117.439
3253.8,11.434,4.404,2.571,0.094,117.227
3253.9,10.107,4.366,2.565,0.093,117.337
3254.0,8.847,4.313,2.559,0.096,117.505
3254.1,8.53,4.248,2.555,0.096,117.92
3254.2,9.451,4.226,2.554,0.094,118.545
3254.3,9.57,4.205,2.553,0.096,119.466
3254.4,10.24,4.194,2.552,0.097,119.929
3254.5,10.44,4.171,2.554,0.098,119.939
3254.6,10.539,4.156,2.558,0.099,120.186
3254.7,11.304,4.123,2.562,0.099,120.495
3254.8,10.995,4.121,2.563,0.099,120.869
3254.9,12.104,4.151,2.564,0.099,120.571
3255.0,12.579,4.156,2.564,0.099,120.302
3255.1,13.573,4.184,2.565,0.099,120.149
3255.2,14.852,4.192,2.565,0.098,120.131
3255.3,14.389,4.189,2.568,0.096,119.953
3255.4,14.562,4.209,2.571,0.094,119.459
3255.5,13.832,4.229,2.573,0.092,119.267
3255.6,13.101,4.23,2.575,0.091,118.972
3255.7,12.508,4.224,2.574,0.091,118.316
3255.8,12.008,4.225,2.573,0.091,117.776
3255.9,11.114,4.235,2.574,0.092,117.305
3256.0,11.072,4.237,2.575,0.093,116.943
3256.1,10.807,4.223,2.575,0.094,116.61
3256.2,11.623,4.213,2.575,0.095,116.601
3256.3,12.547,4.214,2.576,0.097,117.735
3256.4,12.865,4.208,2.576,0.099,119.256
3256.5,13.38,4.205,2.575,0.1,120.871
3256.6,13.824,4.183,2.57,0.1,122.085
3256.7,13.863,4.175,2.566,0.1,122.432
3256.8,12.671,4.198,2.564,0.099,122.282
3256.9,14.285,4.218,2.564,0.098,122.023
3257.0,15.302,4.22,2.567,0.098,121.335
3257.1,15.519,4.182,2.569,0.098,120.419
3257.2,15.643,4.171,2.57,0.099,120.33
3257.3,15.044,4.222,2.57,0.1,119.777
3257.4,14.705,4.257,2.57,0.1,118.859
3257.5,13.457,4.31,2.568,0.1,118.693
3257.6,12.669,4.305,2.566,0.099,118.782
3257.7,12.186,4.288,2.565,0.099,119.125
3257.8,11.851,4.312,2.565,0.098,119.721
3257.9,12.218,4.34,2.566,0.097,119.872
3258.0,12.828,4.368,2.568,0.097,119.475
3258.1,12.28,4.399,2.57,0.097,119.02
3258.2,11.232,4.415,2.571,0.096,118.267
3258.3,11.003,4.434,2.57,0.096,117.081
3258.4,11.051,4.456,2.567,0.094,116.35
3258.5,11.47,4.474,2.566,0.096,115.644
3258.6,11.398,4.475,2.568,0.096,114.869
3258.7,11.151,4.48,2.572,0.096,114.592
3258.8,10.24,4.482,2.575,0.096,114.607
3258.9,10.632,4.484,2.574,0.096,115.049
3259.0,10.85,4.499,2.571,0.095,115.748
3259.1,11.224,4.506,2.568,0.094,116.499
3259.2,11.562,4.491,2.567,0.094,117.196
3259.3,10.685,4.478,2.567,0.094,117.533
3259.4,10.129,4.457,2.566,0.095,117.832
3259.5,10.249,4.438,2.563,0.099,118.47
3259.6,10.657,4.392,2.558,0.097,118.906
3259.7,11.024,4.371,2.555,0.098,119.28
3259.8,11.474,4.382,2.552,0.098,119.801
3259.9,10.745,4.433,2.551,0.099,120.075
3260.0,11.16,4.473,2.55,0.098,120.179
3260.1,10.282,4.422,2.549,0.098,120.062
3260.2,10.306,4.399,2.547,0.098,119.538
3260.3,10.416,4.448,2.547,0.097,118.723
3260.4,10.899,4.451,2.548,0.096,117.763
3260.5,10.95,4.422,2.55,0.095,116.717
3260.6,11.38,4.421,2.552,0.094,115.618
3260.7,11.86,4.412,2.552,0.094,115.53
3260.8,12.591,4.39,2.553,0.095,115.493
3260.9,11.532,4.383,2.556,0.097,115.508
3261.0,12.021,4.399,2.558,0.098,116.611
3261.1,12.072,4.405,2.56,0.099,117.637
3261.2,11.863,4.435,2.561,0.1,118.527
3261.3,11.64,4.451,2.562,0.1,119.695
3261.4,12.761,4.446,2.564,0.1,120.545
3261.5,13.128,4.245,2.567,0.1,120.882
3261.6,12.895,4.384,2.569,0.101,121.622
3261.7,12.728,4.349,2.571,0.101,121.874
3261.8,13.624,4.318,2.572,0.1,121.117
3261.9,12.76,4.275,2.573,0.1,120.658
3262.0,13.143,4.247,2.571,0.099,120.463
3262.1,13.039,4.218,2.569,0.099,120.732
3262.2,13.131,4.199,2.567,0.099,120.976
3262.3,12.885,4.189,2.565,0.099,121.052
3262.4,11.981,4.159,2.563,0.098,120.658
3262.5,12.451,4.124,2.558,0.097,120.24
3262.6,13.156,4.095,2.553,0.097,119.907
3262.7,12.9,4.043,2.55,0.098,119.933
3262.8,12.714,4.018,2.55,0.099,120.012
3262.9,13.155,3.993,2.555,0.103,120.14
3263.0,12.233,3.988,2.56,0.101,120.391
3263.1,11.563,3.981,2.563,0.102,120.861
3263.2,13.404,3.965,2.563,0.102,121.446
3263.3,14.375,3.956,2.561,0.102,121.953
3263.4,15.042,3.934,2.56,0.101,122.408
3263.5,14.365,3.898,2.561,0.101,122.817
3263.6,13.761,3.892,2.564,0.101,123.1
3263.7,13.827,3.909,2.565,0.102,123.421
3263.8,14.741,3.891,2.565,0.102,123.771
3263.9,14.244,3.876,2.565,0.102,124.067
3264.0,14.201,3.856,2.565,0.102,124.247
3264.1,13.084,3.832,2.565,0.101,124.308
3264.2,12.15,3.814,2.563,0.102,124.184
3264.3,12.018,3.807,2.56,0.102,123.92
3264.4,10.922,3.788,2.558,0.103,123.488
3264.5,11.785,3.774,2.558,0.104,122.72
3264.6,12.066,3.764,2.558,0.104,121.63
3264.7,11.781,3.734,2.558,0.105,120.094
3264.8,11.885,3.697,2.556,0.105,119.504
3264.9,11.702,3.678,2.553,0.106,119.356
3265.0,11.936,3.651,2.552,0.107,119.775
3265.1,11.652,3.641,2.55,0.108,120.862
3265.2,10.989,3.601,2.548,0.11,122.13
3265.3,11.008,3.593,2.545,0.111,123.485
3265.4,11.433,3.557,2.543,0.112,124.528
3265.5,10.253,3.51,2.541,0.112,125.317
3265.6,9.594,3.507,2.541,0.112,125.619
3265.7,10.141,3.5,2.54,0.113,125.461
3265.8,10.723,3.486,2.538,0.113,125.178
3265.9,10.797,3.473,2.536,0.114,125.08
3266.0,11.217,3.469,2.535,0.114,124.517
3266.1,10.961,3.479,2.535,0.115,123.752
3266.2,9.739,3.489,2.534,0.116,123.08
3266.3,9.66,3.503,2.533,0.118,122.443
3266.4,8.968,3.511,2.531,0.118,121.85
3266.5,8.943,3.521,2.529,0.118,121.465
3266.6,8.409,3.556,2.529,0.117,121.193
3266.7,7.943,3.547,2.529,0.115,120.995
3266.8,7.752,3.559,2.531,0.112,120.69
3266.9,7.284,3.58,2.534,0.11,120.263
3267.0,8.091,3.609,2.536,0.11,119.724
3267.1,8.786,3.624,2.538,0.11,118.752
3267.2,8.667,3.628,2.538,0.111,117.733
3267.3,9.768,3.642,2.537,0.111,116.666
3267.4,10.008,3.648,2.536,0.111,115.757
3267.5,8.562,3.639,2.537,0.109,115.226
3267.6,8.687,3.636,2.539,0.111,115.17
3267.7,8.331,3.639,2.541,0.107,116.14
3267.8,8.465,3.608,2.542,0.106,117.707
3267.9,9.375,3.587,2.54,0.106,120.057
3268.0,10.903,3.574,2.539,0.105,122.429
3268.1,10.965,3.584,2.54,0.104,124.636
3268.2,11.795,3.662,2.545,0.102,126.52
3268.3,13.332,3.764,2.555,0.1,126.577
3268.4,13.872,3.8,2.565,0.099,126.109
3268.5,13.803,3.776,2.57,0.096,125.347
3268.6,14.957,3.874,2.571,0.094,124.32
3268.7,15.361,4.033,2.57,0.091,123.185
3268.8,15.448,4.208,2.572,0.089,121.966
3268.9,15.283,4.296,2.576,0.088,120.161
3269.0,14.252,4.311,2.579,0.086,117.996
3269.1,14.524,4.412,2.58,0.085,115.287
3269.2,14.049,4.486,2.581,0.084,112.966
3269.3,14.203,4.535,2.583,0.083,111.04
3269.4,13.585,4.566,2.583,0.084,110.294
3269.5,12.966,4.596,2.582,0.086,110.702
3269.6,13.353,4.638,2.582,0.09,111.903
3269.7,14.21,4.67,2.583,0.094,114.013
3269.8,14.536,4.665,2.585,0.099,116.384
3269.9,16.321,4.632,2.587,0.097,118.918
3270.0,17.704,4.564,2.587,0.097,120.987
3270.1,18.663,4.431,2.584,0.095,122.724
3270.2,18.705,4.308,2.582,0.094,124.157
3270.3,19.028,4.394,2.581,0.092,124.592
3270.4,19.348,4.451,2.582,0.091,124.723
3270.5,18.906,4.444,2.584,0.09,124.534
3270.6,18.65,4.439,2.584,0.088,123.656
3270.7,17.023,4.586,2.582,0.086,122.544
3270.8,15.118,4.673,2.579,0.085,121.169
3270.9,13.957,4.627,2.577,0.085,119.276
3271.0,14.451,4.498,2.575,0.089,117.304
3271.1,13.744,4.499,2.574,0.09,115.288
3271.2,12.745,4.474,2.572,0.088,113.74
3271.3,11.651,4.48,2.57,0.088,112.614
3271.4,11.245,4.483,2.568,0.089,112.167
3271.5,11.468,4.462,2.567,0.091,112.695
3271.6,11.74,4.46,2.566,0.093,113.61
3271.7,13.119,4.461,2.564,0.094,114.927
3271.8,14.456,4.434,2.562,0.096,116.427
3271.9,15.3,4.379,2.562,0.096,117.931
3272.0,16.81,4.31,2.564,0.097,119.267
3272.1,17.846,4.222,2.567,0.098,120.382
3272.2,18.411,4.178,2.568,0.098,121.377
3272.3,18.88,4.194,2.568,0.099,122.229
3272.4,18.339,4.194,2.566,0.098,123.208
3272.5,19.442,4.234,2.565,0.097,124.201
3272.6,19.163,4.346,2.567,0.095,124.924
3272.7,18.881,4.375,2.568,0.094,125.391
3272.8,16.995,4.373,2.571,0.092,125.661
3272.9,18.055,4.334,2.573,0.092,125.53
3273.0,18.109,4.314,2.574,0.092,125.274
3273.1,17.48,4.28,2.575,0.093,124.943
3273.2,16.635,4.249,2.575,0.094,124.909
3273.3,17.738,4.256,2.574,0.096,124.791
3273.4,17.239,4.284,2.572,0.101,124.598
3273.5,17.437,4.329,2.568,0.102,124.768
3273.6,19.765,4.356,2.564,0.105,124.63
3273.7,20.853,4.277,2.56,0.108,124.159
3273.8,23.68,4.091,2.556,0.108,124.101
3273.9,24.957,3.881,2.555,0.107,124.504
3274.0,24.146,3.659,2.556,0.105,125.488
3274.1,23.432,3.789,2.557,0.103,126.859
3274.2,22.026,4.16,2.558,0.101,128.151
3274.3,21.053,4.249,2.557,0.098,129.248
3274.4,18.166,4.168,2.555,0.096,128.982
3274.5,16.606,4.115,2.553,0.094,128.136
3274.6,17.151,4.078,2.55,0.094,126.582
3274.7,17.001,4.036,2.549,0.095,125.353
3274.8,17.009,4.003,2.55,0.096,124.378
3274.9,16.091,3.977,2.552,0.096,123.85
3275.0,16.088,3.979,2.554,0.097,123.746
3275.1,16.981,3.977,2.554,0.097,123.854
3275.2,17.261,3.959,2.554,0.099,124.214
3275.3,16.877,3.935,2.555,0.1,124.606
3275.4,16.891,3.928,2.558,0.101,125.004
3275.5,16.855,4.003,2.559,0.101,125.371
3275.6,16.294,4.087,2.559,0.101,125.879
3275.7,15.329,4.134,2.56,0.1,126.414
3275.8,15.704,4.155,2.561,0.099,126.679
3275.9,16.083,4.199,2.565,0.098,127.036
3276.0,15.581,4.257,2.57,0.099,127.41
3276.1,14.565,4.312,2.575,0.1,127.406
3276.2,14.934,4.35,2.579,0.102,127.381
3276.3,15.308,4.379,2.583,0.106,127.331
3276.4,15.519,4.42,2.583,0.108,127.128
3276.5,16.135,4.422,2.581,0.109,126.813
3276.6,16.248,4.436,2.577,0.109,126.396
3276.7,17.538,4.448,2.574,0.109,125.245
3276.8,16.757,4.458,2.572,0.109,124.634
3276.9,17.007,4.445,2.57,0.109,124.622
3277.0,17.013,4.434,2.571,0.108,123.879
3277.1,16.228,4.418,2.573,0.108,123.866
3277.2,15.222,4.377,2.576,0.107,124.881
3277.3,16.333,4.368,2.581,0.107,125.283
3277.4,16.6,4.376,2.585,0.106,125.815
3277.5,16.761,4.367,2.59,0.106,126.665
3277.6,16.891,4.368,2.592,0.107,126.75
3277.7,15.966,4.351,2.591,0.107,126.568
3277.8,15.203,4.301,2.586,0.108,126.11
3277.9,14.871,4.304,2.582,0.109,124.937
3278.0,15.321,4.339,2.58,0.109,123.826
3278.1,15.422,4.381,2.579,0.108,123.302
3278.2,16.746,4.388,2.577,0.108,123.424
3278.3,16.58,4.419,2.573,0.108,123.79
3278.4,15.713,4.522,2.572,0.108,124.28
3278.5,16.442,4.521,2.573,0.106,124.272
3278.6,16.649,4.489,2.576,0.105,123.936
3278.7,15.773,4.535,2.578,0.101,123.067
3278.8,15.254,4.625,2.58,0.1,122.296
3278.9,14.912,4.656,2.581,0.103,121.576
3279.0,14.449,4.647,2.582,0.102,120.86
3279.1,13.527,4.651,2.583,0.098,120.919
3279.2,13.93,4.705,2.582,0.097,121.508
