DEPTH,GR,RT,RHOB,NPHI,DTS
3564.2,124.443,1.555,2.462,0.314,183.386
3564.3,127.281,1.539,2.455,0.323,183.444
3564.4,127.128,1.407,2.446,0.328,183.42
3564.5,129.841,1.399,2.438,0.327,183.374
3564.6,132.13,1.562,2.433,0.321,183.409
3564.7,133.405,1.586,2.433,0.314,183.262
3564.8,131.127,1.578,2.438,0.31,182.971
3564.9,128.594,1.643,2.448,0.311,182.371
3565.0,126.558,1.629,2.459,0.318,181.612
3565.1,127.227,1.514,2.467,0.32,180.799
3565.2,128.093,1.416,2.471,0.32,180.749
3565.3,129.069,1.416,2.47,0.318,180.277
3565.4,127.898,1.538,2.466,0.315,179.461
3565.5,125.456,1.616,2.464,0.309,179.138
3565.6,127.22,1.632,2.465,0.301,178.286
3565.7,125.278,1.624,2.469,0.294,176.895
3565.8,123.425,1.591,2.475,0.292,177.137
3565.9,122.098,1.472,2.478,0.296,177.107
3566.0,124.214,1.494,2.475,0.304,176.679
3566.1,125.191,1.595,2.47,0.314,176.903
3566.2,124.016,1.668,2.465,0.322,176.933
3566.3,125.544,1.729,2.46,0.324,176.588
3566.4,123.028,1.739,2.455,0.32,176.404
3566.5,122.901,1.69,2.456,0.314,176.199
3566.6,121.717,1.627,2.465,0.311,175.911
3566.7,121.507,1.504,2.48,0.313,176.667
3566.8,122.41,1.435,2.488,0.315,177.553
3566.9,122.318,1.597,2.485,0.316,178.239
3567.0,124.281,1.484,2.472,0.312,178.51
3567.1,126.785,1.398,2.459,0.304,178.54
3567.2,128.722,1.971,2.454,0.297,178.207
3567.3,126.001,2.163,2.453,0.293,177.943
3567.4,121.682,1.874,2.452,0.297,177.699
3567.5,118.848,1.883,2.45,0.304,177.429
3567.6,119.084,2.029,2.447,0.309,177.362
3567.7,119.108,2.054,2.444,0.308,177.42
3567.8,118.232,1.963,2.443,0.306,177.65
3567.9,122.04,1.867,2.442,0.305,177.771
3568.0,122.983,1.818,2.441,0.31,177.834
3568.1,124.611,1.733,2.441,0.31,177.926
3568.2,125.355,1.332,2.441,0.309,177.986
3568.3,122.764,1.242,2.442,0.306,178.044
3568.4,119.733,1.837,2.444,0.303,178.415
3568.5,119.993,2.707,2.444,0.3,178.686
3568.6,123.617,1.998,2.443,0.298,178.877
3568.7,125.541,1.742,2.443,0.297,179.37
3568.8,123.123,1.685,2.443,0.295,179.468
3568.9,123.134,1.794,2.447,0.291,179.157
3569.0,121.83,1.823,2.452,0.288,179.401
3569.1,119.369,1.721,2.456,0.29,179.765
3569.2,121.004,1.74,2.46,0.297,180.256
3569.3,121.198,1.778,2.464,0.308,181.046
3569.4,120.7,1.758,2.466,0.316,181.425
3569.5,121.604,1.73,2.464,0.319,181.134
3569.6,123.729,1.729,2.46,0.312,180.631
3569.7,123.424,1.66,2.457,0.302,179.999
3569.8,123.85,1.593,2.459,0.294,179.187
3569.9,123.011,1.597,2.466,0.285,178.633
3570.0,122.902,1.55,2.474,0.277,178.172
3570.1,122.922,1.556,2.482,0.28,177.803
3570.2,122.624,1.695,2.488,0.283,177.266
3570.3,123.239,1.702,2.493,0.287,176.845
3570.4,123.249,1.717,2.495,0.29,176.91
3570.5,122.523,1.688,2.494,0.291,177.421
3570.6,122.02,1.611,2.492,0.286,177.775
3570.7,118.796,1.571,2.489,0.284,176.853
3570.8,118.421,1.697,2.487,0.283,176.018
3570.9,118.05,1.644,2.489,0.283,175.238
3571.0,120.043,1.41,2.493,0.284,174.527
3571.1,121.436,1.28,2.496,0.284,174.446
3571.2,123.614,1.324,2.496,0.285,174.709
3571.3,129.553,1.454,2.491,0.283,174.777
3571.4,134.543,1.61,2.484,0.278,174.929
3571.5,131.112,1.823,2.479,0.276,175.144
3571.6,127.318,1.715,2.479,0.275,175.404
3571.7,120.565,1.422,2.48,0.276,175.664
3571.8,118.131,1.324,2.48,0.277,175.923
3571.9,116.683,1.511,2.476,0.277,176.056
3572.0,115.461,1.585,2.471,0.278,176.08
3572.1,117.65,1.5,2.467,0.281,175.992
3572.2,122.526,1.541,2.467,0.287,175.77
3572.3,122.24,1.597,2.471,0.289,175.584
3572.4,119.669,1.579,2.477,0.286,175.452
3572.5,116.811,1.493,2.484,0.281,175.379
3572.6,112.929,1.272,2.49,0.277,175.228
3572.7,111.178,1.106,2.496,0.276,174.948
3572.8,110.527,1.385,2.501,0.277,173.766
3572.9,111.005,1.457,2.504,0.277,172.022
3573.0,111.962,1.14,2.505,0.272,169.466
3573.1,112.928,1.3,2.504,0.263,166.211
3573.2,109.165,1.484,2.501,0.252,162.937
3573.3,100.222,1.565,2.496,0.242,159.988
3573.4,101.476,1.508,2.491,0.235,158.032
3573.5,104.507,1.468,2.487,0.236,156.752
3573.6,108.842,1.547,2.484,0.24,156.63
3573.7,108.144,1.632,2.48,0.246,157.445
3573.8,108.863,1.656,2.476,0.256,158.691
3573.9,109.418,1.687,2.476,0.262,160.229
3574.0,107.605,1.72,2.479,0.261,161.571
3574.1,107.061,1.707,2.483,0.257,162.685
3574.2,108.751,1.676,2.486,0.253,163.054
3574.3,110.751,1.647,2.488,0.25,163.202
3574.4,112.75,1.645,2.491,0.247,163.226
3574.5,114.187,1.613,2.496,0.245,163.292
3574.6,113.506,1.564,2.501,0.243,163.586
3574.7,107.327,1.645,2.505,0.243,164.039
3574.8,100.709,1.734,2.508,0.247,164.379
3574.9,94.931,1.881,2.512,0.25,164.521
3575.0,94.299,1.96,2.515,0.252,164.488
3575.1,90.815,1.914,2.514,0.254,163.483
3575.2,90.686,1.775,2.51,0.253,162.337
3575.3,92.615,1.766,2.507,0.248,161.03
3575.4,94.925,1.75,2.507,0.243,159.862
3575.5,93.937,1.745,2.51,0.24,159.196
3575.6,94.39,1.741,2.516,0.238,159.178
3575.7,94.287,1.768,2.52,0.238,160.078
3575.8,92.588,1.783,2.52,0.239,161.405
3575.9,93.59,1.702,2.516,0.239,163.265
3576.0,92.836,1.616,2.516,0.237,165.461
3576.1,93.644,1.639,2.524,0.236,167.71
3576.2,93.596,1.626,2.536,0.238,169.956
3576.3,93.521,1.574,2.543,0.243,172.102
3576.4,94.628,1.559,2.539,0.248,174.133
3576.5,93.961,1.581,2.528,0.253,175.941
3576.6,95.802,1.61,2.519,0.258,177.519
3576.7,98.783,1.615,2.516,0.262,178.94
3576.8,100.01,1.6,2.517,0.266,180.087
3576.9,104.195,1.581,2.517,0.269,180.955
3577.0,104.529,1.596,2.517,0.269,181.599
3577.1,102.546,1.568,2.514,0.265,181.771
3577.2,101.817,1.529,2.511,0.26,181.331
3577.3,97.735,1.539,2.507,0.259,180.596
3577.4,99.396,1.562,2.501,0.262,179.891
3577.5,100.672,1.598,2.496,0.265,179.055
3577.6,99.65,1.617,2.493,0.266,178.111
3577.7,99.116,1.593,2.494,0.266,176.91
3577.8,99.801,1.579,2.497,0.264,175.499
3577.9,98.371,1.551,2.501,0.264,173.915
3578.0,95.8,1.542,2.502,0.262,171.977
3578.1,96.347,1.56,2.5,0.261,169.885
3578.2,94.281,1.589,2.496,0.262,167.66
3578.3,94.738,1.579,2.492,0.263,165.256
3578.4,95.369,1.57,2.492,0.262,162.874
3578.5,94.555,1.586,2.494,0.264,160.507
3578.6,94.824,1.627,2.499,0.267,158.272
3578.7,94.125,1.659,2.502,0.267,156.137
3578.8,94.673,1.682,2.503,0.265,154.13
3578.9,92.253,1.746,2.504,0.258,152.293
3579.0,92.205,1.815,2.509,0.249,150.542
3579.1,91.893,1.855,2.518,0.239,148.899
3579.2,89.888,1.797,2.53,0.231,147.36
3579.3,87.714,1.741,2.542,0.227,145.904
3579.4,88.471,1.698,2.55,0.226,144.582
3579.5,89.925,1.67,2.552,0.227,143.463
3579.6,96.612,1.594,2.55,0.228,142.493
3579.7,100.574,1.495,2.546,0.228,141.778
3579.8,99.44,1.487,2.541,0.231,141.213
3579.9,98.102,1.477,2.538,0.232,140.684
3580.0,98.604,1.466,2.536,0.233,140.126
3580.1,99.784,1.42,2.535,0.231,139.32
3580.2,100.269,1.39,2.535,0.234,138.353
3580.3,99.136,1.413,2.537,0.24,137.118
3580.4,99.607,1.33,2.542,0.247,135.912
3580.5,100.743,1.246,2.545,0.252,134.804
3580.6,98.784,1.267,2.543,0.255,134.187
3580.7,98.698,1.399,2.538,0.254,134.123
3580.8,98.13,1.529,2.53,0.252,134.469
3580.9,97.616,1.698,2.526,0.249,135.467
3581.0,96.891,1.678,2.526,0.248,136.553
3581.1,96.473,1.69,2.53,0.242,137.686
3581.2,96.45,1.646,2.535,0.242,138.4
3581.3,95.529,1.575,2.539,0.239,138.737
3581.4,96.026,1.512,2.542,0.237,138.728
3581.5,95.441,1.344,2.543,0.239,138.127
3581.6,94.912,1.185,2.543,0.247,137.407
3581.7,95.055,1.313,2.538,0.257,136.559
3581.8,93.434,1.48,2.527,0.263,135.807
3581.9,92.69,1.518,2.516,0.261,135.166
3582.0,91.311,1.498,2.508,0.259,134.666
3582.1,89.925,1.502,2.507,0.256,134.346
3582.2,85.57,1.559,2.512,0.251,134.088
3582.3,77.733,1.782,2.522,0.244,133.901
3582.4,70.408,1.909,2.534,0.231,133.827
3582.5,66.321,2.164,2.547,0.214,133.855
3582.6,66.913,2.221,2.563,0.196,134.048
3582.7,75.108,2.182,2.585,0.191,134.552
3582.8,88.695,2.045,2.618,0.19,135.235
3582.9,98.143,1.648,2.655,0.199,136.182
3583.0,103.545,1.488,2.683,0.22,137.31
3583.1,106.859,1.415,2.689,0.243,138.442
3583.2,103.902,1.511,2.673,0.266,139.405
3583.3,101.852,1.609,2.644,0.28,139.831
3583.4,96.943,1.61,2.614,0.289,139.793
3583.5,95.044,1.592,2.591,0.282,138.688
3583.6,94.578,1.565,2.576,0.277,136.69
3583.7,92.949,1.474,2.566,0.269,134.106
3583.8,91.754,1.333,2.557,0.264,130.708
3583.9,91.617,1.106,2.548,0.264,127.237
3584.0,88.926,1.184,2.542,0.268,123.792
3584.1,88.852,1.423,2.545,0.269,121.058
3584.2,95.795,1.81,2.562,0.268,119.322
3584.3,99.438,1.805,2.595,0.263,118.461
3584.4,105.223,1.57,2.638,0.263,120.105
3584.5,112.674,1.531,2.672,0.268,123.289
3584.6,116.383,1.529,2.681,0.278,127.924
3584.7,119.747,1.561,2.656,0.28,134.646
3584.8,124.713,1.578,2.604,0.281,141.493
3584.9,126.9,1.563,2.552,0.279,148.442
3585.0,120.509,1.505,2.516,0.276,153.834
3585.1,111.889,1.372,2.498,0.273,158.217
3585.2,99.835,1.205,2.491,0.27,161.345
3585.3,92.003,1.069,2.489,0.269,163.033
3585.4,87.712,1.037,2.488,0.27,164.256
3585.5,81.17,1.064,2.488,0.276,164.974
3585.6,77.408,1.087,2.486,0.277,165.308
3585.7,74.047,1.079,2.484,0.278,165.391
3585.8,71.828,1.037,2.482,0.276,165.093
3585.9,70.821,0.937,2.482,0.27,164.035
3586.0,70.651,0.866,2.484,0.258,162.439
3586.1,71.003,0.855,2.483,0.248,159.936
3586.2,73.051,0.925,2.478,0.237,156.451
3586.3,70.74,1.013,2.465,0.231,152.464
3586.4,70.04,1.044,2.448,0.23,147.87
3586.5,69.777,1.07,2.434,0.233,143.342
3586.6,66.091,1.027,2.43,0.236,139.051
3586.7,62.832,0.856,2.436,0.237,135.696
3586.8,62.699,0.803,2.453,0.234,133.522
3586.9,62.321,0.821,2.475,0.23,132.204
3587.0,58.968,0.769,2.492,0.223,132.456
3587.1,56.811,0.822,2.497,0.217,133.432
3587.2,54.186,0.978,2.494,0.211,134.897
3587.3,48.537,0.947,2.494,0.205,136.66
3587.4,43.779,0.876,2.507,0.203,138.236
3587.5,42.225,0.828,2.528,0.204,139.644
3587.6,40.904,0.823,2.545,0.209,140.483
3587.7,40.694,0.895,2.552,0.216,141.043
3587.8,39.481,0.983,2.555,0.223,141.342
3587.9,41.771,1.056,2.56,0.222,141.263
3588.0,41.98,1.041,2.566,0.22,141.089
3588.1,39.656,0.993,2.57,0.218,140.805
3588.2,38.359,0.932,2.57,0.22,140.462
3588.3,38.803,0.867,2.567,0.225,140.088
3588.4,39.065,0.752,2.561,0.224,139.677
3588.5,38.336,0.763,2.548,0.221,139.455
3588.6,39.365,0.785,2.527,0.218,139.259
3588.7,38.267,0.787,2.502,0.214,139.07
3588.8,38.019,0.791,2.48,0.21,139.063
3588.9,37.862,0.788,2.467,0.204,138.986
3589.0,36.863,0.792,2.464,0.2,138.69
3589.1,38.646,0.795,2.467,0.195,139.891
3589.2,39.719,0.853,2.472,0.186,141.104
3589.3,39.389,1.007,2.479,0.178,141.352
3589.4,38.072,1.2,2.491,0.172,141.321
3589.5,36.787,1.446,2.511,0.172,141.083
3589.6,37.78,1.713,2.538,0.174,140.464
3589.7,38.737,1.612,2.566,0.186,140.231
3589.8,39.977,1.443,2.591,0.206,139.925
3589.9,41.844,1.302,2.609,0.226,138.539
3590.0,44.486,1.358,2.626,0.245,136.376
3590.1,48.524,1.421,2.646,0.259,133.883
3590.2,48.061,1.505,2.669,0.268,131.911
3590.3,46.903,1.499,2.692,0.27,130.272
3590.4,44.052,1.36,2.719,0.273,128.915
3590.5,40.768,1.562,2.756,0.275,128.287
3590.6,37.739,1.598,2.806,0.281,127.938
3590.7,33.581,1.807,2.865,0.296,127.857
3590.8,32.878,2.105,2.922,0.311,129.078
3590.9,30.397,1.524,2.961,0.33,130.49
3591.0,32.87,0.896,2.975,0.347,132.085
3591.1,34.764,0.407,2.972,0.358,133.34
3591.2,35.842,0.295,2.966,0.363,134.373
3591.3,36.901,0.212,2.968,0.367,135.153
3591.4,37.314,0.484,2.973,0.374,135.75
3591.5,37.518,1.301,2.973,0.384,136.498
3591.6,41.075,1.47,2.96,0.391,137.476
3591.7,39.993,1.176,2.941,0.396,138.561
3591.8,38.202,0.832,2.929,0.397,139.562
3591.9,36.481,0.806,2.932,0.396,140.396
3592.0,34.935,0.815,2.946,0.396,141.28
3592.1,36.726,0.83,2.955,0.395,142.003
3592.2,39.41,0.911,2.947,0.388,142.359
3592.3,40.127,0.973,2.921,0.376,142.83
3592.4,40.418,1.179,2.886,0.359,143.299
3592.5,40.713,1.137,2.852,0.342,143.683
3592.6,42.825,1.086,2.821,0.324,144.08
3592.7,44.269,1.035,2.792,0.31,144.43
3592.8,44.302,1.019,2.769,0.297,144.596
3592.9,42.112,1.064,2.763,0.288,144.441
3593.0,38.704,1.172,2.778,0.284,144.079
3593.1,37.062,1.266,2.804,0.29,143.397
3593.2,38.507,1.417,2.824,0.292,142.214
3593.3,42.584,1.529,2.824,0.295,140.781
3593.4,46.395,1.662,2.801,0.294,139.465
3593.5,51.658,1.965,2.764,0.291,137.798
3593.6,55.606,2.53,2.726,0.289,135.745
3593.7,60.481,3.248,2.692,0.291,131.873
3593.8,64.285,3.872,2.669,0.295,128.394
3593.9,64.795,4.737,2.658,0.295,125.316
3594.0,65.463,5.481,2.655,0.29,124.924
3594.1,66.584,5.623,2.647,0.28,124.904
3594.2,69.058,6.322,2.63,0.269,125.244
3594.3,66.823,7.16,2.606,0.263,126.268
3594.4,64.483,7.504,2.584,0.255,126.88
3594.5,61.368,7.502,2.567,0.245,126.993
3594.6,56.027,7.286,2.553,0.23,128.01
3594.7,47.892,9.203,2.538,0.212,128.576
3594.8,38.756,13.707,2.521,0.194,128.407
3594.9,30.654,15.15,2.504,0.182,129.58
3595.0,26.218,13.737,2.483,0.175,129.915
3595.1,24.66,11.758,2.46,0.173,128.48
3595.2,23.545,11.467,2.435,0.173,126.469
3595.3,22.881,12.998,2.415,0.173,125.287
3595.4,22.396,20.975,2.4,0.174,126.148
3595.5,21.335,27.988,2.387,0.174,127.41
3595.6,21.882,19.063,2.366,0.174,129.526
3595.7,21.61,17.51,2.333,0.175,133.699
3595.8,21.916,18.557,2.298,0.169,136.734
3595.9,21.077,16.88,2.271,0.16,139.251
3596.0,18.932,16.773,2.259,0.149,141.323
3596.1,17.722,18.18,2.263,0.138,140.612
3596.2,18.855,18.107,2.284,0.131,138.604
3596.3,18.244,17.901,2.313,0.127,136.236
3596.4,17.774,18.589,2.34,0.125,132.434
3596.5,18.519,19.828,2.358,0.123,128.074
3596.6,18.845,20.918,2.37,0.117,125.305
3596.7,17.933,21.998,2.38,0.114,122.493
3596.8,15.082,22.313,2.395,0.107,119.854
3596.9,14.194,22.251,2.416,0.1,119.687
3597.0,14.142,22.902,2.443,0.095,115.385
3597.1,14.57,23.433,2.473,0.09,107.865
3597.2,16.202,23.052,2.5,0.094,105.626
3597.3,17.078,22.114,2.518,0.096,104.432
3597.4,18.749,20.872,2.526,0.097,104.273
3597.5,19.998,19.001,2.527,0.093,109.47
3597.6,20.405,14.992,2.529,0.092,113.136
3597.7,21.895,12.31,2.537,0.098,114.827
3597.8,22.278,10.559,2.546,0.092,112.631
3597.9,23.277,9.761,2.551,0.094,111.205
3598.0,23.998,8.289,2.55,0.099,111.317
3598.1,24.324,6.97,2.543,0.1,108.524
3598.2,24.099,6.24,2.534,0.098,106.437
3598.3,24.722,5.775,2.526,0.1,106.293
3598.4,24.316,5.565,2.52,0.105,105.295
3598.5,23.886,5.461,2.514,0.108,104.978
3598.6,24.606,5.393,2.509,0.11,106.539
3598.7,25.349,5.344,2.508,0.112,107.644
3598.8,24.597,5.202,2.509,0.115,108.82
3598.9,25.211,5.074,2.513,0.118,110.543
3599.0,24.686,4.987,2.514,0.119,111.614
3599.1,25.68,4.863,2.513,0.12,112.411
3599.2,27.347,4.79,2.509,0.119,113.05
3599.3,30.103,4.711,2.504,0.12,112.525
3599.4,29.737,4.571,2.495,0.12,111.352
3599.5,27.35,4.424,2.481,0.121,109.547
3599.6,27.898,4.397,2.463,0.122,108.371
3599.7,30.073,4.479,2.445,0.123,107.558
3599.8,29.648,4.476,2.434,0.125,106.858
3599.9,27.477,4.451,2.435,0.126,108.265
3600.0,26.604,4.444,2.445,0.126,111.044
3600.1,26.861,4.561,2.456,0.128,113.027
3600.2,27.926,4.575,2.461,0.13,114.324
3600.3,28.396,4.074,2.461,0.135,115.029
3600.4,25.706,3.863,2.456,0.14,114.781
3600.5,24.298,4.075,2.451,0.143,114.903
3600.6,25.789,4.184,2.446,0.146,115.398
3600.7,27.92,4.062,2.44,0.148,115.607
3600.8,27.029,4.029,2.434,0.143,115.722
3600.9,27.434,4.26,2.43,0.138,115.733
3601.0,27.186,4.269,2.428,0.138,116.346
3601.1,29.838,4.285,2.424,0.14,117.78
3601.2,28.822,4.443,2.415,0.144,120.357
3601.3,27.911,4.949,2.4,0.146,122.801
3601.4,27.262,5.801,2.385,0.147,124.906
3601.5,23.16,6.34,2.374,0.148,126.429
3601.6,19.277,6.713,2.37,0.15,127.558
3601.7,18.629,7.412,2.368,0.154,128.573
3601.8,18.525,7.955,2.362,0.158,129.513
3601.9,19.495,7.648,2.347,0.161,130.569
3602.0,19.489,7.213,2.325,0.162,131.585
3602.1,21.023,7.092,2.303,0.161,132.393
3602.2,23.093,7.171,2.287,0.16,133.2
3602.3,26.113,6.874,2.276,0.159,134.002
3602.4,28.398,6.484,2.271,0.158,134.782
3602.5,31.647,6.351,2.269,0.158,135.269
3602.6,34.239,6.263,2.263,0.162,135.623
3602.7,37.697,6.099,2.258,0.161,135.984
3602.8,41.402,5.466,2.257,0.163,136.726
3602.9,46.029,4.786,2.259,0.164,137.783
3603.0,51.024,3.687,2.262,0.164,139.602
3603.1,52.498,2.921,2.262,0.165,141.053
3603.2,52.761,2.341,2.26,0.169,142.183
3603.3,50.201,2.419,2.255,0.17,142.381
3603.4,46.685,2.873,2.248,0.176,142.305
3603.5,43.616,3.624,2.243,0.184,141.997
3603.6,44.466,4.083,2.237,0.191,141.637
3603.7,44.966,4.333,2.232,0.197,140.953
3603.8,45.381,4.413,2.231,0.202,139.939
3603.9,47.024,3.877,2.24,0.205,137.828
3604.0,53.019,2.898,2.265,0.203,135.632
3604.1,57.829,2.61,2.308,0.196,133.373
3604.2,62.358,2.455,2.36,0.186,131.985
3604.3,65.429,2.21,2.401,0.175,131.206
3604.4,68.074,1.562,2.416,0.173,131.234
3604.5,66.693,1.458,2.403,0.177,131.755
3604.6,64.286,1.528,2.372,0.18,132.291
3604.7,64.332,1.556,2.343,0.18,132.722
3604.8,63.928,1.439,2.326,0.18,132.863
3604.9,64.471,1.491,2.324,0.178,132.912
3605.0,63.931,1.563,2.334,0.183,132.89
3605.1,64.094,1.631,2.355,0.192,133.035
3605.2,61.402,1.724,2.381,0.205,133.223
3605.3,58.882,1.93,2.407,0.214,133.398
3605.4,55.115,2.0,2.428,0.215,133.372
3605.5,48.824,1.866,2.445,0.216,133.26
3605.6,43.234,1.439,2.457,0.206,133.105
3605.7,39.965,1.739,2.466,0.199,132.851
3605.8,36.893,3.263,2.472,0.193,132.631
3605.9,37.575,3.258,2.475,0.189,132.837
3606.0,38.915,2.409,2.481,0.186,133.209
3606.1,38.269,1.879,2.49,0.185,133.704
3606.2,37.508,2.176,2.502,0.186,134.415
3606.3,36.515,3.261,2.513,0.189,135.351
3606.4,34.139,3.82,2.519,0.191,136.435
3606.5,33.159,4.439,2.515,0.193,137.373
3606.6,32.256,4.812,2.495,0.199,138.383
3606.7,30.878,4.959,2.461,0.203,139.453
3606.8,29.92,4.999,2.418,0.206,140.396
3606.9,31.602,5.073,2.379,0.207,141.315
3607.0,33.189,4.802,2.356,0.205,142.209
3607.1,35.108,4.349,2.353,0.198,143.003
3607.2,39.634,3.815,2.36,0.199,143.723
3607.3,43.819,3.722,2.358,0.199,144.355
3607.4,47.203,2.962,2.335,0.2,144.916
3607.5,47.732,2.342,2.297,0.201,145.172
3607.6,47.704,2.07,2.26,0.202,144.972
3607.7,47.788,1.877,2.237,0.203,144.44
3607.8,47.767,1.794,2.227,0.204,143.951
3607.9,46.562,1.75,2.221,0.205,143.635
3608.0,46.919,1.923,2.217,0.208,143.489
3608.1,47.428,1.949,2.217,0.214,143.385
3608.2,47.789,1.773,2.226,0.214,143.296
3608.3,48.395,1.412,2.245,0.215,143.457
3608.4,52.832,1.233,2.272,0.215,143.699
3608.5,56.979,1.256,2.296,0.216,143.965
3608.6,60.491,1.32,2.307,0.219,144.173
3608.7,62.328,1.034,2.303,0.223,144.322
3608.8,60.94,0.751,2.292,0.227,144.329
3608.9,62.063,0.756,2.283,0.23,143.85
3609.0,62.079,1.02,2.282,0.232,143.048
3609.1,61.738,1.229,2.29,0.234,141.738
3609.2,62.508,1.143,2.308,0.232,140.79
3609.3,60.667,1.074,2.337,0.233,140.081
3609.4,59.449,1.104,2.375,0.233,139.601
3609.5,57.905,1.156,2.419,0.233,139.577
3609.6,57.551,1.142,2.465,0.234,139.889
3609.7,55.991,1.116,2.51,0.236,140.378
3609.8,54.838,1.091,2.547,0.239,141.108
3609.9,56.698,0.99,2.57,0.236,142.039
3610.0,59.566,0.96,2.573,0.228,142.349
3610.1,61.468,0.987,2.554,0.222,142.779
3610.2,65.61,1.055,2.519,0.221,143.336
3610.3,67.028,1.195,2.48,0.225,142.611
3610.4,68.112,1.385,2.447,0.228,141.377
3610.5,69.677,1.966,2.429,0.231,139.553
3610.6,71.243,1.972,2.412,0.234,135.146
3610.7,73.474,2.135,2.406,0.234,130.692
3610.8,71.179,3.068,2.403,0.232,126.54
3610.9,69.518,4.464,2.404,0.233,124.751
3611.0,67.719,6.299,2.413,0.236,123.798
3611.1,64.684,3.973,2.435,0.238,123.755
3611.2,63.675,3.372,2.467,0.241,126.235
3611.3,67.737,3.954,2.5,0.244,129.172
3611.4,72.879,7.493,2.523,0.247,131.867
3611.5,79.157,16.675,2.529,0.249,138.347
3611.6,84.473,31.127,2.516,0.249,144.58
3611.7,83.933,40.888,2.493,0.244,146.639
3611.8,82.151,56.371,2.472,0.241,144.524
3611.9,76.145,77.962,2.457,0.24,140.057
3612.0,66.158,375.14,2.444,0.243,132.569
3612.1,55.844,62228.035,2.43,0.249,130.198
3612.2,48.166,31230.385,2.416,0.256,129.682
3612.3,43.761,136.523,2.409,0.267,125.744
3612.4,57.629,102.679,2.415,0.271,124.36
3612.5,56.465,87.072,2.434,0.273,124.377
3612.6,45.499,67.497,2.456,0.268,123.373
3612.7,35.751,61.442,2.475,0.254,123.374
3612.8,26.549,54.572,2.482,0.234,124.124
3612.9,20.077,50.535,2.477,0.212,125.222
3613.0,15.96,45.158,2.457,0.194,127.554
3613.1,13.567,44.241,2.426,0.185,130.951
3613.2,11.509,45.71,2.388,0.179,132.89
3613.3,10.72,50.565,2.351,0.175,135.339
3613.4,9.231,50.159,2.322,0.17,138.349
3613.5,8.678,41.807,2.301,0.169,140.262
3613.6,8.508,37.931,2.283,0.168,141.701
3613.7,9.697,37.604,2.268,0.17,142.586
3613.8,9.232,36.367,2.253,0.169,142.179
3613.9,8.477,33.583,2.242,0.168,141.104
3614.0,8.759,32.245,2.236,0.167,139.171
3614.1,8.767,30.031,2.236,0.165,137.434
3614.2,8.828,23.623,2.24,0.162,135.58
3614.3,8.771,21.305,2.246,0.158,133.435
3614.4,8.734,26.444,2.249,0.155,132.259
3614.5,8.916,31.552,2.247,0.153,131.24
3614.6,9.914,21.834,2.242,0.154,130.07
3614.7,10.352,21.203,2.237,0.155,130.913
3614.8,9.855,26.704,2.234,0.157,132.257
3614.9,10.515,30.764,2.235,0.161,133.262
3615.0,10.799,33.991,2.238,0.161,134.405
3615.1,11.569,33.339,2.243,0.163,135.516
3615.2,11.694,21.928,2.248,0.164,136.273
3615.3,10.964,16.726,2.252,0.166,136.985
3615.4,10.827,14.479,2.256,0.168,137.711
3615.5,10.843,16.346,2.258,0.17,138.645
3615.6,11.246,23.061,2.26,0.171,139.463
3615.7,12.27,25.609,2.265,0.17,140.163
3615.8,12.648,29.942,2.271,0.166,140.409
3615.9,11.771,35.165,2.275,0.163,140.633
3616.0,11.314,34.168,2.274,0.16,140.819
3616.1,11.786,39.675,2.266,0.159,140.608
3616.2,11.863,44.703,2.251,0.159,140.29
3616.3,11.74,45.682,2.235,0.16,139.878
3616.4,11.895,46.66,2.222,0.163,139.25
3616.5,11.292,46.699,2.212,0.166,139.729
3616.6,11.303,46.737,2.206,0.171,141.409
3616.7,11.987,46.776,2.2,0.17,142.459
3616.8,10.887,46.815,2.192,0.169,143.315
3616.9,10.278,46.846,2.183,0.166,143.955
3617.0,11.213,46.878,2.174,0.168,143.845
3617.1,11.181,47.51,2.166,0.169,143.592
3617.2,10.763,48.251,2.161,0.169,143.23
3617.3,11.355,48.713,2.161,0.171,142.448
3617.4,11.833,49.019,2.161,0.174,141.518
3617.5,12.213,50.854,2.16,0.176,140.436
3617.6,11.093,51.73,2.156,0.177,139.038
3617.7,10.908,53.085,2.153,0.176,137.411
3617.8,10.921,55.397,2.153,0.178,135.394
3617.9,11.046,62.62,2.158,0.176,133.0
3618.0,11.27,66.199,2.164,0.176,130.54
3618.1,10.774,71.8,2.17,0.173,128.246
3618.2,11.339,78.957,2.174,0.168,125.552
3618.3,11.786,68.642,2.178,0.164,122.931
3618.4,12.135,63.3,2.185,0.162,121.295
3618.5,14.413,58.86,2.201,0.161,119.975
3618.6,16.707,56.669,2.232,0.161,118.986
3618.7,19.884,58.11,2.277,0.164,119.031
3618.8,24.826,65.092,2.328,0.167,119.68
3618.9,29.047,69.79,2.379,0.169,120.743
3619.0,33.867,68.225,2.422,0.168,122.185
3619.1,39.64,34.868,2.457,0.169,124.202
3619.2,45.668,12.407,2.482,0.169,126.687
3619.3,51.052,5.831,2.497,0.169,129.89
3619.4,52.562,4.61,2.502,0.168,133.537
3619.5,53.918,3.674,2.501,0.166,137.595
3619.6,54.5,3.342,2.5,0.164,141.832
3619.7,55.17,2.859,2.499,0.165,145.583
3619.8,53.737,2.403,2.496,0.167,148.79
3619.9,52.732,1.967,2.487,0.175,150.502
