DEPTH,GR,RT,RHOB,NPHI,DT
3279.1908,69.2469024,1.36080002,2.29999995,0.24699999,67.4487991
3279.3432,68.9329986,1.28149998,2.29999995,0.2493,67.2528991
3279.4956,68.6191024,1.20229995,2.29999995,0.25159999,67.0310974
3279.648,69.5749969,1.15260004,2.30890011,0.24719999,66.8627014
3279.8004,70.5686035,1.10389995,2.31800007,0.24259999,69.6163024
3279.9528,71.5623016,1.05509996,2.32719993,0.2379,69.6804962
3280.1052,73.9719009,1.1473,2.34890007,0.23479999,82.4496994
3280.2576,77.0168991,1.30280005,2.37639999,0.23219999,94.4906997
3280.41,80.061798,1.45819997,2.40380001,0.22969999,92.5248031
3280.5624,81.6965026,1.66729998,2.42249989,0.2264,89.6632003
3280.7148,81.297203,1.95379996,2.42860007,0.22179999,92.2219009
3280.8672,80.8979034,2.24029994,2.43470001,0.21729999,99.421997
3281.0196,80.2991027,2.52920007,2.44039988,0.2125,96.8515014
3281.172,78.3483963,2.83400011,2.4433999,0.20509999,94.3916015
3281.3244,76.3976974,3.1387999,2.44650006,0.19769999,89.9666976
3281.4768,74.4469985,3.44359993,2.44950008,0.1903,87.1878967
3281.6292,76.7623977,3.56750011,2.46810007,0.1861,83.3246002
3281.7816,79.8440017,3.65899991,2.4893999,0.1824,83.1680984
3281.934,82.9254989,3.75040006,2.51079988,0.1787,80.4490966
3282.0864,86.0260009,3.61549997,2.51830005,0.1745,77.9554977
3282.2388,89.141098,3.30760002,2.51519989,0.1699,77.637001
3282.3912,92.2561035,2.99979996,2.51220011,0.16539999,78.096199
3282.5436,94.1975021,2.73469996,2.50999999,0.16269999,80.0072021
3282.696,93.2098999,2.5762,2.50999999,0.16459999,80.2298965
3282.8484,92.2223968,2.41770005,2.50999999,0.1666,84.5376968
3283.0008,91.2416,2.25939989,2.50999999,0.16859999,84.3468017
3283.1532,91.5494995,2.14359998,2.5130999,0.16789999,76.8426971
3283.3056,91.8572998,2.02769994,2.51609992,0.16719999,81.495697
3283.458,92.1651992,1.91190004,2.51920008,0.1665,83.5345001
3283.6104,90.8700027,1.85570001,2.52439999,0.1639,79.5504989
3283.7628,88.9649963,1.82219994,2.53049993,0.16069999,79.9268035
3283.9152,87.0599975,1.78869998,2.53660011,0.15739999,78.5410003
3284.0676,85.9012985,1.74969995,2.5373001,0.15659999,81.9516983
3284.22,85.6788024,1.70399999,2.53119993,0.1588,82.2111968
3284.3724,85.4562988,1.65830004,2.52509999,0.16099999,79.9677963
3284.5248,85.0983963,1.62249994,2.51799988,0.16359999,78.5033035
3284.6772,84.0438003,1.63769996,2.5058,0.1676,76.2994003
3284.8296,82.9891967,1.65299999,2.49359989,0.1717,77.5537033
3284.982,81.9346008,1.66820001,2.48140001,0.17579999,75.9330978
3285.1344,81.8933029,1.62160003,2.47189998,0.1773,70.0195999
3285.2868,81.9878005,1.56679999,2.46280002,0.17839999,69.5615005
3285.4392,82.0822982,1.51189994,2.45359992,0.17949999,67.5827026
3285.5916,81.0812988,1.46800005,2.4518001,0.1771,68.2720031
3285.744,79.3529968,1.43139994,2.45490002,0.17239999,66.5653991
3285.8964,77.6248016,1.39489996,2.45790004,0.16779999,66.6548004
3286.0488,75.8135986,1.52129995,2.47270011,0.16249999,84.3374023
3286.2012,73.8263015,1.99370002,2.51230001,0.15569999,74.601799
3286.3536,71.8391036,2.46620011,2.5518999,0.149,80.7303009
3286.506,69.9861984,2.90729999,2.58920001,0.1427,73.5758972
3286.6584,71.4125976,2.5841999,2.56780004,0.14589999,77.4461975
3286.8108,72.8391036,2.26110005,2.54649996,0.1491,74.0939025
3286.9632,74.2656021,1.93799996,2.52519989,0.1523,68.2975997
3287.1156,75.0746994,1.94790005,2.54310011,0.15039999,67.7601013
3287.268,75.6874008,2.06369996,2.57360005,0.14689999,68.4364013
3287.4204,76.300003,2.1795001,2.60409998,0.14339999,75.8713989
3287.5728,76.2778015,2.14829993,2.61420011,0.14409999,85.5156021
3287.7252,75.5615997,1.9562,2.60199999,0.14929999,87.6598968
3287.8776,74.8452987,1.76419997,2.58979988,0.15449999,86.6733016
3288.03,74.4469985,1.59979999,2.57220005,0.1606,81.3219985
3288.1824,75.346199,1.54799997,2.53259992,0.1702,77.936798
3288.3348,76.2453002,1.49619996,2.49300003,0.1798,80.1070022
3288.4872,77.1445007,1.44439995,2.45329999,0.1894,76.4577026
3288.6396,78.8254013,1.55169999,2.45840001,0.18649999,71.5150985
3288.792,80.5780029,1.67359995,2.46749997,0.1825,75.3740005
3288.9444,82.3305969,1.79550004,2.47670006,0.17849999,67.3639984
3289.0968,83.6765975,2.01810002,2.48769998,0.17849999,66.3026962
3289.2492,84.7891998,2.29850006,2.4999001,0.18089999,67.7851028
3289.4016,85.9017028,2.57890009,2.51209998,0.1833,65.2730026
3289.554,86.3639984,2.82369995,2.52760004,0.1815,67.1175003
3289.7064,85.6417007,3.00359988,2.54889988,0.17229999,68.1451034
3289.8588,84.9192962,3.18339991,2.57019996,0.1631,64.9094009
3290.0112,84.3279037,3.37549996,2.59109997,0.15459999,65.5156021
3290.1636,85.3887023,3.72300004,2.60640001,0.1544,65.9891967
3290.316,86.4494018,4.07049989,2.62159991,0.1542,67.2962036
3290.4684,87.5101013,4.41800022,2.63680005,0.15399999,68.0864028
3290.6208,86.1499023,4.10099983,2.63759994,0.155,67.5626983
3290.7732,84.1565017,3.61030006,2.63450002,0.15629999,69.4578018
3290.9256,82.1631011,3.11960005,2.6315,0.1576,70.245697
3291.078,82.0027999,2.74270009,2.62220001,0.15909999,72.7705001
3291.2304,83.5907974,2.47449994,2.60700011,0.16089999,77.6968002
3291.3828,85.1788024,2.20630002,2.59170007,0.16269999,79.5190963
3291.5352,86.0507965,2.02040004,2.56590008,0.16719999,77.2956008
3291.6876,84.5390014,2.10879993,2.50500011,0.1805,75.7118988
3291.84,83.0271987,2.19720005,2.444,0.1937,77.4207992
3291.9924,81.5154037,2.28559994,2.38299989,0.207,79.0774002
3292.1448,81.8020019,2.39140009,2.36840009,0.2175,78.9593963
3292.2972,82.1829986,2.4979999,2.35619997,0.22769999,79.8427963
3292.4496,82.5640029,2.60470008,2.3440001,0.238,77.0382003
3292.602,80.8030014,2.36459994,2.342,0.23819999,78.1554031
3292.7544,77.9835968,1.95309996,2.34509992,0.2334,77.9023971
3292.9068,75.1641998,1.54159998,2.34809994,0.22849999,77.9815979
3293.0592,73.0764999,1.28530001,2.34640002,0.22779999,78.1149978
3293.2116,72.1408004,1.27310001,2.33730006,0.2335,82.4065017
3293.364,71.2050018,1.26090002,2.3282001,0.23919999,87.4777984
3293.5164,70.1975021,1.24539995,2.3197,0.24369999,90.8198013
3293.6688,68.5942001,1.20270001,2.31660008,0.23819999,81.4234008
3293.8212,66.9909973,1.16009998,2.31360006,0.2327,76.8192977
3293.9736,65.3877029,1.11740005,2.3104999,0.2272,76.0635986
3294.126,64.9008026,1.07219994,2.30500006,0.22859999,73.0137023
3294.2784,64.6479034,1.02649998,2.29889988,0.2316,72.9794006
3294.4308,64.3948974,0.98079997,2.29279994,0.23459999,75.9952011
3294.5832,63.6293983,0.95499998,2.28830003,0.23739999,75.666603
3294.7356,62.4375991,0.94590002,2.28530001,0.24029999,76.7257995
3294.888,61.2458,0.93669998,2.28220009,0.2431,78.8375015
3295.0404,59.9644012,0.92430001,2.28159999,0.24379999,84.8047027
3295.1928,58.4342994,0.90299999,2.28769993,0.23849999,87.1316986
3295.3452,56.9042015,0.88169997,2.29380011,0.23309999,87.3126983
3295.4976,55.3740997,0.8603,2.29990005,0.22779999,84.3034973
3295.65,57.5009994,0.81199997,2.32100009,0.21999999,79.4396972
3295.8024,59.6864013,0.76319998,2.34229993,0.2122,82.6603012
3295.9548,61.8717994,0.71450001,2.36369991,0.2043,81.6690979
3296.1072,62.2262992,0.86720001,2.38499999,0.1958,80.2236022
3296.2596,61.8087005,1.10500001,2.40630006,0.18709999,79.6643981
3296.412,61.3911018,1.3427,2.42770004,0.17839999,81.0372009
3296.5644,60.5446014,1.67709994,2.45029997,0.1701,82.4934997
3296.7168,59.1120986,2.14339995,2.47469997,0.16249999,84.5728988
3296.8692,57.6795005,2.6098001,2.49909996,0.15489999,82.8181991
3297.0216,56.8672981,2.94740009,2.51699995,0.14939999,77.5365982
3297.174,59.8116989,2.50539994,2.49559998,0.1561,77.0241012
3297.3264,62.7560997,2.06340003,2.4742999,0.16279999,76.9402999
3297.4788,65.7004013,1.62150001,2.45300006,0.16959999,76.2800979
3297.6312,66.7135009,1.43400001,2.43429994,0.17679999,80.2959976
3297.7836,67.4145965,1.28770005,2.41599988,0.1841,79.9096984
3297.936,68.1156005,1.14139997,2.39770007,0.1913,85.524002
3298.0884,66.884201,1.11889994,2.39179992,0.1911,62.4034996
3298.2408,64.2537994,1.18599998,2.39479994,0.18529999,62.4304008
3298.3932,61.6234016,1.25300002,2.3979001,0.17949999,62.0205993
3298.5456,59.6085014,1.3456,2.4137001,0.17299999,67.2939987
3298.698,59.0354995,1.49800002,2.45939993,0.16459999,73.5354995
3298.8504,58.4625015,1.65040004,2.50510001,0.1562,73.8795013
3299.0028,57.9150009,1.80120003,2.54929995,0.1483,74.1554031
3299.1552,58.7288017,1.86829996,2.51279997,0.1639,80.0688018
3299.3076,59.5425987,1.93529999,2.4762001,0.17939999,79.9543991
3299.46,60.3563995,2.00239992,2.43959999,0.19499999,78.6774978
3299.6124,62.0852012,2.06270003,2.43000006,0.19689999,74.9531021
3299.7648,64.1395034,2.12059998,2.43000006,0.1939,76.3454971
3299.9172,66.193901,2.17849993,2.43000006,0.19079999,78.0423965
3300.0696,66.9160995,2.1933,2.43140006,0.19079999,79.0185012
3300.222,66.0534973,2.15669989,2.43440008,0.19419999,82.6204986
3300.3744,65.1909027,2.12010002,2.4375,0.1976,74.8611984
3300.5268,64.609703,2.17519998,2.44320011,0.19769999,74.3234024
3300.6792,65.3472976,2.65989995,2.46149992,0.1826,65.299797
3300.8316,66.084999,3.14450001,2.47979998,0.1674,68.5852966
3300.984,66.8226013,3.62910008,2.49810004,0.1523,63.3751983
3301.1364,66.4772033,3.32540011,2.4972999,0.156,65.8808975
3301.2888,66.0046997,2.92910003,2.49419999,0.16179999,70.1433029
3301.4412,65.5323028,2.53290009,2.49119997,0.16769999,72.7086029
3301.5936,64.0976028,2.25830006,2.48810005,0.1711,74.4285964
3301.746,62.0584983,2.06019997,2.48510003,0.1729,69.9531021
3301.8984,60.0194015,1.8621,2.48200011,0.1747,68.0244979
3302.0508,58.4253005,1.73510003,2.47900009,0.17569999,74.0476989
3302.2032,57.721199,1.75030004,2.47589993,0.17499999,76.0109024
3302.3556,57.0171012,1.76559996,2.47289991,0.1743,90.3188018
3302.508,56.3630981,1.77310001,2.46979999,0.1736,96.4185028
3302.6604,56.6130981,1.64209997,2.46679997,0.17219999,96.7546005
3302.8128,56.8629989,1.51100003,2.46370005,0.1708,96.9352035
3302.9652,57.1128997,1.37989997,2.46070003,0.1694,97.1157989
3303.1176,56.7771987,1.31239998,2.46000003,0.1703,97.1542968
3303.27,56.2681999,1.26359999,2.46000003,0.172,88.2789001
3303.4224,55.759201,1.2148,2.46000003,0.1736,84.2230987
3303.5748,55.374298,1.17499995,2.46000003,0.17409999,81.0199966
3303.7272,55.1183013,1.14460003,2.46000003,0.17339999,79.9598999
3303.8796,54.8623008,1.11409997,2.46000003,0.1728,81.3361968
3304.032,54.6433982,1.07780003,2.45939993,0.17239999,78.9590988
3304.1844,54.5640983,1.01989996,2.45630002,0.17299999,68.5669021
3304.3368,54.4849014,0.96200001,2.45329999,0.1736,70.7830963
3304.4892,54.4056015,0.9041,2.45020008,0.1743,76.1151962
3304.6416,54.9861984,0.89149999,2.45280003,0.1788,81.4477005
3304.794,55.6171989,0.88239997,2.45589995,0.18369999,78.4620971
3304.9464,56.2481002,0.87319999,2.45889997,0.1886,75.2496032
3305.0988,57.2209014,0.88190001,2.45210003,0.192,72.4124984
3305.2512,58.3791007,0.90009999,2.43989992,0.1947,68.1075973
3305.4036,59.5373992,0.91839998,2.42770004,0.1973,74.9633026
3305.556,60.3326988,0.921,2.41549992,0.19879999,78.9533996
3305.7084,60.5033988,0.89670002,2.40330004,0.1981,78.693901
3305.8608,60.6740989,0.87230002,2.39109992,0.1974,77.4804
3306.0132,60.8451004,0.8542,2.37919998,0.1974,77.7549972
3306.1656,61.0187988,0.90299999,2.37010002,0.20399999,77.7469024
3306.318,61.192501,0.95179998,2.36089992,0.2105,76.6941986
3306.4704,61.3662986,1.00049996,2.35179996,0.21709999,73.6123962
3306.6228,61.436798,0.9756,2.3598001,0.21529999,77.1491012
3306.7752,61.4826011,0.93290001,2.37199997,0.2115,87.3753967
3306.9276,61.5283012,0.89029997,2.38420009,0.20769999,83.623497
3307.08,61.8987998,0.88919997,2.38680005,0.20329999,89.8976974
3307.2324,62.563301,0.92580002,2.38070011,0.1985,90.1082
3307.3848,63.2276992,0.96240001,2.37459993,0.19359999,92.0867996
3307.5372,64.0282974,0.9803,2.36849999,0.1904,96.7682037
3307.6896,65.2506027,0.94069999,2.36240005,0.19259999,94.632698
3307.842,66.4728012,0.90109997,2.35630011,0.1947,93.3303985
3307.9944,67.6950988,0.86150002,2.35019993,0.19679999,91.4455032
3308.1468,69.7658004,0.8747,2.36170005,0.1985,94.3199005
3308.2992,71.8690032,0.88990002,2.37389993,0.2001,82.2462997
3308.4516,73.9720993,0.9052,2.38610005,0.2018,78.7554016
3308.604,74.8626022,0.91829997,2.38579988,0.20379999,76.2746963
3308.7564,75.1886978,0.93049997,2.37969994,0.20589999,72.5766983
3308.9088,75.514801,0.94270002,2.3736,0.208,72.3374023
3309.0612,76.019699,0.95609998,2.37610006,0.2064,74.6912002
3309.2136,76.790802,0.97140002,2.39140009,0.1992,76.2365036
3309.366,77.5619964,0.98659998,2.40659999,0.192,76.8956985
3309.5184,78.5042037,1.01209998,2.42179989,0.18569999,77.7443008
3309.6708,80.6927032,1.11269998,2.43709993,0.1867,81.3077011
3309.8232,82.8811035,1.21329998,2.45230007,0.1876,81.1416015
3309.9756,85.0696029,1.31389999,2.4676001,0.1885,86.1162033
3310.128,86.0651016,1.28649997,2.46230006,0.19079999,84.4618988
3310.2804,86.8331985,1.23469996,2.4532001,0.19329999,85.708702
3310.4328,87.6013031,1.18280005,2.444,0.1958,85.7095031
3310.5852,87.3419036,1.26049995,2.44000005,0.19609999,83.5021972
3310.7376,86.2720031,1.4404,2.44000005,0.1946,85.947998
3310.89,85.2022018,1.62020003,2.44000005,0.1932,86.2287979
3311.0424,84.0373992,1.66349995,2.4375,0.19339999,88.6651992
3311.1948,82.6261978,1.35259997,2.4282999,0.19789999,89.3357009
3311.3472,81.2148971,1.0417,2.41919994,0.20239999,89.1811981
3311.4996,79.800003,0.73000001,2.41000008,0.2069,89.2554016
3311.652,79.936798,0.76340001,2.42219996,0.20329999,88.6999969
3311.8044,80.0739974,0.79699999,2.43440008,0.19979999,84.1498031
3311.9568,80.2110977,0.8305,2.44650006,0.19619999,81.6841964
3312.1092,79.2235031,0.83560001,2.44779992,0.19189999,81.430397
3312.2616,77.7910003,0.82950001,2.4447999,0.18729999,80.6057968
3312.414,76.3583984,0.82340002,2.44169998,0.18269999,83.604103
3312.5664,74.8980026,0.81730002,2.43339991,0.1823,79.3371963
3312.7188,73.4013977,0.81120002,2.41810011,0.18719999,77.2819976
3312.8712,71.9048004,0.80519998,2.40289998,0.1922,75.0360031
3313.0236,70.7659988,0.7967,2.38910007,0.1965,73.0369033
3313.176,71.5798034,0.77539998,2.38299989,0.19689999,70.655899
3313.3284,72.3936004,0.754,2.37689995,0.1973,65.7942962
3313.4808,73.2074966,0.73269999,2.37080001,0.19769999,73.4393005
3313.6332,75.9153976,0.79930001,2.38330006,0.1904,72.0913009
3313.7856,78.8963012,0.87849998,2.3986001,0.18199999,75.0479965
3313.938,81.8772964,0.95779997,2.4138,0.1735,77.3975982
3314.0904,82.8152008,0.92129999,2.41459989,0.17409999,75.9979019
3314.2428,82.3518981,0.80549997,2.40540003,0.18089999,79.1337966
3314.3952,81.8886032,0.68959999,2.39630007,0.1876,77.7194976
3314.5476,81.0158996,1.03840005,2.40050005,0.1879,76.1568984
3314.7,79.2419967,2.41000008,2.43400001,0.17389999,79.2643966
3314.8524,77.4681015,3.78159999,2.46749997,0.15979999,80.0238037
3315.0048,75.6725997,5.23360013,2.50090003,0.14589999,80.5542984
3315.1572,73.2158966,9.15629959,2.52830004,0.1368,71.1464996
3315.3096,70.759201,13.0790996,2.55570006,0.1277,72.664299
3315.462,68.302597,17.0018997,2.58319997,0.11869999,70.8358993
3315.6144,70.0238037,16.9480991,2.59689998,0.11959999,77.8416976
3315.7668,73.132698,15.5734996,2.60599994,0.12399999,75.9480972
3315.9192,76.2416992,14.1988,2.61520004,0.12829999,74.5922012
3316.0716,78.0245971,11.9205999,2.60570001,0.136,68.7261962
3316.224,78.3110961,8.6225996,2.57520008,0.1474,66.3975982
3316.3764,78.5976028,5.32469987,2.5446999,0.1588,67.2172012
3316.5288,78.7464981,2.61719989,2.5130999,0.17,79.8744964
3316.6812,78.3044967,2.4433999,2.47650003,0.1805,73.199501
3316.8336,77.8626022,2.26970005,2.43989992,0.19099999,74.5382995
3316.986,77.4206008,2.09599995,2.40339994,0.20149999,82.060501
3317.1384,81.7396011,2.14639997,2.40280008,0.20329999,79.5223999
3317.2908,86.5401992,2.21959996,2.4058001,0.20419999,80.7003021
3317.4432,91.3407974,2.29270005,2.40890002,0.2052,83.695198
3317.5956,95.971199,2.3887999,2.41000008,0.20579999,84.8948974
3317.748,100.500602,2.4986,2.41000008,0.2064,78.9373016
3317.9004,105.029899,2.60829997,2.41000008,0.2069,83.0899963
3318.0528,108.6595,2.60400009,2.41739988,0.20749999,82.759201
3318.2052,110.591903,2.38450002,2.43869996,0.208,81.3704986
3318.3576,112.524398,2.16510009,2.46009993,0.20839999,76.2138977
3318.51,114.284797,1.94679999,2.48000001,0.2089,74.8756027
3318.6624,113.596,1.74559998,2.48000001,0.20839999,76.0923004
3318.8148,112.907096,1.54449999,2.48000001,0.208,78.7369003
3318.9672,112.218299,1.34329998,2.48000001,0.20759999,79.728897
3319.1196,110.563003,1.22819995,2.46329998,0.21379999,77.7139968
3319.272,108.642799,1.13680005,2.44190001,0.2219,80.1022033
3319.4244,106.722602,1.04540002,2.42059993,0.2299,87.4991989
3319.5768,104.902198,0.99229997,2.40689992,0.23119999,86.0372009
3319.7292,103.18,0.97710001,2.40079998,0.2257,84.3929977
3319.8816,101.457901,0.96179997,2.39470005,0.2203,84.4429016
3320.034,99.7358016,0.96359997,2.39199995,0.21539999,82.0029983
3320.1864,98.0137023,1.02460002,2.40120005,0.21209999,77.7571029
3320.3388,96.291603,1.0855,2.41030001,0.2088,78.7722015
3320.4912,94.5693969,1.14649999,2.41950011,0.2055,79.4327011
3320.6436,88.993103,1.09829998,2.42000007,0.2017,81.0183029
3320.796,83.180603,1.04340004,2.42000007,0.19799999,81.7145996
3320.9484,77.3679962,0.98860001,2.42000007,0.19419999,79.2080993
3321.1008,73.0936965,0.95389997,2.41190004,0.1981,83.6112976
3321.2532,69.6067962,0.92949998,2.39969992,0.206,88.2881011
3321.4056,66.1199035,0.90509998,2.38759994,0.21379999,86.0291976
3321.558,64.2557983,0.86909997,2.37879991,0.21989999,88.2675018
3321.7104,65.0329971,0.8143,2.37579989,0.22319999,86.4119033
3321.8628,65.8103027,0.75940001,2.37269997,0.2264,85.1027984
3322.0152,66.4717025,0.7091,2.36910009,0.2292,87.8581008
3322.1676,66.0876007,0.69989997,2.35989999,0.22789999,77.9777984
3322.32,65.703598,0.69080001,2.35080003,0.22669999,82.594902
3322.4724,65.3195037,0.68169999,2.34170007,0.2254,89.5714035
3322.6248,64.498703,0.6775,2.34500002,0.2263,80.8199005
3322.7772,63.5812988,0.67449998,2.35109996,0.22769999,78.5587997
3322.9296,62.6637992,0.67140001,2.3571999,0.2291,82.9217987
3323.082,62.6778984,0.66339999,2.35669994,0.23149999,89.1228027
3323.2344,63.4916992,0.65119999,2.3506,0.23489999,85.1589965
3323.3868,64.3054962,0.63910001,2.34450006,0.23829999,86.3509979
3323.5392,64.8888015,0.63160002,2.33920001,0.24019999,87.172203
3323.6916,64.8065032,0.63770002,2.33619999,0.238,87.5406036
3323.844,64.7241973,0.64380002,2.33310008,0.23569999,87.5515975
3323.9964,64.6418991,0.64990001,2.33010005,0.2335,87.6091003
3324.1488,65.3274993,0.67979997,2.32999992,0.23819999,85.4664993
3324.3012,66.0315017,0.71020001,2.32999992,0.243,86.9796981
3324.4536,66.7356033,0.7407,2.32999992,0.24789999,88.0576019
3324.606,66.6828994,0.75639998,2.32789993,0.24439999,87.6619033
3324.7584,66.2987976,0.7655,2.32480001,0.2371,82.3570022
3324.9108,65.9148025,0.77460002,2.32179999,0.2298,80.9384002
3325.0632,65.1376037,0.79009997,2.32130002,0.22699999,76.9036026
3325.2156,63.8056983,0.81449997,2.32430005,0.23039999,81.6836013
3325.368,62.4737014,0.83890002,2.32739996,0.23379999,84.9189987
3325.5204,61.3807983,0.92769998,2.33570003,0.23469999,83.6909027
3325.6728,61.8348999,1.43369996,2.37840008,0.2201,76.2053985
3325.8252,62.2891006,1.9397,2.4210999,0.2054,71.3324966
3325.9776,62.7433013,2.44560003,2.46370005,0.19079999,69.2878036
3326.13,61.9104003,3.71339988,2.51160001,0.17239999,69.5276031
3326.2824,60.8558006,5.11240005,2.5604,0.1534,69.8294982
3326.4348,59.8012008,6.51149988,2.6091001,0.13439999,70.0939025
3326.5872,60.0335998,6.71059989,2.64050006,0.12439999,67.8282012
3326.7396,61.2285003,6.01259994,2.65879988,0.1212,68.8326034
3326.892,62.4233016,5.31459999,2.67700004,0.11789999,62.6134986
3327.0444,63.1421012,4.78980016,2.66689991,0.1198,73.5869979
3327.1968,62.7032012,4.68620014,2.58769989,0.13429999,78.5558013
3327.3492,62.2643013,4.58249998,2.50839996,0.14869999,77.4849014
3327.5016,61.832901,4.49830007,2.42969989,0.1631,78.1728973
3327.654,62.1102981,6.24480009,2.40540003,0.1683,80.3181991
3327.8064,62.3875999,7.9913001,2.38100004,0.1735,83.6847991
3327.9588,62.6650009,9.73779964,2.35660004,0.1787,84.9982986
3328.1112,63.6918983,9.03349971,2.35890007,0.18089999,85.7209014
3328.2636,64.9963989,7.42110013,2.37109994,0.18189999,85.2983016
3328.416,66.3010025,5.80870008,2.38330006,0.18299999,78.516098
3328.5684,66.5959014,4.92269992,2.39549994,0.1816,77.0963973
3328.7208,65.6510009,4.9288001,2.40770006,0.1772,75.7067031
3328.8732,64.7061996,4.9348998,2.41989994,0.1727,65.1119003
3329.0256,63.8591003,4.94719982,2.43359994,0.1683,65.6388015
3329.178,63.4963989,4.98979997,2.45490002,0.16429999,74.771202
3329.3304,63.1337013,5.03249979,2.4763,0.16019999,75.9651031
3329.4828,62.7709007,5.07520008,2.49760007,0.1562,76.9309005
3329.6352,63.8305015,4.842,2.50810003,0.1595,77.896202
3329.7876,65.0710983,4.57380008,2.51729989,0.16369999,78.6063003
3329.94,66.3115997,4.30560016,2.52640008,0.16789999,64.6921005
3330.0924,67.2065963,3.9282999,2.51519989,0.16969999,65.6760025
3330.2448,67.877098,3.48029994,2.4907999,0.1699,61.5355987
3330.3972,68.5476989,3.03220009,2.4663999,0.1702,60.4084014
3330.5496,68.9831008,2.78559994,2.45499992,0.1709,60.7860984
3330.702,68.9312973,2.95619988,2.47020006,0.1726,63.2765007
3330.8544,68.8795013,3.12689995,2.48539996,0.1743,65.836502
3331.0068,68.8149032,3.28060007,2.50079989,0.1756,68.8925018
3331.1592,68.4766006,3.0703001,2.51909995,0.16889999,70.4341964
3331.3116,68.138298,2.85999989,2.5374,0.1621,69.2444992
3331.464,67.7998962,2.64969992,2.55570006,0.15539999,67.9369964
3331.6164,66.6212005,2.60470008,2.55069994,0.15459999,69.8422012
3331.7688,65.1825027,2.61080002,2.53850007,0.15569999,72.7387008
3331.9212,63.7439002,2.61680006,2.52629995,0.1568,71.340599
3332.0736,63.1501007,2.6229,2.52880001,0.1561,70.9073028
3332.226,63.4609985,2.62899994,2.54710006,0.1534,67.592102
3332.3784,63.7719001,2.63509988,2.56539988,0.1507,66.5570983
3332.5308,63.8819999,2.68799996,2.5848999,0.1473,67.3604965
3332.6832,63.1992988,2.92580008,2.60929989,0.1411,70.8291015
3332.8356,62.5164985,3.16350007,2.63369989,0.1349,73.2658996
3332.988,61.8338012,3.40129995,2.65809988,0.1287,76.2602005
3333.1404,61.7238006,3.46210002,2.66840004,0.12669999,76.0768966
3333.2928,61.662899,3.5078001,2.6775999,0.1252,72.2210998
3333.4452,61.6018981,3.55360007,2.6867001,0.12359999,70.0667037
3333.5976,61.7518005,3.65980005,2.68799996,0.12189999,74.5972976
3333.75,62.0200004,3.79999995,2.68499994,0.12009999,78.3525009
3333.9024,62.2882003,3.94020009,2.68199992,0.11829999,78.6132965
3334.0548,62.8283004,4.01030015,2.67670011,0.11879999,76.1761016
3334.2072,63.8524017,3.95539999,2.66759991,0.1234,71.6909027
3334.3596,64.8765029,3.90050005,2.65840005,0.128,71.5208969
3334.512,65.8121032,3.83270001,2.64779996,0.1322,67.3155975
3334.6644,65.711502,3.61330008,2.62039995,0.13249999,63.9104003
3334.8168,65.6109008,3.39380002,2.59299993,0.13279999,64.205101
3334.9692,65.5102996,3.17440009,2.56550002,0.133,63.1797981
3335.1216,64.2642974,3.16890001,2.5697,0.136,67.4357986
3335.274,62.7280998,3.2177,2.58189988,0.13959999,70.7449035
3335.4264,61.1918983,3.26640009,2.59409999,0.14319999,69.5762023
3335.5788,61.3893013,3.20169997,2.5920999,0.1465,72.4801025
3335.7312,63.2058982,3.03110003,2.5769,0.14949999,70.5950012
3335.8836,65.022499,2.86039996,2.56159996,0.1525,68.010498
3336.036,66.0693969,2.77749991,2.55649995,0.1526,68.8419036
3336.1884,64.6277008,2.97869992,2.58389997,0.14319999,68.8967971
3336.3408,63.1860008,3.17989993,2.61129999,0.13369999,71.1538009
3336.4932,61.7443008,3.38100004,2.6387999,0.1243,75.3414993
3336.6456,61.4034004,3.125,2.60509991,0.1339,76.3258972
3336.798,61.1138,2.84759998,2.56850004,0.14429999,77.8170013
3336.9504,60.8241996,2.5703001,2.53189992,0.15469999,79.2977981
3337.1028,60.7876014,2.1860001,2.49530005,0.1664,78.8883972
3337.2552,60.8728981,1.75010001,2.45880007,0.1788,82.9972
3337.4076,60.9583015,1.31429994,2.42219996,0.1911,85.3460006
3337.56,61.9748001,1.02960002,2.39879989,0.2002,93.540802
3337.7124,64.4253997,0.97780001,2.39580011,0.20419999,98.3563003
3337.8648,66.8759994,0.92599999,2.39269995,0.20819999,94.583702
3338.0172,70.1284027,0.88959997,2.38969993,0.2116,92.4813003
3338.1696,79.6838989,0.97500002,2.38660001,0.2099,86.0753021
3338.322,89.2394027,1.06029999,2.38359999,0.20819999,83.8901977
3338.4744,98.7948989,1.14569997,2.38050007,0.20649999,82.6365966
3338.6268,107.001197,1.19550001,2.41039991,0.20649999,83.7890014
3338.7792,114.935203,1.23819994,2.44700002,0.2069,79.4589996
3338.9316,122.869102,1.28079998,2.4835999,0.2073,76.0936965
3339.084,120.198898,1.421,2.50670003,0.20299999,72.2226028
3339.2364,108.893798,1.64040005,2.51889991,0.19499999,70.3716964
3339.3888,97.5887985,1.85989999,2.53110003,0.1869,71.353302
3339.5412,88.4656982,1.9821,2.53419995,0.18099999,77.7611999
3339.6936,85.2317962,1.84189999,2.51290011,0.18099999,88.6325988
3339.846,81.9979019,1.70169997,2.49160003,0.18109999,91.0662994
3339.9984,78.7639007,1.56149995,2.47020006,0.18109999,88.6044006
