DEPTH,GR,RT,RHOB,NPHI,DT
3145.9932,65.4131011,32.8027992,2.47659993,0.1867,82.5932006
3146.1456,68.9529037,23.8430995,2.47709989,0.19189999,82.6953964
3146.298,72.5251007,14.7295999,2.47399997,0.1981,80.5737991
3146.4504,76.0973968,5.61609983,2.47099995,0.2043,78.0913009
3146.6028,79.400299,2.66030001,2.45770001,0.20849999,79.2751998
3146.7552,82.5733032,2.67549991,2.43939995,0.2117,81.308197
3146.9076,85.7462005,2.69079995,2.4210999,0.2149,85.1864013
3147.06,87.3303985,2.81879997,2.39919996,0.21819999,85.2354965
3147.2124,86.4677963,3.12059998,2.37179994,0.22169999,83.4036026
3147.3648,85.6052017,3.4223001,2.34430003,0.22509999,81.9384994
3147.5172,85.0110015,3.67070007,2.32649993,0.22699999,80.2387008
3147.6696,86.5258026,3.5,2.38439989,0.21709999,78.9177017
3147.822,88.0407028,3.32940006,2.44239997,0.2072,81.393898
3147.9744,89.5554962,3.15869998,2.50029993,0.1973,82.8728027
3148.1268,93.0027999,3.08179998,2.50749993,0.2011,79.3108978
3148.2792,96.8403015,3.02390003,2.50440001,0.20769999,80.7817001
3148.4316,100.677696,2.96600008,2.50139999,0.2143,79.5490036
3148.584,103.634803,2.75020003,2.50500011,0.21699999,81.8476028
3148.7364,105.875099,2.40569996,2.51419997,0.21639999,75.245903
3148.8888,108.115402,2.06130003,2.52329993,0.2157,69.9084014
3149.0412,108.226402,1.7795,2.53159999,0.21269999,72.1679992
3149.1936,102.590698,1.6667,2.53769993,0.20319999,67.8002014
3149.346,96.9549026,1.55400002,2.54380011,0.1937,69.8993988
3149.4984,91.3191986,1.44120001,2.54990005,0.1842,73.080101
3149.6508,76.5811004,5.58400011,2.45950007,0.19529999,77.9747009
3149.8032,61.7464981,9.77190017,2.36809992,0.20669999,87.4910964
3149.9556,46.9118995,13.9598999,2.27659988,0.21809999,93.6759033
3150.108,40.1102981,21.4526004,2.23699998,0.22349999,90.4738998
3150.2604,36.6111984,30.3040008,2.21880006,0.2265,91.1853027
3150.4128,33.1120986,39.1553993,2.20050001,0.22949999,87.1695022
3150.5652,30.9144001,42.736,2.19000005,0.2318,85.8571014
3150.7176,30.457199,39.2673988,2.19000005,0.23319999,88.1419982
3150.87,30.0,35.7988014,2.19000005,0.23469999,88.9894027
3151.0224,29.6033,32.5452003,2.1926999,0.2352,89.5271987
3151.1748,29.5576,30.5396003,2.21099996,0.2301,89.6864013
3151.3272,29.5118007,28.5340003,2.22930002,0.22509999,88.9710998
3151.4796,29.4661006,26.5284996,2.24760007,0.2201,90.2909011
3151.632,29.9484004,25.7954006,2.25,0.2186,89.7581024
3151.7844,30.5123004,25.2588996,2.25,0.2177,90.4205017
3151.9368,31.0762004,24.7224998,2.25,0.2168,87.7822036
3152.0892,31.1583995,23.9272994,2.24640011,0.2196,87.0932998
3152.2416,30.8992996,22.9489002,2.24029994,0.22509999,89.2030029
3152.394,30.6401996,21.9705009,2.2342,0.2307,91.8682022
3152.5464,30.5258998,21.5692996,2.22810006,0.2342,91.0177001
3152.6988,30.7423,22.4867992,2.22199988,0.23309999,91.2474975
3152.8512,30.9587001,23.4041996,2.21600008,0.23199999,88.5046997
3153.0036,31.1641998,24.2786006,2.2105,0.2309,85.0045013
3153.156,30.9204006,23.3733997,2.23180007,0.22789999,86.9703979
3153.3084,30.6765995,22.4680995,2.25320005,0.22499999,90.1297988
3153.4608,30.4326992,21.5629005,2.27449989,0.222,86.4271011
3153.6132,30.1798,21.1352996,2.27769994,0.22259999,87.4075012
3153.7656,29.9237995,20.8731994,2.27469992,0.22439999,89.4841995
3153.918,29.6678009,20.611,2.2716,0.2263,89.680603
3154.0704,29.6032009,23.2056999,2.26719999,0.2263,88.6928024
3154.2228,29.7616996,29.1280002,2.26110005,0.22419999,86.8287963
3154.3752,29.9202003,35.0503005,2.25500011,0.2221,85.2605972
3154.5276,29.9930992,39.4241981,2.25,0.2202,85.6710968
3154.68,29.6791992,36.7967987,2.25,0.2192,86.5524978
3154.8324,29.3652992,34.1693992,2.25,0.21809999,87.1945037
3154.9848,29.0513,31.5419998,2.25,0.21709999,87.8756027
3155.1372,29.0694007,34.2846984,2.23900008,0.21719999,87.3532028
3155.2896,29.1243,37.6222,2.22679996,0.21739999,86.3720016
3155.442,29.1791,40.9598007,2.21460008,0.2176,85.4268035
3155.5944,29.4757003,43.6082,2.21569991,0.2157,85.9141006
3155.7468,29.9207,45.8333015,2.2248001,0.2124,86.0028991
3155.8992,30.3656997,48.0583,2.23399996,0.20909999,85.6752014
3156.0516,30.5268993,48.9757995,2.24,0.2069,86.0335998
3156.204,30.1336994,47.3390007,2.24,0.2071,86.853302
3156.3564,29.7404994,45.702301,2.24,0.2072,85.6641006
3156.5088,29.3759994,44.1632003,2.23979997,0.20749999,87.6707
3156.6612,29.4796009,44.2179985,2.23679995,0.2105,87.6348037
3156.8136,29.5832996,44.2728996,2.23370003,0.21349999,87.3714981
3156.966,29.6868991,44.3278007,2.23070001,0.21649999,87.1801986
3157.1184,30.2143993,41.6926002,2.23000001,0.21649999,86.6858978
3157.2708,30.8635997,38.2849006,2.23000001,0.2157,84.6048965
3157.4232,31.5128002,34.8773002,2.23000001,0.2148,83.783699
3157.5756,31.9232006,35.5867996,2.23760008,0.21269999,83.8694
3157.728,32.0908012,40.4788017,2.25279998,0.20919999,84.600502
3157.8804,32.2583999,45.3708,2.26799988,0.20569999,86.1453018
3158.0328,32.1413993,49.0834007,2.27800011,0.2029,85.9111022
3158.1852,30.9862003,48.4950981,2.26889991,0.2027,85.1787033
3158.3376,29.8309993,47.9068984,2.25970005,0.2025,83.7500991
3158.49,28.6758003,47.3185997,2.25060009,0.20219999,82.1779022
3158.6424,27.9363994,49.8916015,2.26710009,0.19949999,82.1727981
3158.7948,27.2262001,52.6865997,2.28539991,0.1967,83.4253005
3158.9472,26.5160999,55.4817008,2.30369997,0.1938,85.3370971
3159.0996,26.2619991,54.4161987,2.30800008,0.1914,85.5171966
3159.252,26.2497997,51.3041992,2.30500006,0.1893,84.1074981
3159.4044,26.2376003,48.1921997,2.3018999,0.18709999,82.4154968
3159.5568,26.1140995,47.3532981,2.30679988,0.18449999,81.3022994
3159.7092,25.8031997,50.3403015,2.32509994,0.18099999,82.5753021
3159.8616,25.4923,53.3274002,2.3434,0.17759999,85.9662017
3160.014,25.3076992,55.5329017,2.35829997,0.17499999,89.7606964
3160.1664,26.3715,50.0130004,2.33999991,0.18199999,90.9796981
3160.3188,27.4351997,44.4930992,2.32170009,0.18899999,89.1616973
3160.4712,28.4990005,38.9730987,2.30349993,0.19599999,87.0474014
3160.6236,29.1548995,33.1515998,2.32470011,0.19329999,86.3231964
3160.776,29.7157001,27.2597999,2.35520005,0.18829999,83.9085998
3160.9284,30.2765007,21.3680992,2.38569998,0.1833,77.9795989
3161.0808,30.8050003,17.2845993,2.40479993,0.1772,72.7936019
3161.2332,31.3048992,14.8035001,2.41400003,0.1699,72.5232009
3161.3856,31.8048,12.3224,2.42309999,0.16269999,73.8740997
3161.538,32.2887001,9.78820037,2.43079996,0.1585,75.6850967
3161.6904,32.7244987,7.09369993,2.43379998,0.16349999,76.2332
3161.8428,33.1604003,4.39930009,2.4368999,0.1684,76.8534011
3161.9952,33.5962982,1.70490002,2.43989992,0.17329999,78.7590026
3162.1476,34.0261993,1.68200004,2.43109989,0.1789,79.3280029
3162.3,34.4560012,1.74600005,2.42199993,0.1844,79.4966964
3162.4524,34.8857994,1.80999994,2.41289997,0.18999999,78.9338989
3162.6048,34.8628005,2.60759997,2.40370011,0.19169999,77.1116027
3162.7572,34.634201,3.73839998,2.39459991,0.19179999,76.4708023
3162.9096,34.4056015,4.86920022,2.38540005,0.19179999,76.7462005
3163.062,33.827301,7.91340017,2.37750005,0.19249999,80.7218017
3163.2144,32.7392005,13.7472,2.37140011,0.19419999,87.990097
3163.3668,31.6511001,19.5811004,2.36529994,0.1958,85.8072967
3163.5192,30.5014991,24.2371997,2.36190009,0.19799999,89.322998
3163.6716,28.9256992,20.7229003,2.37719988,0.20399999,90.3646011
3163.824,27.3498001,17.208599,2.39240002,0.2099,90.6983032
3163.9764,25.7740001,13.6941995,2.40759992,0.2158,91.0561981
3164.1288,24.6567001,17.3101997,2.45639991,0.18909999,92.7356033
3164.2812,23.6235008,22.2327995,2.51119995,0.15639999,91.8140029
3164.4336,22.5902004,27.1553001,2.56609988,0.12359999,89.8013
3164.586,22.4461994,79.5446014,2.55040001,0.11389999,87.6321029
3164.7384,22.9887008,168.582794,2.48029994,0.12169999,81.6346969
3164.8908,23.5312004,257.621002,2.41020011,0.1296,81.9226989
3165.0432,24.5438003,298.713195,2.35649991,0.1394,82.3692016
3165.1956,26.7444992,218.608703,2.34439992,0.15389999,82.0445022
3165.348,28.9451007,138.504196,2.33220005,0.1684,78.9069976
3165.5004,31.1399993,58.6100006,2.31999993,0.18289999,76.7518997
3165.6528,34.5626983,64.9664993,2.31389999,0.18629999,78.7510986
3165.8052,37.9765014,71.3062973,2.30780005,0.1897,79.2974014
3165.9576,41.3902015,77.646202,2.30170011,0.1932,81.3375015
3166.11,43.4510002,67.9634017,2.29999995,0.1947,82.5182037
3166.2624,44.9902,52.1046981,2.29999995,0.1955,83.3479995
3166.4148,46.529499,36.2458992,2.29999995,0.19629999,84.5999984
3166.5672,47.6427001,25.7255001,2.29870009,0.1967,83.6832962
3166.7196,48.2156982,21.9734001,2.29559993,0.19679999,80.4798965
3166.872,48.7887001,18.2213993,2.29259991,0.19689999,79.4375991
3167.0244,49.5945014,14.8758001,2.28900003,0.1975,78.9878005
3167.1768,51.6213989,13.6626996,2.28290009,0.20069999,81.9252014
3167.3292,53.6483993,12.4496002,2.27679991,0.20399999,86.4173965
3167.4816,55.6753005,11.2364997,2.27069997,0.2072,86.2217025
3167.634,57.5816001,23.1767997,2.24320006,0.2167,92.4645996
3167.7864,59.4714012,36.9233016,2.21269989,0.22699999,93.7229003
3167.9388,61.3610992,50.6697998,2.18219995,0.23739999,92.9357986
3168.0912,62.0561981,52.3723983,2.17000007,0.2387,91.2033004
3168.2436,61.949501,45.9929008,2.17000007,0.23399999,91.0059967
3168.396,61.8428001,39.6133995,2.17000007,0.2293,91.6697006
3168.5484,61.8600006,35.9636993,2.171,0.2263,91.2736968
3168.7008,62.1435012,38.1795997,2.17400002,0.22709999,91.5789031
3168.8532,62.4268989,40.3955001,2.17709994,0.22779999,90.8001022
3169.0056,62.7033996,42.5049018,2.18009996,0.22849999,90.1232986
3169.158,62.7947998,41.8222007,2.18319988,0.2299,90.9670028
3169.3104,62.8861999,41.1394004,2.1861999,0.23119999,91.3264007
3169.4628,62.9776992,40.4566993,2.18930006,0.2326,91.1941986
3169.6152,62.7097015,42.4948997,2.18770003,0.2342,92.1510009
3169.7676,62.3255996,45.4118995,2.18460011,0.236,92.9496002
3169.92,61.9416007,48.3288002,2.18160009,0.2378,93.1621017
3170.0724,61.9789009,50.9663009,2.18140006,0.23659999,93.862297
3170.2248,62.4818,53.2948989,2.18449997,0.23229999,94.2918014
3170.3772,62.9847984,55.6236,2.1875,0.22789999,93.7256011
3170.5296,63.2952995,58.4856986,2.19120001,0.22409999,91.4977035
3170.682,62.8075981,63.5606002,2.19729995,0.22259999,88.8447036
3170.8344,62.3199005,68.635498,2.20339989,0.2211,90.2973022
3170.9868,61.832199,73.7104034,2.20950007,0.2195,90.0897979
3171.1392,61.9821014,70.9512023,2.2184,0.21799999,90.2609024
3171.2916,62.1924018,67.4489974,2.22749996,0.21649999,90.5448989
3171.444,62.4026985,63.9468994,2.23659992,0.215,91.3640975
3171.5964,63.0467987,63.7338981,2.22460007,0.2177,92.8799972
3171.7488,63.9429016,65.4316024,2.20020008,0.2229,94.4798965
3171.9012,64.8391036,67.1294021,2.17580008,0.228,95.2960968
3172.0536,65.1980972,68.1902999,2.15890002,0.2316,95.4830017
3172.206,64.5671997,68.0775985,2.1559,0.23229999,95.2804031
3172.3584,63.9361991,67.9647979,2.15280008,0.23299999,94.044403
3172.5108,63.2916984,68.0027999,2.15170001,0.23309999,92.7026977
3172.6632,62.4687004,70.0175018,2.17610001,0.2266,91.7102966
3172.8156,61.6458015,72.0322036,2.20050001,0.2202,91.0450973
3172.968,60.8227996,74.046997,2.2249,0.21369999,89.6444015
3173.1204,61.2206993,64.9944992,2.21560001,0.21719999,88.9181976
3173.2728,61.9430999,53.0005989,2.19729995,0.22349999,88.7361984
3173.4252,62.6655006,41.0068016,2.1789999,0.22969999,88.9977035
3173.5776,63.4870986,38.6539001,2.17930006,0.22959999,89.2855987
3173.73,64.404602,45.5942001,2.19759988,0.22319999,87.3740005
3173.8824,65.3219985,52.5345001,2.21589994,0.2168,91.6235961
3174.0348,66.4378967,56.665699,2.22720003,0.21349999,93.0740966
3174.1872,68.223999,51.3042984,2.21499991,0.2203,92.0251998
3174.3396,70.0101013,45.9429016,2.20280003,0.2272,92.6657028
3174.492,71.7962036,40.5814018,2.19059991,0.23399999,92.3255996
3174.6444,72.089302,39.1910018,2.19289994,0.2342,91.7214965
3174.7968,72.2995986,38.0205993,2.19589996,0.23399999,91.7611999
3174.9492,72.5099029,36.8501014,2.19899988,0.23379999,90.8235015
3175.1016,72.5962982,36.0738983,2.20000004,0.23289999,90.7245025
3175.254,72.6205978,35.4948005,2.20000004,0.2317,91.1744995
3175.4064,72.6449966,34.915699,2.20000004,0.23039999,92.0550003
3175.5588,72.7070007,34.5658988,2.19759988,0.2301,92.5878982
3175.7112,72.8290023,34.5811004,2.19160008,0.23109999,92.5066986
3175.8636,72.9508972,34.5964012,2.1854999,0.23219999,92.2068023
3176.016,73.0046005,34.6058006,2.17969989,0.2334,93.6184997
3176.1684,72.4773025,34.5662002,2.17659997,0.2368,92.7108001
3176.3208,71.9499969,34.5265998,2.17359995,0.24009999,92.3588027
3176.4732,71.4226989,34.4869995,2.17050004,0.24339999,92.9021987
3176.6256,71.9103012,34.2865982,2.17249989,0.23989999,94.2397994
3176.778,72.6144027,34.0518989,2.17560005,0.23499999,92.8850021
3176.9304,73.3184967,33.8171997,2.17860007,0.2301,91.893898
3177.0828,73.3634033,33.8955001,2.18169999,0.2284,91.3554992
3177.2352,72.8544006,34.2369003,2.18470001,0.22949999,91.3411026
3177.3876,72.3453979,34.5782012,2.18779993,0.2307,91.3071975
3177.54,71.8603973,35.9827995,2.18919992,0.2318,90.2315979
3177.6924,71.4428024,40.375,2.1861999,0.2328,91.3049011
3177.8448,71.025299,44.7671012,2.18309998,0.23379999,91.1216964
3177.9972,70.6076965,49.1593017,2.18009996,0.23489999,89.6070022
3178.1496,70.2320022,43.6209983,2.18300008,0.23299999,87.5526962
3178.302,69.8571014,37.8969001,2.1860001,0.231,85.7930984
3178.4544,69.4822006,32.1726989,2.18910002,0.229,85.7630996
3178.6068,67.889801,28.8516006,2.20280003,0.2236,86.3430023
3178.7592,65.7774963,26.5564002,2.22110009,0.2168,85.7022018
3178.9116,63.6651992,24.2612991,2.2393999,0.20999999,83.5709991
3179.064,62.6371002,20.7066001,2.26279997,0.20419999,81.2385025
3179.2164,63.1064987,15.4123001,2.29329991,0.2,79.2822036
3179.3688,63.575901,10.1178998,2.32380008,0.1957,78.6489028
3179.5212,64.1177978,8.52460002,2.35039997,0.192,79.2172012
3179.6736,65.1083984,29.8362007,2.35349988,0.1911,78.7844009
3179.826,66.098999,51.1478004,2.35649991,0.19009999,77.9557037
3179.9784,67.0895996,72.4595031,2.35960006,0.18919999,76.3087005
3180.1308,70.6648025,58.1306991,2.38619995,0.1832,76.1348037
3180.2832,74.6668014,37.9164009,2.41659998,0.1763,77.5786972
3180.4356,78.6688995,17.7019996,2.44709992,0.1694,77.5672988
3180.588,81.8701019,8.13570022,2.44239997,0.1702,78.7204971
3180.7404,84.4852981,6.36170005,2.41190004,0.17669999,80.3743972
3180.8928,87.1004028,4.58780002,2.3814001,0.1832,80.4476013
3181.0452,88.2718963,5.10010004,2.35459995,0.1888,81.3991012
3181.1976,86.0195007,11.0345001,2.33629989,0.19259999,81.8666992
3181.35,83.7669982,16.9689998,2.31800007,0.19629999,82.4431991
3181.5024,81.5505981,22.9260997,2.29979991,0.2,84.2957992
3181.6548,81.5902023,30.2992,2.28449988,0.2008,85.9232025
3181.8072,81.629898,37.6722984,2.26929998,0.20149999,87.3648986
3181.9596,81.6695022,45.0453987,2.25399994,0.20229999,88.5488967
3182.112,80.1119995,46.3459014,2.24550008,0.20229999,89.8684997
3182.2644,77.9784011,45.4558982,2.2393999,0.202,90.1657028
3182.4168,75.8448028,44.5658988,2.23329997,0.2017,90.3127975
3182.5692,72.5680007,45.3629989,2.22860002,0.20069999,89.2376022
3182.7216,67.9168014,48.1884994,2.2256,0.19859999,87.2320022
3182.874,63.2654991,51.0139999,2.22250008,0.1965,86.7398986
3183.0264,58.2610015,55.0363998,2.2184,0.19519999,86.4197006
3183.1788,51.5707015,64.7716979,2.20930004,0.1973,87.5410995
3183.3312,44.8802986,74.5071029,2.20009994,0.19939999,88.3360977
3183.4836,38.1899986,84.2424011,2.19099998,0.20149999,88.2044982
3183.636,36.2785987,86.0488967,2.19000005,0.20029999,88.8022003
3183.7884,34.9435997,86.8992996,2.19000005,0.19879999,88.9999008
3183.9408,33.6086006,87.7497024,2.19000005,0.1973,89.328598
3184.0932,34.459999,90.1975021,2.19930005,0.19689999,88.7030029
3184.2456,36.7002983,93.6600036,2.21460008,0.1972,87.3830032
3184.398,38.9406013,97.1225967,2.22979998,0.1976,86.5355987
3184.5504,41.9742012,93.6701965,2.24099993,0.19799999,85.0810012
3184.7028,46.6132011,76.2235031,2.24410009,0.19869999,85.6704025
3184.8552,51.2523002,58.776699,2.24710011,0.1993,86.7995986
3185.0076,55.5077018,43.4566993,2.2493999,0.2,86.9338989
3185.16,52.4536018,68.6576004,2.23720002,0.2029,87.5652999
3185.3124,49.3995018,93.8584976,2.2249999,0.20569999,88.7098007
3185.4648,46.3454017,119.059303,2.21280002,0.20849999,89.3612976
3185.6172,45.0914993,127.500602,2.2005999,0.2131,90.1640014
3185.7696,44.3782997,130.908203,2.18840003,0.21829999,90.7572021
3185.922,43.6650009,134.315902,2.17619991,0.22339999,89.9235
3186.0744,42.8357009,141.168304,2.17449998,0.22529999,89.9849014
3186.2268,41.8847999,151.632095,2.18359994,0.224,89.9705963
3186.3792,40.9337997,162.095901,2.19280004,0.22259999,89.3576965
3186.5316,39.5808982,173.438095,2.19869995,0.22159999,88.7891006
3186.684,36.6913986,188.138595,2.19260001,0.2219,87.3957977
3186.8364,33.8018989,202.839096,2.18650007,0.22229999,86.9375991
3186.9888,30.9123001,217.539596,2.18039989,0.22269999,87.1965026
3187.1412,30.3724002,235.516006,2.1940999,0.21819999,87.7334976
3187.2936,30.0188999,253.752197,2.20939993,0.2133,88.3458023
3187.446,29.6653003,271.988403,2.22460007,0.20839999,88.3500976
3187.5984,29.0361995,296.364685,2.22210001,0.20569999,87.8970031
3187.7508,28.2558994,324.110687,2.2098999,0.20419999,86.964302
3187.9032,27.4755992,351.856597,2.19770002,0.2027,87.6139984
3188.0556,27.0133991,378.805206,2.18889999,0.2017,87.387001
3188.208,27.1047992,404.365814,2.18580007,0.2017,87.7259979
3188.3604,27.1961994,429.9263,2.18280005,0.2018,87.9017028
3188.5128,27.3278999,456.264007,2.18000006,0.202,87.728302
3188.6652,27.8978996,491.078308,2.18000006,0.20379999,87.442398
3188.8176,28.4678001,525.892517,2.18000006,0.20569999,86.593399
3188.97,29.0377998,560.706787,2.18000006,0.20759999,86.9968032
3189.1224,28.8122005,573.17572,2.18000006,0.20929999,87.0087966
3189.2748,28.3915996,580.167785,2.18000006,0.21099999,86.9766006
3189.4272,27.9708995,587.159912,2.18000006,0.21259999,85.8366012
3189.5796,27.8910007,595.167724,2.17840003,0.21179999,84.7619018
3189.732,28.1226005,604.104492,2.17540001,0.2087,84.032402
3189.8844,28.3542995,613.041198,2.1723001,0.20559999,83.4471969
3190.0368,28.4416999,625.312805,2.17289996,0.2027,84.5904006
3190.1892,28.0758991,648.059997,2.18510007,0.2008,86.374298
3190.3416,27.7101993,670.807312,2.19729995,0.19889999,88.0534973
3190.494,27.3444004,693.554382,2.20950007,0.19699999,88.3236007
3190.6464,27.2040996,690.564575,2.19829988,0.20149999,87.2080993
3190.7988,27.0729999,686.519775,2.1861,0.2063,86.7666015
3190.9512,26.9419994,682.475219,2.17389988,0.21109999,87.3360977
3191.1036,26.9869995,693.533325,2.17210006,0.2117,86.7450027
3191.256,27.1149997,711.705383,2.17510008,0.2104,86.3815994
3191.4084,27.2430992,729.877624,2.1782,0.20909999,86.2338027
3191.5608,27.3747005,741.972229,2.18000006,0.20839999,87.3649978
3191.7132,27.5118999,744.910522,2.18000006,0.2087,88.3483963
3191.8656,27.6490001,747.848815,2.18000006,0.209,88.8093032
3192.018,27.771799,749.070617,2.18000006,0.20919999,89.0277023
3192.1704,27.7870006,737.476013,2.18000006,0.20929999,87.3871994
3192.3228,27.8022994,725.881408,2.18000006,0.20939999,89.492897
3192.4752,27.8174991,714.286804,2.18000006,0.20949999,90.1461029
3192.6276,28.4248008,703.279174,2.18260002,0.20939999,89.9721984
3192.78,29.1471996,692.38562,2.18560004,0.20939999,89.2441024
3192.9324,29.8696002,681.492004,2.18860006,0.20929999,87.6969985
3193.0848,29.9559001,668.643005,2.19000005,0.2088,85.0242996
3193.2372,29.5352993,654.235107,2.19000005,0.208,85.6466979
3193.3896,29.1147003,639.827209,2.19000005,0.2072,89.0189971
3193.542,28.8512001,625.138793,2.1933999,0.2054,87.0017013
3193.6944,29.0004997,609.712829,2.20560002,0.20119999,84.6195983
3193.8468,29.1499004,594.286926,2.2177,0.19699999,84.0594024
3193.9992,29.2992,578.861022,2.22989988,0.19269999,87.7509994
3194.1516,29.0695991,581.296569,2.23000001,0.19239999,85.1182022
3194.304,28.8379001,583.826416,2.23000001,0.1922,82.9607009
3194.4564,28.6063003,586.356323,2.23000001,0.19189999,80.8526992
3194.6088,28.0960998,568.510009,2.24959993,0.18179999,79.7759017
3194.7612,27.4743003,542.498413,2.27699995,0.16789999,94.8492965
3194.9136,26.8525009,516.486816,2.30439996,0.15389999,93.9833984
3195.066,26.1422996,496.838806,2.33319997,0.14249999,85.8212966
3195.2184,25.3162994,485.521606,2.36369991,0.13449999,85.3657989
3195.3708,24.4902992,474.204406,2.39420008,0.12639999,84.1577987
3195.5232,24.0494003,462.043212,2.41070008,0.122,74.7436981
3195.6756,25.7532005,445.18161,2.3498001,0.13789999,75.2111968
3195.828,27.4570007,428.320098,2.2888,0.15369999,80.0983963
3195.9804,29.1609001,411.458587,2.22779989,0.16959999,86.5203018
3196.1328,32.1581993,401.5,2.21469998,0.17919999,85.237297
3196.2852,35.3464012,392.560211,2.20860004,0.18799999,84.993103
3196.4376,38.5345993,383.620391,2.2025001,0.1967,86.8218002
3196.59,40.4267997,375.697601,2.20000004,0.20119999,85.2750015
3196.7424,41.4203987,368.479888,2.20000004,0.2028,86.219902
3196.8948,42.4141006,361.262298,2.20000004,0.2043,88.0317993
3197.0472,42.8129997,356.474487,2.20090007,0.20499999,87.6989974
3197.1996,41.8863983,357.102386,2.20399999,0.2036,86.1977005
3197.352,40.9598007,357.730194,2.20700001,0.20229999,84.7832031
3197.5044,40.0410995,358.528503,2.21000003,0.201,87.6061019
3197.6568,39.3857994,365.057312,2.21000003,0.201,86.1712036
3197.8092,38.7304,371.58609,2.21000003,0.2011,86.9246978
3197.9616,38.0750999,378.11499,2.21000003,0.2011,87.9656982
3198.114,37.9374008,380.895385,2.20539999,0.20319999,87.7237014
3198.2664,37.9738998,382.413299,2.19930005,0.2061,87.1336975
3198.4188,38.0105018,383.931213,2.19320011,0.209,84.6415023
3198.5712,38.0555992,386.296386,2.19429993,0.2087,84.6256027
3198.7236,38.1105003,389.627899,2.20339989,0.20499999,86.5901031
3198.876,38.1654014,392.959411,2.21259999,0.20119999,86.5334014
3199.0284,38.0980987,396.426605,2.21939992,0.19799999,85.5716018
3199.1808,37.4976997,400.486511,2.2163999,0.1972,84.859497
3199.3332,36.8972015,404.546386,2.21329998,0.1965,84.7453002
3199.4856,36.2966995,408.606414,2.21029996,0.1958,84.4151992
3199.638,36.0191993,410.345214,2.21000003,0.1941,84.9184036
3199.7904,35.7753982,411.841705,2.21000003,0.19239999,84.9328002
3199.9428,35.5315017,413.338287,2.21000003,0.19069999,84.9421997
3200.0952,35.1715011,417.508087,2.21000003,0.1902,85.2746963
3200.2476,34.7417984,423.283996,2.21000003,0.19059999,84.9231033
3200.4,34.3120002,429.059997,2.21000003,0.19099999,84.2184982
3200.5524,33.7219009,434.105499,2.21210002,0.19089999,83.7621002
3200.7048,32.8258018,437.756988,2.21819996,0.18979999,83.4079971
3200.8572,31.9297008,441.408508,2.2242999,0.1887,83.3815994
3201.0096,31.052,444.696197,2.23040008,0.1876,82.7786026
3201.162,30.4484996,442.571685,2.23650002,0.18639999,82.6119003
3201.3144,29.8449993,440.447204,2.24259996,0.1852,83.4075012
3201.4668,29.2415008,438.322814,2.2486999,0.1841,84.5652999
3201.6192,29.2434997,437.83139,2.23810005,0.18739999,85.5290985
3201.7716,29.4141998,437.794799,2.22280001,0.1921,85.2015991
3201.924,29.5848999,437.758209,2.20760011,0.19679999,84.7854003
3202.0764,29.6424999,434.028503,2.20000004,0.19979999,85.5520019
3202.2288,29.5876007,426.624908,2.20000004,0.20119999,85.9160003
3202.3812,29.5328006,419.221313,2.20000004,0.2026,85.9072036
3202.5336,29.5074996,410.361511,2.2012999,0.2029,85.2228012
3202.686,29.5867004,396.352905,2.20740008,0.1992,85.2082977
3202.8384,29.6660003,382.344299,2.21350002,0.1956,85.3793029
3202.9908,29.7451992,368.335693,2.21959996,0.19189999,85.4001998
3203.1432,29.5695991,363.75531,2.21140003,0.19439999,86.0130996
3203.2956,29.3775005,359.780792,2.20230007,0.1974,86.5596008
3203.448,29.1854991,355.806213,2.19309997,0.20029999,87.185997
3203.6004,29.0477008,356.235107,2.18400001,0.2034,87.7210006
3203.7528,28.9379997,358.944793,2.17479991,0.20669999,87.9180984
3203.9052,28.8283004,361.654388,2.16569995,0.20999999,88.397499
3204.0576,28.9004993,360.083312,2.15879988,0.21269999,90.1084976
3204.21,29.2723999,351.466613,2.1558001,0.21439999,89.7285003
3204.3624,29.6443004,342.849914,2.15280008,0.2161,89.6933975
3204.5148,30.0184993,334.804199,2.15059995,0.2177,88.830902
3204.6672,30.4146995,332.067108,2.15669989,0.21789999,88.4888
3204.8196,30.8110008,329.329986,2.16280007,0.21809999,86.2566986
3204.972,31.207199,326.592895,2.16890001,0.2184,86.2210006
3205.1244,31.0958995,322.034484,2.20230007,0.1992,90.6743011
3205.2768,30.8703002,317.066314,2.2420001,0.17569999,100.426902
3205.4292,30.6448001,312.098114,2.28159999,0.15219999,99.208702
3205.5816,30.2479,305.5419,2.32769989,0.1356,96.7413024
3205.734,29.7022991,297.608001,2.37960004,0.12489999,90.2575988
3205.8864,29.1567001,289.674011,2.43140006,0.11429999,86.8667984
3206.0388,28.9664993,280.874786,2.4505999,0.11119999,88.0630035
3206.1912,29.8169002,269.542388,2.3743999,0.1303,84.9897994
3206.3436,30.6672992,258.209899,2.29819989,0.14939999,83.7998962
3206.496,31.5177001,246.877395,2.22199988,0.1685,84.1389007
3206.6484,31.5666999,239.4776,2.217,0.1746,85.1629028
3206.8008,31.5941009,232.1837,2.21399998,0.18019999,84.7394027
3206.9532,31.6215991,224.889801,2.21090006,0.1859,83.8088989
3207.1056,31.9636993,209.183898,2.21000003,0.18919999,84.6613006
3207.258,32.445301,189.749801,2.21000003,0.1914,85.5241012
3207.4104,32.9268989,170.315795,2.21000003,0.19349999,85.0454025
